"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","playerid"
"Archie Bradley","Diamondbacks","3","3","3.31","0","56","0","56.0","47","21","5","65","21","1.23","10.44","3.45","3.24","0.7","0.7","12918"
"Raisel Iglesias","Reds","3","3","3.22","0","56","28","56.0","47","20","6","66","17","1.14","10.52","2.75","3.25","0.8","0.7","17130"
"Grant Dayton","Dodgers","3","2","3.10","0","48","1","48.0","37","16","5","59","16","1.11","11.16","3.02","3.25","0.7","0.6","11203"
"David Phelps","Marlins","4","3","3.25","3","51","0","65.0","56","23","6","71","22","1.21","9.89","3.10","3.26","0.8","0.9","6316"
"Kelvin Herrera","Royals","3","3","3.24","0","57","28","57.0","49","20","5","61","19","1.19","9.65","2.98","3.26","0.7","0.9","6033"
"Nate Jones","White Sox","3","3","3.25","0","57","1","57.0","48","21","6","67","20","1.19","10.54","3.18","3.27","0.9","0.7","4696"
"Justin Wilson","Tigers","3","2","3.17","0","57","1","57.0","47","20","5","65","22","1.21","10.24","3.44","3.27","0.8","0.8","4301"
"Josh Fields","Dodgers","2","1","3.19","0","30","0","30.0","24","11","3","36","10","1.14","10.62","3.04","3.28","0.4","0.3","5070"
"Juan Nicasio","Pirates","2","2","3.34","0","48","1","48.0","42","18","4","52","17","1.23","9.86","3.10","3.28","0.6","0.5","7731"
"Hunter Strickland","Giants","3","3","3.23","0","56","1","56.0","49","20","5","57","18","1.20","9.15","2.86","3.29","0.5","0.6","7836"
"Corey Knebel","Brewers","3","3","3.38","0","56","3","56.0","46","21","5","70","24","1.26","11.30","3.95","3.30","0.8","0.7","15010"
"Michael Pineda","Yankees","9","7","3.40","23","23","0","134.0","120","50","16","146","31","1.13","9.83","2.11","3.31","3.2","3.0","5372"
"Cam Bedrosian","Angels","3","2","3.16","0","47","22","47.0","38","17","4","54","20","1.23","10.39","3.75","3.33","0.5","0.6","13360"
"Keone Kela","Rangers","1","1","3.31","0","26","0","26.0","21","10","2","32","11","1.24","11.02","3.90","3.33","0.3","0.4","14696"
"Carlos Carrasco","Indians","12","8","3.39","27","27","0","165.0","151","62","17","169","44","1.18","9.22","2.37","3.34","3.7","3.8","6632"
"Seung Hwan Oh","Cardinals","3","3","3.40","0","57","31","57.0","50","22","6","61","16","1.17","9.64","2.54","3.34","0.7","0.6","18719"
"Cesar Valdez","Athletics","1","1","3.49","1","14","0","21.0","21","8","2","18","4","1.17","7.81","1.57","3.34","0.3","0.2","9013"
"Alex Wood","Dodgers","7","5","3.21","15","33","0","106.0","94","38","10","110","33","1.21","9.38","2.85","3.34","2.0","1.9","13781"
"Liam Hendriks","Athletics","2","2","3.48","0","39","0","39.0","36","15","4","39","10","1.17","9.06","2.21","3.35","0.5","0.4","3548"
"Matt Bush","Rangers","3","2","3.38","0","56","1","56.0","48","21","6","63","18","1.18","10.12","2.85","3.35","0.8","0.8","1246"
"Jim Johnson","Braves","3","3","3.41","0","57","10","57.0","54","22","4","56","21","1.31","8.85","3.32","3.36","0.5","0.5","3656"
"Gerrit Cole","Pirates","10","9","3.59","27","27","0","164.0","156","65","15","158","44","1.22","8.66","2.41","3.36","3.4","2.7","13125"
"Tyler Lyons","Cardinals","2","1","3.38","0","31","0","31.0","28","12","3","32","7","1.15","9.29","2.19","3.37","0.4","0.3","11334"
"David Robertson","White Sox","3","3","3.42","0","57","28","57.0","47","22","6","69","23","1.22","10.95","3.58","3.37","0.8","0.6","8241"
"Carson Smith","Red Sox","1","1","3.41","0","22","0","22.0","20","8","2","22","8","1.29","9.14","3.44","3.37","0.2","0.3","13172"
"James Paxton","Mariners","10","8","3.35","25","25","0","150.0","136","56","15","149","43","1.20","8.93","2.61","3.37","3.2","3.1","11828"
"Justin Grimm","Cubs","2","1","3.30","0","35","0","35.0","28","13","3","41","14","1.23","10.70","3.74","3.38","0.4","0.4","11720"
"Adam Ottavino","Rockies","3","2","3.58","0","56","8","56.0","50","22","6","64","20","1.26","10.24","3.25","3.39","0.8","0.9","1247"
"Koji Uehara","Cubs","3","2","3.32","0","57","2","57.0","47","21","7","65","15","1.09","10.32","2.41","3.40","0.7","0.8","9227"
"Chaz Roe","Braves","1","1","3.37","0","26","0","26.0","23","10","2","29","11","1.30","9.71","3.80","3.41","0.2","0.2","9866"
"Josh Ravin","Dodgers","1","1","3.31","0","13","0","13.0","10","5","1","16","6","1.23","10.87","3.86","3.41","0.2","0.2","2951"
"Brandon Maurer","Padres","3","3","3.42","0","56","25","56.0","49","21","6","60","18","1.20","9.73","2.91","3.41","0.6","0.5","4878"
"Jose Contreras","Pirates","0","0","3.49","0","1","0","1.0","1","0","0","1","0","1.21","8.94","2.58","3.41","0.0","0.1","1660"
"Jameson Taillon","Pirates","10","9","3.62","25","25","0","153.0","152","62","15","139","36","1.23","8.14","2.13","3.42","3.0","2.4","11674"
"Zach Duke","Cardinals","0","0","3.25","0","1","0","1.0","1","0","0","1","0","1.32","9.36","3.88","3.43","0.0","0.1","3840"
"Blake Parker","Angels","3","2","3.29","0","56","6","56.0","46","20","6","63","20","1.18","10.20","3.23","3.44","0.6","0.7","5224"
"Pedro Baez","Dodgers","3","2","3.36","0","56","1","56.0","47","21","6","64","19","1.17","10.17","3.01","3.45","0.6","0.5","5420"
"Greg Holland","Rockies","3","2","3.51","0","56","18","56.0","49","22","5","65","24","1.29","10.42","3.84","3.45","0.8","0.9","7196"
"Oliver Drake","Brewers","2","2","3.44","0","34","0","34.0","28","13","3","42","16","1.29","11.03","4.19","3.45","0.4","0.4","8823"
"Chris Archer","Rays","11","9","3.42","27","27","0","171.0","148","65","18","184","57","1.20","9.70","3.02","3.45","3.4","3.5","6345"
"Steven Matz","Mets","5","4","3.48","13","13","0","74.0","69","29","7","74","22","1.23","8.97","2.71","3.46","1.5","1.4","13361"
"Joe Kelly","Red Sox","3","2","3.52","0","57","3","57.0","52","22","5","58","20","1.27","9.21","3.15","3.46","0.6","0.7","9761"
"Addison Reed","Mets","3","3","3.59","0","57","3","57.0","51","23","7","61","16","1.19","9.64","2.60","3.46","0.6","0.3","10586"
"Blake Treinen","Nationals","3","2","3.44","0","57","2","57.0","53","22","4","55","23","1.35","8.75","3.68","3.46","0.5","0.6","12572"
"Corey Kluber","Indians","13","8","3.55","28","28","0","186.0","169","73","21","191","48","1.17","9.28","2.35","3.47","3.9","3.9","2429"
"Jenrry Mejia","Mets","0","0","3.50","0","1","0","1.0","1","0","0","1","0","1.28","9.39","3.28","3.47","0.0","0.1","8476"
"Luke Gregerson","Astros","3","2","3.49","0","57","7","57.0","51","22","6","57","18","1.22","9.09","2.82","3.47","0.6","0.6","4090"
"Carl Edwards Jr.","Cubs","3","2","3.21","0","48","2","48.0","36","17","4","60","26","1.31","11.28","4.92","3.47","0.5","0.6","13607"
"David Price","Red Sox","8","5","3.54","18","18","0","117.0","110","46","14","114","26","1.16","8.78","2.04","3.48","2.5","2.3","3184"
"Arodys Vizcaino","Braves","3","3","3.45","0","57","21","57.0","48","22","5","67","26","1.29","10.47","4.07","3.48","0.5","0.5","5498"
"Jon Lester","Cubs","12","8","3.49","28","28","0","176.0","161","68","19","174","49","1.19","8.88","2.51","3.49","3.6","3.4","4930"
"Yu Darvish","Rangers","12","8","3.63","28","28","0","170.0","145","69","20","199","60","1.20","10.52","3.16","3.49","3.7","3.7","13074"
"Carlos Martinez","Cardinals","11","9","3.54","28","28","0","173.0","161","68","15","173","65","1.30","8.97","3.37","3.51","3.2","3.1","11682"
"Phil Maton","","0","0","3.47","0","1","0","1.0","1","0","0","1","0","1.23","10.26","3.46","3.51","0.0","0.1","sa875251"
"Brad Hand","Padres","3","3","3.45","0","56","3","56.0","50","21","5","58","20","1.26","9.41","3.27","3.51","0.5","0.5","9111"
"Daniel Winkler","Braves","0","0","3.54","0","9","0","9.0","8","3","1","10","3","1.24","9.84","3.25","3.53","0.1","0.1","12237"
"Tony Zych","Mariners","2","2","3.43","0","48","0","48.0","41","18","5","51","18","1.24","9.58","3.33","3.53","0.4","0.5","12876"
"Lance McCullers","Astros","10","7","3.50","24","24","0","140.0","120","54","14","158","60","1.28","10.18","3.85","3.53","2.7","2.7","14120"
"Ross Stripling","Dodgers","3","2","3.53","1","40","0","47.0","45","18","5","43","13","1.23","8.35","2.48","3.53","0.4","0.4","13273"
"A.J. Minter","","0","0","3.39","0","1","0","1.0","1","0","0","1","0","1.31","10.01","4.03","3.54","0.0","0.1","sa659284"
"Steven Okert","Giants","2","2","3.33","0","35","0","35.0","30","13","3","36","13","1.25","9.28","3.45","3.55","0.3","0.3","13580"
"Josh Lowey","","0","0","3.50","0","0","0","1.0","1","0","0","1","0","1.25","8.72","3.01","3.55","0.0","0.0","sa560990"
"Alex Colome","Rays","3","3","3.40","0","56","23","56.0","49","21","6","56","18","1.20","9.08","2.84","3.55","0.5","0.6","6661"
"Julio Urias","Dodgers","7","5","3.31","17","17","0","91.0","77","33","9","100","36","1.24","9.89","3.53","3.56","1.8","2.0","14765"
"Radhames Liz","Pirates","0","0","3.56","0","1","0","1.0","1","0","0","1","0","1.26","9.66","3.40","3.56","0.0","0.1","5843"
"Derek Law","Giants","2","2","3.48","0","48","1","48.0","44","18","4","44","16","1.27","8.35","3.08","3.56","0.3","0.4","13133"
"Chris Devenski","Astros","3","3","3.53","1","49","0","56.0","48","22","7","60","15","1.13","9.69","2.36","3.56","0.7","0.6","12763"
"Jake Arrieta","Cubs","11","8","3.55","27","27","0","170.0","156","67","16","162","56","1.25","8.57","2.95","3.56","3.2","3.1","4153"
"Aaron Nola","Phillies","8","7","3.61","21","21","0","128.0","120","51","14","127","35","1.21","8.91","2.48","3.57","2.5","2.3","16149"
"John Holdzkom","Pirates","0","0","3.53","0","1","0","1.0","1","0","0","1","0","1.33","9.90","4.16","3.57","0.0","0.1","9392"
"Ian Krol","Braves","2","2","3.44","0","49","0","49.0","43","19","4","52","21","1.31","9.66","3.81","3.58","0.3","0.5","10066"
"Cory Mazzoni","Padres","1","1","3.52","0","13","0","13.0","11","5","1","14","5","1.24","9.58","3.22","3.58","0.1","0.2","12537"
"Aaron Loup","Blue Jays","2","2","3.43","0","39","0","39.0","36","15","4","39","14","1.26","8.88","3.17","3.59","0.4","0.4","10343"
"Junichi Tazawa","Marlins","2","2","3.60","0","40","0","40.0","37","16","4","39","13","1.24","8.75","2.84","3.59","0.3","0.3","4079"
"Marcus Stroman","Blue Jays","11","9","3.68","28","28","0","180.0","181","74","16","149","49","1.28","7.46","2.45","3.59","3.5","3.4","13431"
"Bud Norris","Angels","2","2","3.47","0","39","0","39.0","35","15","4","38","12","1.21","8.88","2.78","3.59","0.3","0.4","9492"
"Trevor Hildenberger","","0","0","3.61","0","1","0","1.0","1","0","0","1","0","1.27","8.23","2.78","3.59","0.0","0.1","sa829460"
"Alex Reyes","Cardinals","0","0","3.46","0","0","0","1.0","1","0","0","1","1","1.30","11.02","4.61","3.60","0.0","0.0","15015"
"Michael Feliz","Astros","2","2","3.58","0","35","0","35.0","29","14","4","40","13","1.22","10.34","3.36","3.60","0.3","0.3","11903"
"Garrett Richards","Angels","5","4","3.49","14","14","0","82.0","76","32","7","77","29","1.28","8.38","3.21","3.61","1.4","1.5","9784"
"Roberto Osuna","Blue Jays","3","3","3.64","0","57","28","57.0","49","23","7","63","17","1.16","9.98","2.71","3.61","0.7","0.6","13764"
"Koda Glover","Nationals","3","2","3.65","0","48","13","48.0","44","19","5","48","16","1.27","9.08","3.07","3.61","0.4","0.4","17695"
"Onelki Garcia","Dodgers","0","0","3.35","0","1","0","1.0","1","0","0","1","0","1.30","9.30","3.80","3.61","0.0","0.1","13674"
"Erik Cordier","Marlins","0","0","3.48","0","1","0","1.0","1","0","0","1","1","1.34","10.69","4.81","3.62","0.0","0.1","4086"
"Lisalverto Bonilla","Reds","1","1","3.50","0","30","0","30.0","26","12","3","34","12","1.24","10.10","3.52","3.62","0.3","0.3","11266"
"Dallas Keuchel","Astros","12","8","3.55","27","27","0","177.0","175","70","17","149","50","1.27","7.57","2.55","3.62","3.4","3.2","9434"
"Anthony Swarzak","White Sox","2","2","3.61","0","35","0","35.0","33","14","4","36","11","1.24","9.18","2.74","3.63","0.5","0.4","7466"
"Tiago Da Silva","","0","0","3.57","0","1","0","1.0","1","0","0","1","0","1.19","8.57","2.36","3.63","0.0","0.1","sa795086"
"Enny Romero","Nationals","2","1","3.50","0","30","0","30.0","26","12","3","33","13","1.29","9.82","3.75","3.63","0.3","0.3","4001"
"Aaron Barrett","","0","0","3.60","0","9","0","9.0","8","3","1","9","3","1.28","9.55","3.52","3.63","0.1","0.1","11243"
"Rich Hill","Dodgers","7","5","3.43","17","17","0","98.0","84","37","10","103","38","1.24","9.48","3.45","3.63","1.8","1.7","4806"
"Brandon McCarthy","Dodgers","7","6","3.66","20","20","0","110.0","104","45","12","107","32","1.23","8.71","2.62","3.64","2.0","1.6","4662"
"Andrew Chafin","Diamondbacks","2","2","3.55","0","39","2","39.0","36","15","3","38","16","1.33","8.86","3.62","3.64","0.3","0.4","12988"
"Blake Wood","Reds","2","2","3.49","0","39","0","39.0","33","15","4","43","18","1.31","9.95","4.12","3.64","0.4","0.3","1345"
"Justin Verlander","Tigers","12","9","3.65","28","28","0","180.0","160","73","22","188","54","1.18","9.41","2.69","3.65","3.7","3.5","8700"
"Matt Bowman","Cardinals","2","2","3.63","0","35","0","35.0","36","14","3","27","11","1.34","7.01","2.79","3.65","0.2","0.2","13528"
"James Pazos","Mariners","1","1","3.38","0","26","0","26.0","22","10","2","29","13","1.32","10.16","4.41","3.65","0.2","0.2","13323"
"Johnny Cueto","Giants","11","10","3.55","28","28","0","179.0","176","71","17","146","45","1.23","7.34","2.27","3.65","2.8","2.8","6893"
"Shae Simmons","Mariners","0","0","3.50","0","9","0","9.0","8","3","1","9","4","1.31","9.45","3.87","3.66","0.1","0.1","14200"
"Sammy Solis","Nationals","2","2","3.55","0","39","0","39.0","35","15","4","41","16","1.31","9.46","3.74","3.66","0.3","0.3","11457"
"Robbie Ray","Diamondbacks","9","8","3.66","24","24","0","134.0","116","55","15","152","56","1.28","10.17","3.73","3.66","2.5","2.7","11486"
"Jordan Walden","Cardinals","0","0","3.70","0","1","0","1.0","1","0","0","1","0","1.30","9.75","3.80","3.66","0.0","0.1","3271"
"Frankie Montas","Athletics","1","1","3.68","0","26","0","26.0","23","11","3","27","10","1.28","9.47","3.46","3.66","0.2","0.1","14309"
"Joakim Soria","Royals","3","3","3.55","0","57","1","57.0","51","22","6","57","22","1.27","9.03","3.42","3.66","0.5","0.7","6941"
"Chris Hatcher","Dodgers","1","1","3.57","0","26","0","26.0","23","10","3","27","9","1.24","9.44","3.20","3.67","0.3","0.2","3299"
"D.J. Snelten","","0","0","3.36","0","1","0","1.0","1","0","0","1","0","1.35","7.61","3.64","3.68","0.0","0.1","sa549813"
"Jaime Garcia","Braves","7","7","3.71","20","20","0","115.0","115","47","11","100","37","1.32","7.83","2.86","3.68","1.8","1.9","8137"
"Cory Gearrin","Giants","2","2","3.57","0","39","0","39.0","36","15","3","36","15","1.31","8.42","3.57","3.68","0.2","0.2","7947"
"Brad Ziegler","Marlins","2","2","3.54","0","49","0","49.0","50","19","3","36","18","1.40","6.63","3.40","3.68","0.3","0.4","7293"
"Ian Thomas","Dodgers","0","0","3.49","0","1","0","1.0","1","0","0","1","0","1.26","9.13","3.27","3.69","0.0","0.1","13881"
"Mike Dimock","","0","0","3.64","0","1","0","1.0","1","0","0","1","0","1.24","9.47","3.16","3.69","0.0","0.1","sa526011"
"Brad Brach","Orioles","3","3","3.65","0","57","3","57.0","48","23","7","66","23","1.25","10.43","3.65","3.69","0.5","0.6","6627"
"Zach McAllister","Indians","2","2","3.71","0","35","0","35.0","32","14","4","36","12","1.24","9.24","2.99","3.69","0.3","0.3","2895"
"Zach Phillips","Pirates","0","0","3.56","0","1","0","1.0","1","0","0","1","0","1.38","8.99","4.08","3.69","0.0","0.1","99"
"Jay Jackson","Padres","0","0","3.65","0","1","0","1.0","1","0","0","1","0","1.24","9.70","3.33","3.70","0.0","0.1","7432"
"Adam Liberatore","Dodgers","1","1","3.49","0","22","0","22.0","19","8","2","23","8","1.25","9.52","3.40","3.70","0.2","0.2","10637"
"Danny Salazar","Indians","10","8","3.65","26","26","0","148.0","128","60","18","165","56","1.24","10.01","3.38","3.70","2.8","2.9","5867"
"Reyes Moronta","","0","0","3.52","0","1","0","1.0","1","0","0","1","0","1.31","9.76","4.27","3.70","0.0","0.1","sa597322"
"Hyun-Jin Ryu","Dodgers","5","4","3.62","14","14","0","79.0","78","32","9","67","19","1.22","7.63","2.18","3.71","1.3","1.2","14444"
"Matt Grace","Nationals","0","0","3.57","0","9","0","9.0","9","3","1","7","3","1.37","7.10","3.11","3.71","0.1","0.1","11449"
"Brock Stewart","Dodgers","1","1","3.61","1","10","0","16.0","15","7","2","16","5","1.18","8.97","2.48","3.71","0.2","0.2","16727"
"Dan Otero","Indians","3","2","3.67","0","48","0","48.0","51","20","5","35","11","1.29","6.49","2.14","3.72","0.4","0.4","7385"
"Zack Greinke","Diamondbacks","10","9","3.76","26","26","0","167.0","165","70","19","148","42","1.24","7.96","2.27","3.72","3.1","3.1","1943"
"Rick Porcello","Red Sox","11","9","3.93","27","27","0","171.0","173","75","20","148","37","1.22","7.78","1.92","3.72","3.3","3.1","2717"
"Matt Strahm","Royals","1","1","3.49","0","26","0","26.0","22","10","3","27","10","1.24","9.44","3.42","3.72","0.2","0.3","13799"
"Joe Nathan","Giants","0","0","3.63","0","1","0","1.0","1","0","0","1","0","1.30","9.03","3.75","3.72","0.0","0.1","1122"
"Luke Hochevar","","2","2","3.74","0","39","0","39.0","35","16","5","42","14","1.24","9.70","3.14","3.72","0.3","0.2","6943"
"Aaron Poreda","Rangers","0","0","3.61","0","1","0","1.0","1","0","0","1","0","1.30","9.72","3.69","3.72","0.0","0.1","4313"
"Spencer Patton","Cubs","0","0","3.57","0","1","0","1.0","1","0","0","1","0","1.29","10.36","4.13","3.72","0.0","0.1","12361"
"Adam Wainwright","Cardinals","9","8","3.83","24","24","0","146.0","148","62","15","123","40","1.29","7.58","2.47","3.73","2.5","2.1","2233"
"Jeff Samardzija","Giants","10","10","3.79","28","28","0","172.0","169","73","19","149","46","1.25","7.76","2.40","3.73","2.5","2.3","3254"
"Carlos Alvarado","","0","0","3.61","0","1","0","1.0","1","0","0","1","0","1.26","8.80","3.32","3.73","0.0","0.1","sa505053"
"Marc Rzepczynski","Mariners","2","2","3.46","0","39","0","39.0","36","15","3","37","17","1.37","8.56","4.01","3.74","0.2","0.3","6612"
"Tommy Kahnle","White Sox","1","1","3.61","0","31","0","31.0","25","12","3","38","17","1.37","11.03","4.98","3.74","0.3","0.4","11384"
"Jose Flores","","0","0","3.59","0","1","0","1.0","1","0","0","1","0","1.32","7.58","3.28","3.74","0.0","0.1","sa503583"
"A.J. Ramos","Marlins","3","3","3.64","0","57","24","57.0","49","23","5","63","29","1.35","9.92","4.53","3.74","0.4","0.4","8350"
"Will Harris","Astros","2","2","3.78","0","48","3","48.0","45","20","5","47","16","1.27","8.80","3.01","3.75","0.3","0.3","3192"
"Neil Ramirez","Giants","1","1","3.66","0","30","0","30.0","25","12","3","34","13","1.28","10.02","4.01","3.75","0.2","0.2","7677"
"Evan Scribner","Mariners","2","2","3.73","0","48","0","48.0","44","20","6","46","11","1.17","8.79","2.18","3.75","0.3","0.4","7525"
"Jerry Blevins","Mets","2","2","3.63","0","39","0","39.0","35","16","4","42","16","1.28","9.69","3.58","3.75","0.2","0.2","7841"
"Marcos Mateo","Padres","0","0","3.67","0","1","0","1.0","1","0","0","1","0","1.27","9.91","3.67","3.75","0.0","0.1","6869"
"Austin Pruitt","Rays","2","2","3.67","1","36","0","42.0","41","17","5","36","9","1.20","7.62","1.99","3.75","0.3","0.3","15290"
"Mike Hauschild","Rangers","0","0","3.78","0","1","0","1.0","1","0","0","1","0","1.28","7.80","2.54","3.75","0.0","0.1","14033"
"Jake Buchanan","Cubs","1","1","3.64","0","13","0","13.0","13","5","1","10","4","1.29","6.96","2.53","3.76","0.1","0.1","10962"
"Gio Gonzalez","Nationals","10","8","3.80","25","25","0","146.0","142","61","14","134","52","1.33","8.29","3.21","3.76","2.4","2.4","7448"
"Jose Torres","Padres","0","0","3.59","0","1","0","1.0","1","0","0","1","0","1.31","9.60","3.92","3.76","0.0","0.1","14957"
"Jacob Barnes","Brewers","2","2","3.82","0","47","0","47.0","43","20","5","50","18","1.30","9.45","3.39","3.76","0.4","0.3","12323"
"Zach Putnam","White Sox","2","2","3.74","0","48","0","48.0","43","20","5","52","20","1.31","9.72","3.78","3.76","0.4","0.4","9080"
"Ryan Weber","Braves","0","0","3.83","0","1","0","1.0","1","0","0","1","0","1.30","6.40","1.96","3.77","0.0","0.1","10160"
"Erik Davis","Nationals","0","0","3.71","0","1","0","1.0","1","0","0","1","0","1.35","9.13","3.91","3.77","0.0","0.1","8422"
"Charlie Morton","Astros","8","7","3.81","23","23","0","126.0","120","53","12","121","45","1.31","8.63","3.23","3.77","2.1","1.9","4676"
"Zack Wheeler","Mets","7","7","3.80","18","32","0","118.0","110","50","12","118","45","1.31","9.03","3.41","3.77","1.9","1.5","10310"
"Hector Neris","Phillies","3","3","3.67","0","57","11","57.0","48","23","7","65","23","1.25","10.22","3.62","3.77","0.4","0.4","11804"
"Zack Weiss","","0","0","3.63","0","1","0","1.0","1","0","0","1","0","1.26","9.95","3.65","3.77","0.0","0.1","sa548466"
"Josh Lueke","Rays","0","0","3.65","0","1","0","1.0","1","0","0","1","0","1.24","8.70","2.89","3.77","0.0","0.1","5722"
"Eric Yardley","","0","0","3.67","0","1","0","1.0","1","0","0","1","0","1.35","7.11","3.05","3.77","0.0","0.1","sa744476"
"Alec Mills","Royals","0","0","3.69","0","1","0","1.0","1","0","0","1","0","1.22","7.82","2.38","3.77","0.0","0.1","13834"
"Jon Edwards","Padres","0","0","3.63","0","1","0","1.0","1","0","0","1","1","1.33","10.66","4.59","3.77","0.0","0.1","1483"
"Steve Cishek","Mariners","2","2","3.68","0","35","0","35.0","31","14","4","35","13","1.29","9.08","3.45","3.78","0.3","0.3","6483"
"Samuel Tuivailala","Cardinals","1","1","3.67","0","22","0","22.0","18","9","2","25","11","1.34","10.25","4.46","3.78","0.1","0.1","13485"
"Ryan Madson","Athletics","3","3","3.84","0","57","20","57.0","56","24","6","50","18","1.31","7.99","2.91","3.78","0.4","0.3","1852"
"Jake Diekman","Rangers","1","1","3.60","0","17","0","17.0","15","7","2","19","8","1.35","9.77","4.30","3.78","0.1","0.1","5003"
"Tyler Rogers","","0","0","3.54","0","1","0","1.0","1","0","0","1","0","1.38","7.30","3.71","3.78","0.0","0.1","sa739036"
"Jimmie Sherfy","","0","0","3.71","0","9","0","9.0","7","4","1","10","4","1.34","10.08","4.34","3.78","0.1","0.1","sa737897"
"Brady Rodgers","Astros","1","1","3.77","0","13","0","13.0","13","5","2","11","3","1.20","7.72","1.90","3.79","0.1","0.1","13393"
"Josh Osich","Giants","1","1","3.54","0","17","0","17.0","16","7","1","16","8","1.36","8.52","4.05","3.79","0.1","0.1","11528"
