"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","playerid"
"James Pugliese","","0","0","4.39","0","1","0","1.0","1","0","0","1","0","1.45","7.32","4.22","4.60","0.0","0.0","sa598816"
"Jake Boyd","","0","0","4.34","0","1","0","1.0","1","0","0","1","0","1.42","6.78","3.70","4.60","0.0","0.0","sa621670"
"Martin Agosta","","0","0","4.47","0","0","0","1.0","1","0","0","1","0","1.43","7.16","3.99","4.60","0.0","0.0","sa657962"
"Justin Thomas","Yankees","0","0","4.38","0","1","0","1.0","1","0","0","1","0","1.37","7.46","3.29","4.60","0.0","0.0","9910"
"Domingo German","","0","0","4.46","0","9","0","9.0","9","4","1","7","3","1.38","7.18","3.17","4.61","0.0","0.0","sa548637"
"Gilberto Mendez","","0","0","4.57","0","1","0","1.0","1","1","0","1","0","1.43","7.32","3.64","4.61","0.0","0.0","sa597318"
"Chad Girodo","Blue Jays","0","0","4.42","0","1","0","1.0","1","0","0","1","0","1.46","6.14","3.58","4.61","0.0","0.0","15542"
"Luis Perez","Blue Jays","0","0","4.42","0","1","0","1.0","1","0","0","1","0","1.45","7.46","4.07","4.61","0.0","0.0","6389"
"Tyler Olson","Yankees","0","0","4.33","0","1","0","1.0","1","0","0","1","0","1.36","7.38","3.25","4.61","0.0","0.0","14741"
"Nick Tepesch","Twins","1","1","4.59","0","26","0","26.0","29","13","4","17","7","1.38","5.95","2.35","4.61","0.0","0.0","11716"
"Ryan Rodebaugh","","0","0","4.55","0","1","0","1.0","1","1","0","1","0","1.44","8.18","4.16","4.61","0.0","0.0","sa549200"
"Jeff Beliveau","Rays","0","0","4.23","0","1","0","1.0","1","0","0","1","1","1.43","8.28","4.58","4.61","0.0","0.0","8504"
"Isaac Sanchez","","0","0","4.40","0","1","0","1.0","1","0","0","1","0","1.45","7.18","4.02","4.61","0.0","0.0","sa552222"
"Blake Smith","White Sox","0","0","4.47","0","1","0","1.0","1","0","0","1","0","1.46","8.22","4.37","4.61","0.0","0.0","9780"
"Tyler Brunnemann","","0","0","4.33","0","1","0","1.0","1","0","0","1","0","1.38","7.86","3.95","4.61","0.0","0.0","sa738966"
"Kolby Allard","","0","0","4.52","0","0","0","1.0","1","1","0","1","0","1.44","7.16","3.73","4.61","0.0","0.0","sa874245"
"James Needy","","0","0","4.58","0","0","0","1.0","1","1","0","1","0","1.43","6.82","3.48","4.61","0.0","0.0","sa501496"
"Jose Valdez","Angels","0","0","4.25","0","1","0","1.0","1","0","0","1","1","1.45","8.31","4.86","4.61","0.0","0.0","14470"
"Jake Esch","Padres","1","2","4.53","1","19","0","25.0","26","13","3","19","9","1.42","6.72","3.38","4.61","-0.1","-0.1","12756"
"Parker Bridwell","Angels","0","0","4.32","0","9","0","9.0","8","4","1","7","4","1.38","7.47","3.73","4.61","0.0","0.0","11502"
"Brent Honeywell","","0","0","4.41","0","0","0","1.0","1","0","0","1","0","1.30","7.46","2.92","4.61","0.0","0.0","sa828706"
"Ryan Merritt","Indians","1","1","4.43","3","12","0","25.0","27","12","4","16","6","1.31","5.74","2.05","4.61","0.1","0.2","13688"
"Scott Lyman","","0","0","4.45","0","1","0","1.0","1","0","0","1","0","1.52","6.00","4.17","4.61","0.0","0.0","sa526467"
"Kris Johnson","Twins","0","0","4.54","0","0","0","1.0","1","1","0","1","0","1.46","6.76","3.69","4.61","0.0","0.0","886"
"Tim Cooney","Indians","3","2","4.41","7","7","0","40.0","41","20","6","31","13","1.34","6.97","2.94","4.61","0.3","0.4","13762"
"Carmine Giardina","","0","0","4.24","0","1","0","1.0","1","0","0","1","0","1.46","7.11","4.30","4.62","0.0","0.0","sa328332"
"Michael Gonzalez","Brewers","0","0","4.60","0","1","0","1.0","1","1","0","1","0","1.47","8.13","4.17","4.62","0.0","0.0","1794"
"Joshua Sborz","","0","0","4.47","0","0","0","1.0","1","0","0","1","0","1.38","7.15","3.29","4.62","0.0","0.0","sa827472"
"Edwin Quirarte","","0","0","4.48","0","1","0","1.0","1","0","0","1","0","1.45","6.35","3.54","4.62","0.0","0.0","sa454556"
"Gage Smith","","0","0","4.66","0","1","0","1.0","1","1","0","1","0","1.45","6.46","3.23","4.62","0.0","0.0","sa709581"
"Angel Castro","Athletics","0","0","4.57","0","1","0","1.0","1","1","0","1","0","1.42","6.05","3.05","4.62","0.0","0.0","3243"
"Amir Garrett","Reds","6","8","4.32","20","20","0","118.0","112","57","16","109","56","1.42","8.28","4.29","4.62","1.1","1.2","14375"
"Pedro Echemendia","","0","0","4.55","0","1","0","1.0","1","1","0","1","0","1.44","7.02","3.68","4.62","0.0","0.0","sa877307"
"Angel Cuan","","0","0","4.56","0","0","0","1.0","1","1","0","1","0","1.39","6.79","3.01","4.62","0.0","0.0","sa502992"
"Tejay Antone","","0","0","4.48","0","0","0","1.0","1","0","0","1","0","1.42","5.65","2.87","4.62","0.0","0.0","sa658534"
"Matt Whitehouse","","0","0","4.37","0","1","0","1.0","1","0","0","1","0","1.46","7.31","4.14","4.62","0.0","0.0","sa738202"
"Bryan Augenstein","Tigers","0","0","4.55","0","1","0","1.0","1","1","0","1","0","1.41","7.17","3.48","4.62","0.0","0.0","936"
"Michael Kohn","Braves","0","0","4.49","0","1","0","1.0","1","0","0","1","1","1.49","9.29","5.28","4.62","0.0","0.0","8505"
"Blake Perry","","0","0","4.39","0","1","0","1.0","1","0","0","1","0","1.42","8.02","4.24","4.62","0.0","0.0","sa548326"
"Josh Kinney","Mariners","0","0","4.48","0","1","0","1.0","1","0","0","1","0","1.42","7.29","3.76","4.62","0.0","0.0","3638"
"Francisco Cruceta","","0","0","4.45","0","1","0","1.0","1","0","0","1","1","1.53","8.04","5.08","4.62","0.0","0.0","2104"
"Konner Wade","","0","0","4.76","0","1","0","1.0","1","1","0","1","0","1.48","5.89","3.05","4.62","0.0","0.0","sa549985"
"Zach Neal","Athletics","0","0","4.74","0","1","0","1.0","1","1","0","1","0","1.37","4.68","1.70","4.62","0.0","0.0","11294"
"Miguel Almonte","Royals","2","3","4.48","4","22","0","42.0","40","21","5","36","19","1.43","7.85","4.20","4.62","0.1","0.2","14139"
"Dietrich Enns","","1","1","4.30","0","13","0","13.0","12","6","2","12","6","1.39","8.44","4.05","4.62","0.0","0.0","sa579749"
"Alex Sogard","","0","0","4.49","0","1","0","1.0","1","0","0","1","0","1.49","7.20","4.24","4.62","0.0","0.0","sa454563"
"Diego Castillo","","0","0","4.39","0","1","0","1.0","1","0","0","1","0","1.44","6.89","3.91","4.63","0.0","0.0","sa822882"
"Ryan O'Sullivan","","0","0","4.47","0","1","0","1.0","1","0","0","1","0","1.44","6.97","3.74","4.63","0.0","0.0","sa455098"
"Elvin Ramirez","Mets","0","0","4.59","0","1","0","1.0","1","1","0","1","0","1.49","6.96","3.97","4.63","0.0","0.0","2247"
"Tom Windle","","0","0","4.31","0","1","0","1.0","1","0","0","1","0","1.47","7.44","4.32","4.63","0.0","0.0","sa549785"
"Brandon Alger","","0","0","4.28","0","1","0","1.0","1","0","0","1","1","1.49","8.24","5.02","4.63","0.0","0.0","sa658767"
"Andrew Sopko","","0","0","4.51","0","0","0","1.0","1","1","0","1","0","1.36","6.90","2.94","4.63","0.0","0.0","sa658286"
"Ryan Deemes","","0","0","4.55","0","1","0","1.0","1","1","0","1","0","1.42","7.26","3.57","4.63","0.0","0.0","sa876232"
"Pedro Feliciano","Mets","0","0","4.51","0","1","0","1.0","1","1","0","1","0","1.44","6.99","3.63","4.63","0.0","0.0","1601"
"Ricky Knapp","","0","0","4.58","0","0","0","1.0","1","1","0","1","0","1.42","5.87","2.95","4.63","0.0","0.0","sa550202"
"Jake Brentz","","0","0","4.38","0","1","0","1.0","1","0","0","1","1","1.57","7.89","5.34","4.63","0.0","0.0","sa737925"
"Luis Vizcaino","","0","0","4.46","0","1","0","1.0","1","0","0","1","1","1.50","7.73","4.71","4.63","0.0","0.0","714"
"Gabe Hemmer","","0","0","4.49","0","1","0","1.0","1","0","0","1","0","1.49","6.95","4.16","4.63","0.0","0.0","sa829537"
"Roberto Hernandez","Braves","0","0","4.71","0","0","0","1.0","1","1","0","1","0","1.47","6.18","3.29","4.63","0.0","0.0","3273"
"Chien-Ming Wang","Royals","0","0","4.57","0","1","0","1.0","1","1","0","1","0","1.45","4.78","2.82","4.63","0.0","0.0","2074"
"Matty Ott","","0","0","4.65","0","1","0","1.0","1","1","0","1","0","1.44","7.20","3.69","4.63","0.0","0.0","sa577800"
"Cody Stull","","0","0","4.46","0","1","0","1.0","1","0","0","1","0","1.46","6.70","3.79","4.63","0.0","0.0","sa829651"
"Johnny Shuttlesworth","","0","0","4.65","0","1","0","1.0","1","1","0","1","0","1.41","7.25","3.45","4.63","0.0","0.0","sa738406"
"Aaron Brooks","","0","0","4.47","0","1","0","1.0","1","0","0","1","0","1.44","6.19","3.42","4.63","0.0","0.0","sa658663"
"Antonio Senzatela","Rockies","6","7","4.84","17","30","0","111.0","121","60","17","88","36","1.41","7.13","2.91","4.63","1.1","1.3","15488"
"Trent Thornton","","0","0","4.60","0","0","0","1.0","1","1","0","1","0","1.33","6.37","2.30","4.63","0.0","0.0","sa857695"
"Jorge Lopez","Brewers","0","1","4.69","1","1","0","8.0","8","4","1","7","4","1.52","7.68","4.39","4.63","0.1","0.1","14527"
"Darin Downs","Astros","0","0","4.47","0","1","0","1.0","1","0","0","1","0","1.42","7.63","3.77","4.64","0.0","0.0","5903"
"Travis Hissong","","0","0","4.48","0","1","0","1.0","1","0","0","1","0","1.39","8.11","3.70","4.64","0.0","0.0","sa830119"
"Casey Weathers","","0","0","4.45","0","1","0","1.0","1","0","0","1","1","1.49","7.80","4.66","4.64","0.0","0.0","sa327842"
"Tyler Spurlin","","0","0","4.62","0","1","0","1.0","1","1","0","1","1","1.57","7.18","4.70","4.64","0.0","0.0","sa739833"
"Alex Muren","","0","0","4.59","0","1","0","1.0","1","1","0","1","0","1.48","6.44","3.68","4.64","0.0","0.0","sa658181"
"Jim Patterson","","0","0","4.38","0","0","0","1.0","1","0","0","1","0","1.35","6.55","2.95","4.64","0.0","0.0","sa546805"
"Bryce Stowell","","0","0","4.39","0","1","0","1.0","1","0","0","1","1","1.45","8.09","4.56","4.64","0.0","0.0","sa455267"
"Austin Ross","","0","0","4.50","0","0","0","1.0","1","0","0","1","0","1.42","7.22","3.65","4.64","0.0","0.0","sa553380"
"Angel Heredia","","0","0","4.49","0","1","0","1.0","1","0","0","1","1","1.48","8.51","4.81","4.64","0.0","0.0","sa507201"
"Brett McKinney","","0","0","4.59","0","1","0","1.0","1","1","0","1","0","1.44","7.46","3.93","4.64","0.0","0.0","sa738242"
"Jack Wynkoop","","0","0","4.73","0","0","0","1.0","1","1","0","1","0","1.40","5.43","2.15","4.64","0.0","0.0","sa875060"
"Eric Peterson","","0","0","4.55","0","1","0","1.0","1","1","0","1","0","1.37","7.75","3.40","4.64","0.0","0.0","sa829747"
"Alex Maestri","","0","0","4.62","0","0","0","1.0","1","1","0","1","0","1.44","6.84","3.58","4.64","0.0","0.0","sa328310"
"Patrick Weigel","","0","0","4.59","0","0","0","1.0","1","1","0","1","0","1.49","7.72","4.47","4.64","0.0","0.0","sa829466"
"Rafael Montero","Mets","4","5","4.56","10","32","0","77.0","76","39","10","68","37","1.46","7.90","4.30","4.64","0.2","0.1","12760"
"Mike Mayers","Cardinals","1","1","4.62","3","3","0","16.0","17","8","2","12","6","1.42","6.84","3.40","4.64","0.1","0.1","15451"
"James McDonald","Pirates","0","0","4.83","0","0","0","1.0","1","1","0","1","0","1.46","7.14","3.55","4.64","0.0","0.0","5523"
"Nick Hill","","0","0","4.36","0","1","0","1.0","1","0","0","1","1","1.47","7.93","4.52","4.64","0.0","0.0","sa390200"
"Blaine Boyer","Brewers","0","0","4.78","0","1","0","1.0","1","1","0","1","0","1.48","5.89","3.01","4.64","0.0","0.0","2237"
"Malcom Culver","","0","0","4.45","0","1","0","1.0","1","0","0","1","0","1.44","7.31","4.14","4.64","0.0","0.0","sa454968"
"Zach Hedges","","0","0","4.54","0","0","0","1.0","1","1","0","1","0","1.43","5.37","2.91","4.65","0.0","0.0","sa829393"
"Dayan Diaz","Reds","0","0","4.41","0","1","0","1.0","1","0","0","1","0","1.40","8.09","3.98","4.65","0.0","0.0","11543"
"Luis Santos","","0","0","4.55","0","1","0","1.0","1","1","0","1","0","1.32","7.33","2.83","4.65","0.0","0.0","sa601624"
"Paul Blackburn","","0","1","4.74","1","1","0","8.0","9","4","1","5","3","1.48","5.74","3.32","4.65","0.1","0.0","sa657872"
"Logan Ondrusek","Orioles","0","0","4.58","0","1","0","1.0","1","1","0","1","0","1.40","7.45","3.31","4.65","0.0","0.0","3677"
"Nelson Gonzalez","","0","0","4.70","0","1","0","1.0","1","1","0","1","0","1.47","7.68","3.98","4.65","0.0","0.0","sa506311"
"Eduardo Figueroa","","0","0","4.50","0","0","0","1.0","1","1","0","1","0","1.45","6.49","3.65","4.65","0.0","0.0","sa502994"
"Austin Gomber","","0","0","4.51","0","0","0","1.0","1","1","0","1","0","1.42","7.00","3.56","4.65","0.0","0.0","sa827376"
"Felipe Arredondo","","0","0","4.47","0","1","0","1.0","1","0","0","1","0","1.35","7.14","3.13","4.65","0.0","0.0","sa294348"
"Ariel Jurado","","0","0","4.67","0","0","0","1.0","1","1","0","1","0","1.46","5.65","3.10","4.65","0.0","0.0","sa737364"
"Matt Palmer","Padres","0","0","4.55","0","1","0","1.0","1","1","0","1","0","1.43","6.98","3.64","4.65","0.0","0.0","4457"
"Jack Flaherty","","0","0","4.63","0","0","0","1.0","1","1","0","1","0","1.43","6.86","3.55","4.65","0.0","0.0","sa828681"
"Trevor Miller","","0","0","4.47","0","1","0","1.0","1","0","0","1","0","1.42","6.82","3.53","4.65","0.0","0.0","sa599519"
"Kyle Bird","","0","0","4.29","0","1","0","1.0","1","0","0","1","0","1.44","7.06","4.11","4.65","0.0","0.0","sa829691"
"Jake Kuebler","","0","0","4.65","0","1","0","1.0","1","1","0","1","0","1.48","6.77","3.80","4.65","0.0","0.0","sa455078"
"Henry Rodriguez","Marlins","0","0","4.48","0","1","0","1.0","1","0","0","1","1","1.64","9.46","6.88","4.66","0.0","0.0","6371"
"Lou Trivino","","0","0","4.55","0","1","0","1.0","1","1","0","1","0","1.53","6.86","4.48","4.66","0.0","0.0","sa737939"
"Jorgan Cavanerio","","0","0","4.68","0","0","0","1.0","1","1","0","1","0","1.41","4.91","2.47","4.66","0.0","0.0","sa598143"
"Murphy Smith","","0","0","4.57","0","1","0","1.0","1","1","0","1","0","1.41","7.20","3.55","4.66","0.0","0.0","sa501722"
"Chris Resop","Athletics","0","0","4.69","0","1","0","1.0","1","1","0","1","0","1.47","6.89","3.80","4.66","0.0","0.0","3799"
"Jose Ascanio","","0","0","4.54","0","1","0","1.0","1","1","0","1","0","1.49","7.05","4.17","4.66","0.0","0.0","3951"
"Huston Street","Angels","1","1","4.48","0","13","0","13.0","13","6","2","10","5","1.37","7.18","3.35","4.66","0.0","0.0","8258"
"Mitch Lively","","0","0","4.61","0","0","0","1.0","1","1","0","1","0","1.43","7.13","3.63","4.66","0.0","0.0","sa390254"
"Tim Shibuya","","0","0","4.55","0","0","0","1.0","1","1","0","1","0","1.40","5.02","2.47","4.66","0.0","0.0","sa580380"
"Brandon Mann","","0","0","4.63","0","0","0","1.0","1","1","0","1","0","1.44","7.35","3.77","4.66","0.0","0.0","sa202622"
"Justin Van Grouw","","0","0","4.68","0","1","0","1.0","1","1","0","1","0","1.42","7.63","3.67","4.66","0.0","0.0","sa739715"
"Irwin Delgado","","0","0","4.48","0","0","0","1.0","1","0","0","1","0","1.47","6.30","3.73","4.66","0.0","0.0","sa508063"
"Steven Ames","Marlins","0","0","4.57","0","1","0","1.0","1","1","0","1","0","1.49","6.29","3.92","4.66","0.0","0.0","9615"
"Manny Corpas","Rockies","0","0","4.81","0","1","0","1.0","1","1","0","1","0","1.48","6.43","3.28","4.66","0.0","0.0","2807"
"Zak Hermans","","0","0","4.50","0","1","0","1.0","1","0","0","1","0","1.46","7.88","4.43","4.67","0.0","0.0","sa738429"
"Buck Farmer","Tigers","2","3","4.59","6","14","0","41.0","41","21","6","32","15","1.39","7.07","3.32","4.67","0.3","0.3","14814"
"Carlos Hernandez","","0","0","4.77","0","0","0","1.0","1","1","0","1","0","1.40","5.76","2.20","4.67","0.0","0.0","sa393410"
"Brian Dupra","","0","0","4.64","0","1","0","1.0","1","1","0","1","0","1.47","7.04","3.85","4.67","0.0","0.0","sa526184"
"Freddie Cabrera","","0","0","4.48","0","1","0","1.0","1","0","0","1","0","1.46","6.39","3.68","4.67","0.0","0.0","sa599291"
"Jordan Zimmermann","Tigers","8","10","4.64","26","26","0","153.0","168","79","23","101","37","1.34","5.91","2.19","4.67","1.6","1.2","4505"
"Adys Portillo","","0","0","4.43","0","1","0","1.0","1","0","0","1","1","1.53","8.99","5.64","4.67","0.0","0.0","sa503004"
"Matt Benedict","","0","0","4.76","0","0","0","1.0","1","1","0","1","0","1.46","5.31","2.85","4.67","0.0","0.0","sa598565"
"Kyle Schepel","","0","0","4.56","0","1","0","1.0","1","1","0","1","1","1.51","8.49","4.95","4.67","0.0","0.0","sa731235"
"Max Povse","","0","0","4.56","0","0","0","1.0","1","1","0","1","0","1.38","6.22","2.86","4.67","0.0","0.0","sa602653"
"Vance Worley","Orioles","0","0","4.65","0","1","0","1.0","1","1","0","1","0","1.42","6.08","2.77","4.67","0.0","0.0","6435"
"Joe Paterson","Diamondbacks","0","0","4.51","0","1","0","1.0","1","1","0","1","0","1.49","6.68","4.01","4.67","0.0","0.0","2565"
"Adam Morgan","Phillies","2","3","4.56","7","16","0","48.0","50","25","8","39","14","1.31","7.32","2.55","4.67","0.3","0.2","12580"
"Chance Ruffin","Mariners","0","0","4.51","0","1","0","1.0","1","1","0","1","0","1.39","7.48","3.54","4.67","0.0","0.0","11745"
"Thyago Vieira","","0","0","4.45","0","1","0","1.0","1","0","0","1","1","1.47","8.08","4.68","4.67","0.0","0.0","sa596366"
"Brandon Peterson","","0","0","4.32","0","1","0","1.0","1","0","0","1","1","1.42","8.62","4.71","4.67","0.0","0.0","sa737943"
"Andury Acevedo","","0","0","4.38","0","1","0","1.0","1","0","0","1","1","1.53","7.84","5.21","4.68","0.0","0.0","sa395471"
"Matt Summers","","0","0","4.65","0","1","0","1.0","1","1","0","1","0","1.45","6.89","3.66","4.68","0.0","0.0","sa546755"
"Seth Rosin","Phillies","0","0","4.54","0","1","0","1.0","1","1","0","1","0","1.42","6.98","3.51","4.68","0.0","0.0","10606"
"Luke Putkonen","Tigers","0","0","4.63","0","1","0","1.0","1","1","0","1","0","1.46","6.46","3.55","4.68","0.0","0.0","6736"
"Wilmer Rios","","0","0","4.59","0","1","0","1.0","1","1","0","1","0","1.43","7.12","3.66","4.68","0.0","0.0","sa830629"
"Ryan Doolittle","","0","0","4.65","0","1","0","1.0","1","1","0","1","0","1.46","6.58","3.66","4.68","0.0","0.0","sa454858"
"Tyler Higgins","","0","0","4.60","0","1","0","1.0","1","1","0","1","0","1.45","6.14","3.51","4.68","0.0","0.0","sa503722"
"Nick Travieso","","0","0","4.41","0","9","0","9.0","8","4","1","8","4","1.38","7.89","3.80","4.68","0.0","0.0","sa657906"
"Arik Sikula","","0","0","4.66","0","1","0","1.0","1","1","0","1","0","1.39","7.67","3.44","4.68","0.0","0.0","sa579472"
"Jeffery Enloe","","0","0","4.53","0","0","0","1.0","1","1","0","1","0","1.43","6.29","3.33","4.68","0.0","0.0","sa738705"
"Ryan Halstead","","0","0","4.53","0","1","0","1.0","1","1","0","1","0","1.49","6.52","4.14","4.68","0.0","0.0","sa549980"
"Max Fried","","0","1","4.49","1","1","0","8.0","8","4","1","7","5","1.56","7.49","5.04","4.68","0.1","0.1","sa657860"
"Mitchell Harris","Cardinals","0","0","4.62","0","1","0","1.0","1","1","0","1","0","1.45","6.99","3.71","4.68","0.0","0.0","4530"
"Trevor Belicek","","0","0","4.53","0","1","0","1.0","1","1","0","1","0","1.42","7.02","3.59","4.68","0.0","0.0","sa875674"
"Sam Gaviglio","","0","0","4.59","0","0","0","1.0","1","1","0","1","0","1.40","5.73","2.75","4.68","0.0","0.0","sa597888"
"Joe Wieland","Mariners","0","0","4.62","0","0","0","1.0","1","1","0","1","0","1.37","6.79","2.90","4.68","0.0","0.0","6109"
"Fabian Cota","","0","0","4.43","0","1","0","1.0","1","0","0","1","0","1.50","7.25","4.48","4.68","0.0","0.0","sa598648"
"Chris Narveson","Indians","1","1","4.42","0","13","0","13.0","13","7","2","10","5","1.37","7.08","3.25","4.68","0.0","0.0","2141"
"Greg Mahle","Angels","0","0","4.30","0","9","0","9.0","9","4","1","6","4","1.47","6.49","4.05","4.68","0.0","0.1","16877"
"Cody Schumacher","","0","0","4.59","0","1","0","1.0","1","1","0","1","0","1.44","6.92","3.68","4.68","0.0","0.0","sa829745"
"Andrew Thome","","0","0","4.54","0","1","0","1.0","1","1","0","1","0","1.48","6.10","3.71","4.68","0.0","0.0","sa827462"
"Bryan Harper","","0","0","4.46","0","1","0","1.0","1","0","0","1","0","1.47","7.63","4.30","4.68","0.0","0.0","sa549768"
"Esmerling De La Rosa","","0","0","4.50","0","1","0","1.0","1","1","0","1","0","1.45","7.07","4.09","4.68","0.0","0.0","sa550547"
"Sam Selman","","0","0","4.28","0","1","0","1.0","1","0","0","1","1","1.51","7.97","5.23","4.68","0.0","0.0","sa501758"
"Colton Reavis","","0","0","4.42","0","1","0","1.0","1","0","0","1","0","1.45","7.63","4.40","4.68","0.0","0.0","sa738451"
"Tim Adleman","Reds","3","4","4.56","10","18","0","64.0","66","32","10","50","20","1.35","7.12","2.85","4.69","0.4","0.4","10968"
"Tyler Mapes","","0","0","4.76","0","0","0","1.0","1","1","0","1","0","1.50","4.99","3.00","4.69","0.0","0.0","sa603121"
"Red Patterson","Dodgers","0","0","4.58","0","0","0","1.0","1","1","0","1","0","1.40","6.70","3.22","4.69","0.0","0.0","10710"
"Greg Smith","Braves","0","0","4.61","0","0","0","1.0","1","1","0","1","0","1.38","6.07","2.63","4.69","0.0","0.0","3455"
"Taylor Jungmann","Brewers","2","3","4.76","4","30","0","49.0","49","26","6","44","25","1.53","8.09","4.70","4.69","0.2","0.0","13119"
"Ben Lively","","2","2","4.56","4","13","0","33.0","33","17","5","28","11","1.33","7.70","3.00","4.69","0.1","0.1","sa549720"
"Kendry Flores","Marlins","0","1","4.58","1","1","0","8.0","8","4","1","6","3","1.42","6.63","3.63","4.69","0.0","0.1","12118"
"Jordan Pries","","0","0","4.53","0","0","0","1.0","1","1","0","1","0","1.40","6.93","3.44","4.69","0.0","0.0","sa577935"
"Jonathan Aro","Mariners","0","0","4.46","0","1","0","1.0","1","0","0","1","0","1.36","7.44","3.44","4.69","0.0","0.0","14699"
"Abel De Los Santos","Reds","0","0","4.42","0","1","0","1.0","1","0","0","1","0","1.39","8.80","4.24","4.69","0.0","0.0","12962"
"Grady Wood","","0","0","4.48","0","1","0","1.0","1","0","0","1","0","1.45","6.74","3.88","4.69","0.0","0.0","sa658143"
"Josh Outman","Yankees","0","0","4.47","0","1","0","1.0","1","0","0","1","0","1.44","7.42","3.82","4.69","0.0","0.0","4004"
"Kyle Friedrichs","","0","0","4.77","0","0","0","1.0","1","1","0","1","0","1.41","5.39","2.45","4.69","0.0","0.0","sa875229"
"Jordan Foley","","0","0","4.47","0","1","0","1.0","1","0","0","1","1","1.49","8.69","5.00","4.69","0.0","0.0","sa599323"
"Jonathan Pettibone","Phillies","0","0","4.69","0","0","0","1.0","1","1","0","1","0","1.42","6.56","3.14","4.69","0.0","0.0","7106"
"Waldis Joaquin","","0","0","4.48","0","1","0","1.0","1","0","0","1","1","1.53","6.69","4.56","4.69","0.0","0.0","6580"
"Irving Jimenez","","0","0","4.45","0","1","0","1.0","1","0","0","1","1","1.60","7.06","5.32","4.69","0.0","0.0","sa510242"
"Julian Merryweather","","0","0","4.62","0","0","0","1.0","1","1","0","1","0","1.38","6.29","2.79","4.69","0.0","0.0","sa829363"
"Ashton Goudeau","","0","0","4.57","0","1","0","1.0","1","1","0","1","0","1.34","6.69","2.84","4.69","0.0","0.0","sa658634"
"Grayson Garvin","","0","0","4.44","0","0","0","1.0","1","0","0","1","0","1.37","6.35","3.05","4.70","0.0","0.0","sa526542"
"Donovan Hand","Reds","0","0","4.56","0","1","0","1.0","1","1","0","1","0","1.34","6.55","2.47","4.70","0.0","0.0","8728"
"Henry Hirsch","","0","0","4.64","0","1","0","1.0","1","1","0","1","0","1.52","7.04","4.37","4.70","0.0","0.0","sa738275"
"Clayton Mortensen","Red Sox","0","0","4.63","0","1","0","1.0","1","1","0","1","0","1.40","7.96","3.84","4.70","0.0","0.0","3166"
"Ian Gardeck","","0","0","4.38","0","1","0","1.0","1","0","0","1","1","1.61","7.42","5.78","4.70","0.0","0.0","sa598115"
"Matt Dermody","Blue Jays","0","0","4.56","0","9","0","9.0","9","4","1","7","3","1.38","6.83","3.03","4.70","0.0","0.0","14844"
"Josh Stinson","Orioles","0","0","4.64","0","1","0","1.0","1","1","0","1","0","1.42","7.70","3.63","4.70","0.0","0.0","3219"
"Kevin Gregg","Reds","0","0","4.55","0","1","0","1.0","1","1","0","1","0","1.44","8.08","4.13","4.70","0.0","0.0","1793"
"Tyler Alexander","","0","0","4.56","0","0","0","1.0","1","1","0","1","0","1.38","5.36","2.49","4.70","0.0","0.0","sa738285"
"Wander Suero","","0","0","4.62","0","1","0","1.0","1","1","0","1","0","1.45","7.02","3.78","4.70","0.0","0.0","sa548041"
"Joe Shaw","","0","0","4.69","0","0","0","1.0","1","1","0","1","0","1.48","6.49","3.69","4.70","0.0","0.0","sa658941"
"Iden Nazario","","0","0","4.44","0","1","0","1.0","1","0","0","1","0","1.46","7.77","4.42","4.70","0.0","0.0","sa545221"
"Jordan Norberto","Athletics","0","0","4.53","0","1","0","1.0","1","1","0","1","1","1.51","7.82","4.75","4.70","0.0","0.0","8432"
"Kevin Johnson","","0","0","4.41","0","1","0","1.0","1","0","0","1","0","1.48","6.33","4.07","4.70","0.0","0.0","sa549486"
"Luke Bard","","0","0","4.59","0","1","0","1.0","1","1","0","1","0","1.52","6.92","4.36","4.70","0.0","0.0","sa501941"
"Gabriel Ynoa","Mets","0","0","4.70","0","0","0","1.0","1","1","0","1","0","1.39","5.80","2.50","4.70","0.0","0.0","12938"
"Brady Feigl","","0","0","4.50","0","1","0","1.0","1","1","0","1","0","1.44","7.18","3.76","4.70","0.0","0.0","sa824867"
"Angel Baez","","0","0","4.59","0","1","0","1.0","1","1","0","1","0","1.46","8.02","4.37","4.70","0.0","0.0","sa506361"
"Stephen Landazuri","","0","0","4.55","0","1","0","1.0","1","1","0","1","0","1.47","7.22","4.13","4.70","0.0","0.0","sa549571"
"Josh Collmenter","Braves","1","2","4.70","1","19","0","26.0","28","14","4","19","8","1.39","6.43","2.85","4.70","-0.1","0.0","7312"
"Angel Rincon","","0","0","4.54","0","1","0","1.0","1","1","0","1","0","1.48","6.28","3.67","4.70","0.0","0.0","sa550535"
"Christian Bergman","Rockies","0","0","4.88","0","1","0","1.0","1","1","0","1","0","1.38","6.68","2.40","4.70","0.0","0.0","10925"
"Ariel Miranda","Mariners","6","7","4.42","20","20","0","110.0","107","54","17","91","38","1.33","7.46","3.15","4.71","1.0","0.9","17526"
"Joel De La Cruz","Braves","0","0","4.74","0","0","0","1.0","1","1","0","1","0","1.50","6.00","3.53","4.71","0.0","0.0","12825"
"Casey Coleman","Royals","0","0","4.52","0","1","0","1.0","1","1","0","1","0","1.46","6.84","4.01","4.71","0.0","0.0","8270"
