"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","playerid"
"Edwin Diaz","Mariners","3","2","3.00","0","49","26","49.0","37","16","5","60","17","1.12","11.14","3.10","3.11","0.7","0.7","14710"
"Ken Giles","Astros","3","2","3.14","0","49","20","49.0","38","17","5","62","19","1.17","11.53","3.53","3.13","0.7","0.8","12910"
"Alex Wood","Dodgers","7","5","3.04","16","31","0","105.0","91","35","9","115","33","1.18","9.90","2.81","3.15","2.2","2.3","13781"
"Madison Bumgarner","Giants","5","3","3.14","11","11","0","71.0","61","25","7","77","17","1.11","9.77","2.19","3.17","1.6","1.6","5524"
"Jacob deGrom","Mets","10","7","3.27","23","23","0","144.0","126","52","15","161","41","1.16","10.06","2.57","3.18","3.4","3.0","10954"
"Cody Allen","Indians","3","2","3.18","0","49","15","49.0","38","17","5","64","20","1.17","11.65","3.65","3.20","0.7","0.7","12183"
"Stephen Strasburg","Nationals","9","6","3.38","21","21","0","128.0","113","48","14","146","36","1.16","10.20","2.52","3.21","2.9","2.7","10131"
"Carter Capps","Padres","1","1","3.24","0","30","0","30.0","24","11","3","38","13","1.22","11.30","3.88","3.24","0.4","0.4","12803"
"Jeurys Familia","Mets","3","2","3.23","0","49","8","49.0","43","18","4","54","21","1.29","9.84","3.74","3.25","0.6","0.4","5114"
"Will Smith","Giants","0","0","3.13","0","1","0","1.0","1","0","0","1","0","1.23","10.65","3.80","3.26","0.0","0.1","8048"
"Brett Cecil","Cardinals","2","2","3.21","0","34","0","34.0","29","12","3","38","13","1.23","10.05","3.33","3.26","0.5","0.3","2660"
"Greg Holland","Rockies","3","2","3.35","0","49","16","49.0","41","18","5","59","20","1.25","10.90","3.71","3.26","0.8","0.9","7196"
"Nate Jones","White Sox","1","1","3.25","0","23","0","23.0","19","8","2","27","8","1.19","10.64","3.22","3.27","0.3","0.3","4696"
"Josh Ravin","Dodgers","1","0","3.19","0","11","0","11.0","9","4","1","14","5","1.21","11.28","3.85","3.28","0.1","0.2","2951"
"Sean Doolittle","Athletics","1","1","3.29","0","26","0","26.0","22","10","3","31","8","1.12","10.60","2.66","3.28","0.4","0.3","1581"
"Hector Rondon","Cubs","2","2","3.29","0","42","2","42.0","36","15","4","45","13","1.19","9.76","2.84","3.30","0.5","0.5","2391"
"Josh Smoker","Mets","2","1","3.22","0","30","0","30.0","25","11","3","37","12","1.22","10.85","3.59","3.31","0.4","0.3","10285"
"Kelvin Herrera","Royals","3","2","3.31","0","49","25","49.0","43","18","5","52","16","1.20","9.55","2.95","3.31","0.6","0.6","6033"
"Liam Hendriks","Athletics","2","2","3.44","0","41","0","41.0","38","16","4","42","10","1.17","9.16","2.20","3.32","0.6","0.4","3548"
"Raisel Iglesias","Reds","3","2","3.29","0","49","25","49.0","41","18","5","58","16","1.16","10.59","3.00","3.33","0.6","0.6","17130"
"Carlos Carrasco","Indians","10","7","3.38","23","23","0","145.0","132","54","15","149","38","1.18","9.25","2.35","3.34","3.2","3.3","6632"
"Blake Parker","Angels","3","2","3.20","0","48","0","48.0","38","17","5","55","17","1.17","10.45","3.27","3.34","0.6","0.7","5224"
"Jim Johnson","Braves","3","2","3.39","0","50","18","50.0","47","19","4","50","18","1.30","8.92","3.29","3.34","0.5","0.5","3656"
"Shawn Kelley","Nationals","3","2","3.37","0","49","11","49.0","41","18","6","59","17","1.18","10.80","3.11","3.35","0.6","0.6","7773"
"Cam Bedrosian","Angels","2","1","3.19","0","33","19","33.0","27","12","3","38","14","1.24","10.42","3.83","3.36","0.3","0.4","13360"
"Wilmer Font","Rangers","0","0","3.43","0","1","0","1.0","1","0","0","1","0","1.13","10.79","2.68","3.37","0.0","0.1","5257"
"David Phelps","Marlins","4","3","3.36","4","45","0","62.0","54","23","6","68","23","1.24","9.78","3.31","3.37","0.8","0.8","6316"
"Josh Fields","Dodgers","2","2","3.29","0","41","1","41.0","34","15","5","47","14","1.15","10.41","3.03","3.37","0.5","0.4","5070"
"Juan Nicasio","Pirates","2","2","3.42","0","41","1","41.0","37","16","4","45","15","1.25","9.69","3.20","3.38","0.4","0.4","7731"
"Carl Edwards Jr.","Cubs","3","2","3.16","0","49","2","49.0","37","17","4","64","27","1.29","11.73","4.92","3.39","0.5","0.6","13607"
"Addison Reed","Mets","2","2","3.54","0","49","22","49.0","44","19","6","54","14","1.17","9.82","2.50","3.40","0.5","0.3","10586"
"Gerrit Cole","Pirates","9","8","3.62","23","23","0","143.0","137","58","13","136","39","1.23","8.58","2.43","3.40","2.9","2.3","13125"
"Archie Bradley","Diamondbacks","4","3","3.46","4","52","4","68.0","58","26","6","78","28","1.26","10.34","3.68","3.41","0.9","1.0","12918"
"Andrew Chafin","Diamondbacks","2","1","3.32","0","33","0","33.0","30","12","3","35","13","1.28","9.55","3.55","3.41","0.4","0.4","12988"
"Chris Archer","Rays","10","8","3.37","24","24","0","147.0","125","55","15","162","50","1.19","9.94","3.07","3.41","3.0","3.1","6345"
"Carson Smith","Red Sox","1","1","3.46","0","15","0","15.0","14","6","1","15","6","1.31","9.14","3.52","3.41","0.2","0.2","13172"
"Cesar Valdez","Blue Jays","0","0","3.49","0","8","0","8.0","7","3","1","7","1","1.14","7.98","1.44","3.41","0.1","0.1","9013"
"Hunter Strickland","Giants","2","2","3.34","0","41","2","41.0","36","15","4","41","14","1.23","9.08","3.14","3.43","0.3","0.3","7836"
"Arodys Vizcaino","Braves","3","2","3.41","0","50","10","50.0","41","19","5","60","23","1.28","10.77","4.08","3.43","0.4","0.5","5498"
"James Pazos","Mariners","2","1","3.21","0","34","0","34.0","27","12","3","40","16","1.29","10.79","4.35","3.43","0.3","0.5","13323"
"Koji Uehara","Cubs","2","2","3.38","0","42","0","42.0","35","16","5","48","11","1.10","10.34","2.37","3.43","0.5","0.5","9227"
"Michael Pineda","Yankees","8","6","3.51","20","20","0","117.0","107","46","14","125","28","1.15","9.57","2.14","3.43","2.6","2.4","5372"
"Jameson Taillon","Pirates","7","7","3.62","20","20","0","117.0","115","47","12","107","28","1.23","8.22","2.19","3.44","2.3","1.8","11674"
"Blake Treinen","Nationals","2","2","3.40","0","42","2","42.0","39","16","3","42","17","1.34","8.95","3.69","3.44","0.4","0.4","12572"
"Grant Dayton","Dodgers","1","1","3.29","0","26","0","26.0","21","10","3","32","9","1.15","10.87","3.13","3.45","0.3","0.3","11203"
"Chaz Roe","Braves","1","1","3.40","0","19","0","19.0","17","7","2","21","8","1.31","9.67","3.85","3.45","0.2","0.2","9866"
"James Paxton","Mariners","8","6","3.41","19","19","0","117.0","106","44","12","115","36","1.22","8.90","2.77","3.45","2.4","2.3","11828"
"Jose Contreras","Pirates","0","0","3.52","0","1","0","1.0","1","0","0","1","0","1.22","8.92","2.65","3.46","0.0","0.1","1660"
"Matt Bush","Rangers","3","2","3.50","0","49","1","49.0","42","19","5","54","16","1.20","9.99","2.96","3.46","0.6","0.7","1246"
"Brandon Maurer","Padres","2","2","3.49","0","48","21","48.0","43","19","5","51","15","1.22","9.58","2.88","3.46","0.5","0.4","4878"
"Ross Stripling","Dodgers","3","2","3.46","1","42","0","48.0","45","18","5","46","14","1.22","8.65","2.55","3.46","0.5","0.4","13273"
"Brad Hand","Padres","2","2","3.43","0","48","3","48.0","43","18","5","52","18","1.26","9.73","3.41","3.47","0.5","0.4","9111"
"Kyle Barraclough","Marlins","3","2","3.27","0","49","9","49.0","38","18","4","62","30","1.37","11.34","5.45","3.47","0.4","0.5","13713"
"Chris Devenski","Astros","3","2","3.48","1","50","6","55.0","47","21","7","62","16","1.12","10.13","2.54","3.48","0.7","0.6","12763"
"Zach Duke","Cardinals","0","0","3.28","0","1","0","1.0","1","0","0","1","0","1.33","9.34","3.96","3.48","0.0","0.1","3840"
"Joe Kelly","Red Sox","3","2","3.56","0","49","3","49.0","46","20","5","50","18","1.28","9.19","3.22","3.49","0.5","0.6","9761"
"Oliver Drake","Brewers","2","2","3.48","0","34","0","34.0","28","13","3","41","16","1.30","11.01","4.25","3.49","0.4","0.4","8823"
"Corey Kluber","Indians","10","7","3.56","23","23","0","148.0","135","59","17","153","40","1.18","9.33","2.43","3.50","3.0","3.1","2429"
"Steven Matz","Mets","4","4","3.52","11","11","0","64.0","60","25","7","64","20","1.23","8.95","2.76","3.50","1.3","1.2","13361"
"Keone Kela","Rangers","2","1","3.47","0","30","0","30.0","24","12","3","36","13","1.26","10.96","4.06","3.51","0.3","0.3","14696"
"Jenrry Mejia","Mets","0","0","3.54","0","1","0","1.0","1","0","0","1","0","1.29","9.39","3.35","3.51","0.0","0.1","8476"
"Derek Law","Giants","2","2","3.44","0","48","2","48.0","44","18","4","46","17","1.25","8.63","3.09","3.51","0.4","0.4","13133"
"Roberto Osuna","Blue Jays","3","2","3.56","0","49","24","49.0","41","19","6","55","14","1.14","10.20","2.64","3.52","0.7","0.5","13764"
"David Price","Red Sox","7","4","3.59","15","15","0","93.0","88","37","11","91","22","1.17","8.75","2.08","3.52","1.9","1.7","3184"
"Michael Feliz","Astros","1","1","3.49","0","26","0","26.0","21","10","3","31","10","1.21","10.78","3.52","3.52","0.2","0.3","11903"
"Jon Lester","Cubs","10","7","3.54","24","24","0","153.0","140","60","16","153","46","1.21","9.02","2.70","3.53","3.0","2.9","4930"
"Lance McCullers","Astros","9","6","3.50","21","21","0","121.0","105","47","11","134","50","1.28","9.94","3.74","3.53","2.4","2.3","14120"
"Alex Colome","Rays","2","2","3.40","0","48","20","48.0","42","18","5","49","15","1.20","9.23","2.88","3.54","0.4","0.5","6661"
"Tyler Lyons","Cardinals","1","1","3.53","0","19","0","19.0","18","8","2","19","5","1.18","8.86","2.28","3.54","0.2","0.2","11334"
"Carlos Martinez","Cardinals","10","8","3.58","24","24","0","152.0","141","60","13","151","58","1.31","8.97","3.43","3.55","2.8","2.6","11682"
"Dallas Keuchel","Astros","10","7","3.49","23","23","0","152.0","149","59","14","131","43","1.26","7.73","2.53","3.56","3.0","2.8","9434"
"Joakim Soria","Royals","3","2","3.46","0","49","1","49.0","43","19","5","51","19","1.26","9.33","3.41","3.56","0.5","0.5","6941"
"Seung Hwan Oh","Cardinals","3","2","3.58","0","50","27","50.0","45","20","6","52","15","1.21","9.33","2.75","3.56","0.5","0.5","18719"
"Yu Darvish","Rangers","10","7","3.69","24","24","0","150.0","129","62","18","174","54","1.22","10.45","3.24","3.56","3.2","3.1","13074"
"David Robertson","White Sox","2","2","3.61","0","50","24","50.0","42","20","6","59","20","1.25","10.63","3.67","3.57","0.6","0.5","8241"
"Aaron Nola","Phillies","6","6","3.60","16","16","0","97.0","91","39","11","96","27","1.21","8.89","2.48","3.57","1.9","1.7","16149"
"Daniel Winkler","Braves","0","0","3.57","0","8","0","8.0","7","3","1","8","3","1.24","9.84","3.31","3.57","0.1","0.1","12237"
"Luke Gregerson","Astros","2","2","3.60","0","41","3","41.0","38","16","4","41","13","1.23","9.04","2.86","3.58","0.4","0.3","4090"
"A.J. Minter","","0","0","3.43","0","1","0","1.0","1","0","0","1","0","1.32","9.99","4.10","3.59","0.0","0.1","sa659284"
"Zach McAllister","Indians","2","1","3.58","0","30","0","30.0","27","12","3","33","11","1.23","9.73","3.16","3.59","0.3","0.3","2895"
"Pedro Baez","Dodgers","3","2","3.50","0","49","1","49.0","42","19","6","54","17","1.21","9.99","3.24","3.59","0.4","0.4","5420"
"Enny Romero","Nationals","2","1","3.45","0","30","0","30.0","26","12","3","34","13","1.27","10.00","3.72","3.59","0.3","0.3","4001"
"Charlie Morton","Astros","8","6","3.63","19","19","0","109.0","100","44","10","113","40","1.28","9.34","3.30","3.59","2.0","2.0","4676"
"Anthony Swarzak","White Sox","2","2","3.57","0","42","0","42.0","39","17","5","44","13","1.22","9.38","2.71","3.59","0.6","0.4","7466"
"Justin Grimm","Cubs","0","0","3.51","0","8","0","8.0","6","3","1","9","3","1.28","10.42","3.99","3.59","0.1","0.1","11720"
"Josh Lowey","","0","0","3.56","0","0","0","1.0","1","0","0","1","0","1.26","8.65","3.01","3.60","0.0","0.0","sa560990"
"Marcus Stroman","Blue Jays","10","8","3.72","24","24","0","152.0","152","63","14","129","43","1.29","7.64","2.57","3.60","3.0","2.8","13431"
"Chris Hatcher","Dodgers","1","1","3.52","0","22","0","22.0","20","9","3","24","8","1.22","9.66","3.12","3.60","0.2","0.1","3299"
"Adam Ottavino","Rockies","3","2","3.80","0","49","7","49.0","44","21","5","55","20","1.31","10.02","3.64","3.61","0.6","0.7","1247"
"Tommy Kahnle","White Sox","2","2","3.50","0","34","0","34.0","27","13","3","44","19","1.34","11.56","4.99","3.61","0.3","0.3","11384"
"Radhames Liz","Pirates","0","0","3.60","0","1","0","1.0","1","0","0","1","0","1.27","9.62","3.47","3.61","0.0","0.1","5843"
"Phil Maton","","0","0","3.59","0","1","0","1.0","1","0","0","1","0","1.24","9.98","3.39","3.62","0.0","0.1","sa875251"
"John Holdzkom","Pirates","0","0","3.56","0","1","0","1.0","1","0","0","1","0","1.34","9.90","4.24","3.62","0.0","0.1","9392"
"D.J. Snelten","","0","0","3.30","0","1","0","1.0","1","0","0","1","0","1.34","7.75","3.60","3.62","0.0","0.1","sa549813"
"Cory Mazzoni","Padres","0","0","3.58","0","7","0","7.0","7","3","1","8","3","1.25","9.59","3.29","3.63","0.1","0.1","12537"
"Carlos Alvarado","","0","0","3.50","0","1","0","1.0","1","0","0","1","0","1.23","9.21","3.29","3.63","0.0","0.1","sa505053"
"Trevor May","Twins","0","0","3.67","0","1","0","1.0","1","0","0","1","0","1.21","9.83","2.94","3.63","0.0","0.1","6398"
"Kameron Loe","Braves","0","0","3.66","0","1","0","1.0","1","0","0","1","0","1.30","7.60","2.64","3.63","0.0","0.1","4422"
"Bud Norris","Angels","2","2","3.51","0","48","8","48.0","43","19","5","47","15","1.22","8.92","2.87","3.64","0.3","0.4","9492"
"Alec Mills","Cubs","1","1","3.54","0","15","0","15.0","14","6","2","14","4","1.20","8.51","2.50","3.64","0.2","0.1","13834"
"Kirby Yates","Padres","0","0","3.57","0","1","0","1.0","1","0","0","1","0","1.26","10.49","3.85","3.64","0.0","0.1","9073"
"Jeff Samardzija","Giants","9","8","3.71","24","24","0","149.0","144","62","16","133","38","1.22","8.00","2.29","3.64","2.3","2.1","3254"
"Johnny Cueto","Giants","9","8","3.55","24","24","0","155.0","151","61","15","128","39","1.23","7.45","2.28","3.65","2.5","2.5","6893"
"Garrett Richards","Angels","5","4","3.54","12","12","0","71.0","66","28","6","66","26","1.29","8.39","3.28","3.65","1.2","1.2","9784"
"Zack Greinke","Diamondbacks","9","8","3.68","23","23","0","146.0","140","59","17","135","36","1.21","8.32","2.25","3.65","2.8","2.9","1943"
"Alex Reyes","Cardinals","0","0","3.51","0","0","0","1.0","1","0","0","1","1","1.31","11.00","4.71","3.66","0.0","0.0","15015"
"Adam Liberatore","Dodgers","1","1","3.46","0","19","0","19.0","16","7","2","20","7","1.25","9.69","3.44","3.66","0.2","0.1","10637"
"Frankie Montas","Athletics","2","1","3.66","0","30","0","30.0","27","12","3","32","12","1.28","9.70","3.59","3.66","0.2","0.2","14309"
"Koda Glover","Nationals","3","2","3.68","0","49","17","49.0","46","20","5","49","17","1.27","8.97","3.09","3.66","0.4","0.3","17695"
"Matt Strahm","Royals","1","1","3.45","0","27","0","27.0","22","10","3","29","10","1.23","9.91","3.55","3.66","0.2","0.4","13799"
"Jake Arrieta","Cubs","10","7","3.67","23","23","0","146.0","136","59","14","137","49","1.27","8.45","3.01","3.67","2.5","2.5","4153"
"Fernando Nieve","","0","0","3.66","0","1","0","1.0","1","0","0","1","0","1.27","9.62","3.47","3.67","0.0","0.1","2173"
"Marc Rzepczynski","Mariners","2","1","3.39","0","30","0","30.0","27","11","2","30","14","1.36","8.99","4.11","3.67","0.2","0.2","6612"
"Jose Valverde","Mets","0","0","3.76","0","1","0","1.0","1","0","0","1","0","1.24","9.82","3.17","3.68","0.0","0.1","1726"
"Aaron Barrett","","0","0","3.64","0","8","0","8.0","7","3","1","8","3","1.29","9.55","3.59","3.68","0.1","0.1","11243"
"Matt Bowman","Cardinals","2","1","3.66","0","31","0","31.0","31","12","3","24","10","1.34","6.99","2.80","3.68","0.2","0.2","13528"
"Erik Cordier","Marlins","0","0","3.53","0","1","0","1.0","1","0","0","1","1","1.37","10.79","5.09","3.68","0.0","0.1","4086"
"Shae Simmons","Mariners","0","0","3.54","0","8","0","8.0","7","3","1","8","3","1.31","9.46","3.95","3.70","0.1","0.1","14200"
"Jimmie Sherfy","","0","0","3.61","0","7","0","7.0","6","3","1","8","3","1.31","10.23","4.22","3.70","0.1","0.1","sa737897"
"Sammy Solis","Nationals","1","1","3.57","0","23","0","23.0","20","9","2","24","10","1.32","9.44","3.81","3.70","0.2","0.2","11457"
"Robbie Ray","Diamondbacks","8","7","3.68","20","20","0","115.0","99","47","13","132","49","1.28","10.30","3.86","3.70","2.1","2.3","11486"
"Jordan Walden","Cardinals","0","0","3.73","0","1","0","1.0","1","0","0","1","0","1.30","9.74","3.88","3.71","0.0","0.1","3271"
"Onelki Garcia","Dodgers","0","0","3.45","0","1","0","1.0","1","0","0","1","0","1.32","9.01","3.78","3.71","0.0","0.1","13674"
"Rick Porcello","Red Sox","10","7","3.94","23","23","0","148.0","149","65","18","130","31","1.22","7.89","1.90","3.71","2.9","2.7","2717"
"Mike Minor","Royals","2","2","3.65","0","42","1","42.0","38","17","5","43","12","1.20","9.20","2.66","3.72","0.3","0.5","10021"
"Justin Verlander","Tigers","10","8","3.71","24","24","0","158.0","139","65","20","165","50","1.20","9.44","2.88","3.72","3.1","3.0","8700"
"Jerry Blevins","Mets","2","2","3.61","0","34","0","34.0","30","14","4","38","13","1.27","9.88","3.55","3.72","0.2","0.2","7841"
"Erick Fedde","","0","0","3.70","0","8","0","8.0","7","3","1","7","2","1.29","8.16","2.92","3.73","0.1","0.1","sa599293"
"Dan Otero","Indians","2","2","3.67","0","42","0","42.0","44","17","4","30","10","1.30","6.49","2.18","3.73","0.3","0.3","7385"
"Ian Thomas","Dodgers","0","0","3.55","0","1","0","1.0","1","0","0","1","0","1.27","9.12","3.34","3.74","0.0","0.1","13881"
"Sergio Romo","Dodgers","2","2","3.64","0","34","0","34.0","30","14","4","35","10","1.20","9.30","2.72","3.74","0.3","0.2","9817"
"Paul Sewald","Mets","1","1","3.74","0","11","0","11.0","10","5","1","12","4","1.25","9.62","3.19","3.74","0.1","0.0","13892"
"Boone Logan","Indians","2","2","3.60","0","34","0","34.0","30","14","4","38","14","1.28","10.02","3.70","3.74","0.2","0.3","5525"
"Tiago Da Silva","","0","0","3.68","0","1","0","1.0","1","0","0","1","0","1.22","8.45","2.53","3.74","0.0","0.1","sa795086"
"Rich Hill","Dodgers","6","5","3.52","16","16","0","91.0","80","36","9","95","36","1.26","9.35","3.52","3.74","1.5","1.5","4806"
"Danny Salazar","Indians","9","7","3.68","22","22","0","128.0","110","52","16","144","49","1.25","10.13","3.47","3.75","2.4","2.5","5867"
"Jay Jackson","Padres","0","0","3.72","0","1","0","1.0","1","0","0","1","0","1.26","9.70","3.40","3.75","0.0","0.1","7432"
"A.J. Ramos","Marlins","2","2","3.65","0","49","20","49.0","42","20","4","55","25","1.35","10.03","4.58","3.75","0.3","0.3","8350"
"Junichi Tazawa","Marlins","2","1","3.78","0","30","0","30.0","28","13","3","29","10","1.27","8.53","2.98","3.75","0.2","0.1","4079"
"Luis Avilan","Dodgers","2","1","3.46","0","30","0","30.0","27","11","3","30","13","1.33","9.14","3.99","3.75","0.2","0.2","2882"
"Will Harris","Astros","2","2","3.78","0","41","0","41.0","38","17","5","40","13","1.26","8.76","2.94","3.75","0.3","0.2","3192"
"Ryan Madson","Athletics","2","2","3.80","0","49","8","49.0","48","21","5","44","16","1.30","8.16","2.95","3.76","0.3","0.2","1852"
"Brandon McCarthy","Dodgers","6","5","3.78","17","17","0","95.0","92","40","11","89","28","1.25","8.41","2.61","3.76","1.6","1.2","4662"
"Jose Torres","Padres","0","0","3.63","0","1","0","1.0","1","0","0","1","0","1.30","9.65","3.76","3.76","0.0","0.1","14957"
"Matt Grace","Nationals","1","1","3.61","0","15","0","15.0","15","6","1","12","5","1.37","7.21","3.23","3.76","0.1","0.1","11449"
"Steven Okert","Giants","1","1","3.53","0","30","0","30.0","26","12","3","29","12","1.28","8.91","3.60","3.76","0.2","0.2","13580"
"Shawn Armstrong","Indians","1","1","3.57","0","23","0","23.0","18","9","2","28","12","1.31","10.90","4.66","3.76","0.2","0.2","12857"
"Brock Stewart","Dodgers","1","1","3.67","1","9","0","14.0","13","6","2","14","4","1.19","8.96","2.54","3.76","0.2","0.2","16727"
"Kenta Maeda","Dodgers","7","6","3.76","19","19","0","110.0","103","46","14","108","29","1.20","8.77","2.40","3.77","1.8","1.5","18498"
"Aaron Poreda","Rangers","0","0","3.65","0","1","0","1.0","1","0","0","1","0","1.31","9.72","3.76","3.77","0.0","0.1","4313"
"Luke Hochevar","","2","2","3.79","0","34","0","34.0","31","14","4","37","12","1.25","9.67","3.21","3.78","0.3","0.2","6943"
"Jo-Jo Reyes","Marlins","0","0","3.66","0","1","0","1.0","1","0","0","1","0","1.31","7.17","2.79","3.78","0.0","0.1","5559"
"Spencer Patton","Cubs","0","0","3.64","0","1","0","1.0","1","0","0","1","0","1.30","10.35","4.21","3.78","0.0","0.1","12361"
"Mike Kickham","Giants","0","0","3.51","0","1","0","1.0","1","0","0","1","0","1.35","7.75","3.59","3.78","0.0","0.1","11618"
"Austin Pruitt","Rays","2","2","3.75","1","34","0","40.0","39","17","5","33","9","1.21","7.56","2.00","3.78","0.3","0.3","15290"
"Jose Flores","","0","0","3.61","0","1","0","1.0","1","0","0","1","0","1.33","7.60","3.40","3.78","0.0","0.1","sa503583"
"Trevor Hildenberger","","0","0","3.76","0","1","0","1.0","1","0","0","1","0","1.31","7.99","3.02","3.78","0.0","0.1","sa829460"
"Hyun-Jin Ryu","Dodgers","4","3","3.69","10","10","0","54.0","53","22","6","47","15","1.25","7.84","2.51","3.79","0.8","0.8","14444"
"Joe Smith","Blue Jays","2","2","3.70","0","49","1","49.0","46","20","5","46","17","1.30","8.57","3.24","3.79","0.4","0.4","3281"
"Mike Dimock","","0","0","3.76","0","1","0","1.0","1","0","0","1","0","1.26","9.35","3.25","3.79","0.0","0.1","sa526011"
"Wade LeBlanc","Pirates","3","2","3.71","2","36","0","48.0","47","20","6","41","12","1.25","7.81","2.35","3.79","0.4","0.4","5221"
"Brian Duensing","Cubs","2","1","3.57","0","30","0","30.0","28","12","3","29","11","1.28","8.58","3.25","3.80","0.3","0.2","4064"
"Ian Krol","Braves","2","2","3.64","0","42","0","42.0","39","17","4","44","19","1.35","9.26","3.94","3.80","0.2","0.3","10066"
"Evan Scribner","Mariners","0","0","3.77","0","7","0","7.0","7","3","1","7","2","1.18","8.77","2.22","3.80","0.0","0.1","7525"
"Dylan Floro","Cubs","0","0","3.70","0","1","0","1.0","1","0","0","1","0","1.27","6.41","2.00","3.80","0.0","0.1","13394"
"Marcos Mateo","Padres","0","0","3.74","0","1","0","1.0","1","0","0","1","0","1.28","9.91","3.75","3.81","0.0","0.1","6869"
"Zach Putnam","White Sox","1","1","3.77","0","19","0","19.0","17","8","2","21","8","1.32","9.74","3.85","3.81","0.2","0.1","9080"
"Silvino Bracho","Diamondbacks","1","1","3.84","0","11","0","11.0","10","5","2","13","4","1.22","10.36","3.24","3.81","0.1","0.1","15051"
"Eric Yardley","","0","0","3.71","0","1","0","1.0","1","0","0","1","0","1.37","7.15","3.21","3.81","0.0","0.1","sa744476"
"A.J. Schugel","Pirates","1","1","3.86","0","15","0","15.0","15","6","2","13","5","1.31","7.80","2.79","3.81","0.1","0.1","11432"
"Zach Phillips","Pirates","0","0","3.67","0","1","0","1.0","1","0","0","1","0","1.39","8.70","4.09","3.81","0.0","0.1","99"
"T.J. McFarland","Diamondbacks","0","0","3.70","0","1","0","1.0","1","0","0","1","0","1.39","6.72","3.13","3.81","0.0","0.1","3237"
"Blake Wood","Reds","2","2","3.63","0","42","0","42.0","36","17","4","45","21","1.36","9.67","4.44","3.82","0.3","0.3","1345"
"Drew Steckenrider","","0","0","3.64","0","8","0","8.0","7","3","1","8","4","1.36","9.03","4.33","3.82","0.1","0.1","sa621408"
"Tyler Webb","","0","0","3.59","0","1","0","1.0","1","0","0","1","0","1.24","9.55","3.25","3.82","0.0","0.1","sa602910"
"Joe Jimenez","Tigers","1","1","3.67","0","19","0","19.0","16","8","2","22","8","1.25","10.33","3.83","3.83","0.1","0.2","15761"
"Zack Weiss","","0","0","3.68","0","1","0","1.0","1","0","0","1","0","1.28","9.93","3.72","3.83","0.0","0.1","sa548466"
"Ryan Newell","","0","0","3.77","0","1","0","1.0","1","0","0","1","0","1.36","7.69","3.42","3.83","0.0","0.1","sa658029"
"Julio Urias","Dodgers","5","4","3.58","15","15","0","78.0","69","31","8","81","33","1.30","9.36","3.75","3.83","1.2","1.2","14765"
