"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","playerid"
"Fernando Romero","","0","0","4.58","0","0","0","1.0","1","1","0","1","0","1.42","6.54","3.22","4.55","0.0","0.0","sa657418"
"David Huff","Angels","0","0","4.30","0","0","0","1.0","1","0","0","1","0","1.35","6.45","2.86","4.55","0.0","0.0","4257"
"Ryan Weber","Mariners","0","0","4.51","0","0","0","1.0","1","1","0","1","0","1.40","4.94","2.29","4.55","0.0","0.0","10160"
"Miguel Gonzalez","Phillies","0","0","4.41","0","1","0","1.0","1","0","0","1","0","1.41","8.88","4.32","4.55","0.0","0.0","15675"
"Kris Medlen","Royals","0","0","4.51","0","0","0","1.0","1","1","0","1","0","1.42","6.41","3.23","4.55","0.0","0.0","9417"
"CC Sabathia","Yankees","5","5","4.49","15","15","0","87.0","90","43","12","71","31","1.40","7.30","3.22","4.55","1.0","0.8","404"
"Dalier Hinojosa","Phillies","0","0","4.36","0","1","0","1.0","1","0","0","1","0","1.42","8.68","4.38","4.55","0.0","0.0","15671"
"Sal Romano","Reds","0","0","4.43","1","1","0","7.0","7","3","1","5","2","1.38","7.17","3.24","4.55","0.1","0.0","13690"
"Jose Leclerc","Rangers","2","2","4.26","0","41","1","41.0","34","19","5","47","27","1.47","10.40","5.82","4.55","0.0","0.2","14524"
"Felix Doubront","Athletics","0","0","4.57","0","0","0","1.0","1","1","0","1","0","1.44","7.12","3.65","4.56","0.0","0.0","1478"
"John Curtiss","","0","0","4.46","0","1","0","1.0","1","0","0","1","0","1.44","8.42","4.35","4.56","0.0","0.0","sa599322"
"Preston Morrison","","0","0","4.45","0","0","0","1.0","1","0","0","1","0","1.47","6.38","3.72","4.56","0.0","0.0","sa827432"
"Matt Brazis","","0","0","4.32","0","1","0","1.0","1","0","0","1","0","1.41","8.49","4.35","4.56","0.0","0.0","sa577669"
"Ian Gibaut","","0","0","4.34","0","1","0","1.0","1","0","0","1","0","1.39","8.27","4.07","4.56","0.0","0.0","sa857671"
"Tom Koehler","Marlins","3","3","4.61","9","9","0","48.0","49","24","6","39","21","1.47","7.35","3.96","4.56","0.3","0.3","6570"
"Ryan Tatusko","","0","0","4.57","0","0","0","1.0","1","1","0","1","0","1.42","6.64","3.23","4.56","0.0","0.0","sa389188"
"Matt Cooper","","0","0","4.50","0","0","0","1.0","1","0","0","1","0","1.40","8.54","3.98","4.56","0.0","0.0","sa829187"
"Alexis Rivero","","0","0","4.38","0","1","0","1.0","1","0","0","1","0","1.39","8.13","3.82","4.56","0.0","0.0","sa735860"
"Kyle Kaminska","","0","0","4.66","0","1","0","1.0","1","1","0","1","0","1.40","6.88","3.06","4.56","0.0","0.0","sa392170"
"Nick Gardewine","","0","0","4.46","0","1","0","1.0","1","0","0","1","0","1.44","7.53","3.90","4.56","0.0","0.0","sa737881"
"John Hussey","","0","0","4.56","0","1","0","1.0","1","1","0","1","0","1.41","6.66","3.14","4.56","0.0","0.0","sa281349"
"Ryan Fraser","","0","0","4.52","0","1","0","1.0","1","1","0","1","0","1.48","7.19","4.02","4.56","0.0","0.0","sa549217"
"Blake Logan","","0","0","4.55","0","0","0","1.0","1","1","0","1","0","1.42","7.28","3.73","4.56","0.0","0.0","sa658236"
"Hector Hernandez","","0","0","4.45","0","1","0","1.0","1","0","0","1","0","1.40","6.97","3.31","4.56","0.0","0.0","sa501640"
"Mayckol Guaipe","Mariners","0","0","4.41","0","1","0","1.0","1","0","0","1","0","1.38","7.28","3.40","4.56","0.0","0.0","11663"
"Emmanuel De Leon","","0","0","4.56","0","1","0","1.0","1","1","0","1","0","1.46","7.25","3.89","4.56","0.0","0.0","sa507213"
"Jake Reed","","0","0","4.48","0","1","0","1.0","1","0","0","1","0","1.45","7.38","3.92","4.57","0.0","0.0","sa599532"
"Ramon Benjamin","","0","0","4.28","0","1","0","1.0","1","0","0","1","1","1.50","7.48","4.59","4.57","0.0","0.0","sa393218"
"Branden Pinder","Yankees","0","0","4.43","0","1","0","1.0","1","0","0","1","0","1.36","8.74","3.72","4.57","0.0","0.0","12093"
"Chris Mazza","","0","0","4.55","0","0","0","1.0","1","1","0","1","0","1.49","5.60","3.58","4.57","0.0","0.0","sa599371"
"Tom Harlan","","0","0","4.48","0","1","0","1.0","1","0","0","1","0","1.42","6.29","3.17","4.57","0.0","0.0","sa658235"
"Jaye Chapman","Cubs","0","0","4.38","0","1","0","1.0","1","0","0","1","0","1.40","8.20","4.03","4.57","0.0","0.0","9096"
"Adalberto Mejia","Twins","4","4","4.50","13","13","0","68.0","69","34","10","56","24","1.37","7.45","3.18","4.57","0.6","0.6","13188"
"Dennys Reyes","","0","0","4.27","0","1","0","1.0","1","0","0","1","1","1.54","7.76","5.09","4.57","0.0","0.0","444"
"Tyler Sturdevant","Rays","0","0","4.36","0","1","0","1.0","1","0","0","1","0","1.38","7.11","3.46","4.57","0.0","0.0","6780"
"Christian Friedrich","Padres","2","3","4.47","8","8","0","47.0","49","24","6","36","20","1.46","6.79","3.73","4.57","0.5","0.3","7942"
"Alejandro Chacin","","0","0","4.29","0","1","0","1.0","1","0","0","1","0","1.41","8.68","4.42","4.57","0.0","0.0","sa546496"
"Scott Copeland","Blue Jays","0","0","4.57","0","0","0","1.0","1","1","0","1","0","1.48","5.97","3.52","4.57","0.0","0.0","10706"
"Ashur Tolliver","Astros","0","0","4.35","0","8","0","8.0","7","4","1","7","4","1.46","8.53","4.61","4.57","0.0","0.0","10044"
"Steve Geltz","Rays","0","0","4.37","0","1","0","1.0","1","0","0","1","0","1.34","8.84","3.84","4.57","0.0","0.0","8402"
"Jose Dominguez","Padres","0","0","4.44","0","1","0","1.0","1","0","0","1","1","1.51","8.50","5.07","4.57","0.0","0.0","11571"
"Juan Gonzalez","","0","0","4.41","0","1","0","1.0","1","0","0","1","1","1.54","7.83","5.09","4.57","0.0","0.0","sa504209"
"Arturo Reyes","","0","0","4.54","0","0","0","1.0","1","1","0","1","0","1.44","6.54","3.46","4.57","0.0","0.0","sa739006"
"Jaime Schultz","","0","0","4.34","1","1","0","7.0","6","3","1","7","4","1.48","9.24","5.36","4.58","0.1","0.0","sa708975"
"Stephen Kohlscheen","","0","0","4.62","0","1","0","1.0","1","1","0","1","0","1.38","8.51","3.47","4.58","0.0","0.0","sa502700"
"Chris Jones","","0","0","4.32","0","0","0","1.0","1","0","0","1","0","1.40","5.66","3.00","4.58","0.0","0.0","sa392067"
"Austin Brice","Reds","1","1","4.33","0","27","0","27.0","25","13","4","24","11","1.37","8.28","3.79","4.58","0.0","0.0","17237"
"Andy Pettitte","Yankees","0","0","4.51","0","0","0","1.0","1","1","0","1","0","1.39","5.99","2.61","4.58","0.0","0.0","840"
"Nefi Ogando","Reds","0","0","4.33","0","8","0","8.0","7","4","1","7","4","1.47","7.92","4.54","4.58","0.0","0.0","12253"
"Brennan Bernardino","","0","0","4.23","0","1","0","1.0","1","0","0","1","0","1.46","7.70","4.37","4.58","0.0","0.0","sa829409"
"Guillermo Moscoso","Giants","0","0","4.51","0","1","0","1.0","1","1","0","1","0","1.39","7.29","3.53","4.58","0.0","0.0","5106"
"Justin Nicolino","Marlins","4","5","4.56","14","14","0","77.0","87","39","9","44","24","1.44","5.09","2.85","4.58","0.4","0.5","11754"
"Zach Hedges","","0","0","4.50","0","0","0","1.0","1","0","0","1","0","1.41","5.62","2.87","4.58","0.0","0.0","sa829393"
"Taylor Guerrieri","","0","0","4.43","1","1","0","7.0","7","3","1","4","3","1.45","5.81","3.40","4.58","0.1","0.0","sa597787"
"Kyle Crick","","0","0","4.22","0","1","0","1.0","1","0","0","1","1","1.52","8.50","5.68","4.58","0.0","0.0","sa597770"
"Mike Clevinger","Indians","3","3","4.46","9","16","0","54.0","50","27","8","51","24","1.38","8.49","3.95","4.58","0.5","0.6","12808"
"Vic Black","Mets","0","0","4.46","0","1","0","1.0","1","0","0","1","1","1.51","8.67","5.09","4.58","0.0","0.0","9195"
"Dustin Molleken","Tigers","0","0","4.42","0","1","0","1.0","1","0","0","1","0","1.43","8.47","4.48","4.58","0.0","0.0","6200"
"Kevin Grendell","","0","0","4.16","0","1","0","1.0","1","0","0","1","1","1.45","8.87","5.09","4.58","0.0","0.1","sa658164"
"Zac Gallen","","0","0","4.62","0","0","0","1.0","1","1","0","1","0","1.45","7.16","3.69","4.58","0.0","0.0","sa857550"
"Rafael Montero","Mets","3","4","4.51","7","23","0","56.0","54","28","7","51","27","1.46","8.24","4.38","4.58","0.2","0.1","12760"
"Frank Gailey","","0","0","4.44","0","1","0","1.0","1","0","0","1","0","1.47","7.19","4.08","4.58","0.0","0.0","sa389206"
"Manny Delcarmen","","0","0","4.48","0","1","0","1.0","1","0","0","1","0","1.45","7.54","4.09","4.58","0.0","0.0","3180"
"Jake Thompson","","0","0","4.39","0","1","0","1.0","1","0","0","1","0","1.38","7.28","3.51","4.58","0.0","0.0","sa526929"
"Tanner Anderson","","0","0","4.60","0","0","0","1.0","1","1","0","1","0","1.55","4.70","3.54","4.58","0.0","0.0","sa875262"
"Daniel Gossett","","0","0","4.61","0","0","0","1.0","1","1","0","1","0","1.47","6.76","3.84","4.59","0.0","0.0","sa598295"
"Edgar Olmos","Mariners","0","0","4.28","0","1","0","1.0","1","0","0","1","0","1.45","7.67","4.39","4.59","0.0","0.0","10174"
"Marcus Hatley","Cardinals","0","0","4.50","0","1","0","1.0","1","1","0","1","0","1.44","6.92","3.69","4.59","0.0","0.0","4002"
"Kevin McGowan","","0","0","4.51","0","1","0","1.0","1","1","0","1","0","1.42","7.47","3.65","4.59","0.0","0.0","sa738255"
"Ryan Butler","","0","0","4.55","0","0","0","1.0","1","1","0","1","0","1.47","6.60","3.74","4.59","0.0","0.0","sa738201"
"Scott Barnes","Indians","0","0","4.39","0","1","0","1.0","1","0","0","1","0","1.40","7.71","3.70","4.59","0.0","0.0","8718"
"Yovani Gallardo","Mariners","7","7","4.55","21","21","0","115.0","121","58","15","85","45","1.45","6.63","3.51","4.59","0.8","0.7","8173"
"Matt Capps","Twins","0","0","4.57","0","1","0","1.0","1","1","0","1","0","1.44","7.61","3.83","4.59","0.0","0.0","4788"
"Zach Lee","Padres","2","2","4.61","6","6","0","34.0","37","17","4","24","13","1.45","6.30","3.34","4.59","0.2","0.1","11468"
"Nick Baker","","0","0","4.63","0","1","0","1.0","1","1","0","1","0","1.40","5.98","2.67","4.59","0.0","0.0","sa550217"
"Casey Coleman","Royals","0","0","4.43","0","1","0","1.0","1","0","0","1","0","1.44","7.25","4.00","4.59","0.0","0.0","8270"
"Jarrod Parker","","1","1","4.64","2","2","0","14.0","15","7","2","10","5","1.40","6.52","2.91","4.59","0.1","0.1","4913"
"Reynaldo Lopez","White Sox","1","1","4.47","2","10","0","21.0","20","11","3","21","10","1.41","8.98","4.35","4.59","0.1","0.1","16400"
"Eric Fornataro","Cardinals","0","0","4.51","0","1","0","1.0","1","1","0","1","0","1.52","6.47","4.15","4.59","0.0","0.0","7042"
"Edgar Ibarra","Angels","0","0","4.24","0","1","0","1.0","1","0","0","1","0","1.44","7.68","4.36","4.59","0.0","0.0","5195"
"Joe Rogers","","0","0","4.39","0","1","0","1.0","1","0","0","1","1","1.50","7.49","4.51","4.59","0.0","0.0","sa621664"
"Anthony Carter","","0","0","4.58","0","1","0","1.0","1","1","0","1","0","1.43","7.40","3.56","4.59","0.0","0.0","sa302341"
"Jerry Vasto","","0","0","4.50","0","1","0","1.0","1","0","0","1","1","1.50","8.66","4.76","4.59","0.0","0.0","sa829502"
"Randy Fontanez","","0","0","4.48","0","0","0","1.0","1","0","0","1","0","1.43","7.07","3.64","4.59","0.0","0.0","sa549664"
"Hassan Pena","","0","0","4.49","0","1","0","1.0","1","0","0","1","0","1.44","7.00","3.71","4.59","0.0","0.0","sa327740"
"Ethan Martin","Phillies","0","0","4.47","0","1","0","1.0","1","0","0","1","0","1.42","8.10","4.01","4.59","0.0","0.0","3877"
"Adam Conley","Marlins","3","4","4.47","10","10","0","53.0","53","26","6","44","24","1.45","7.40","4.14","4.60","0.3","0.4","14457"
"Cody Fassold","","0","0","4.51","0","1","0","1.0","1","1","0","1","0","1.42","7.51","3.84","4.60","0.0","0.0","sa599578"
"Dixon Llorens","","0","0","4.27","0","1","0","1.0","1","0","0","1","1","1.49","8.49","5.20","4.60","0.0","0.0","sa658625"
"Keynan Middleton","Angels","1","1","4.31","0","15","0","15.0","14","7","2","13","7","1.42","8.07","4.36","4.60","0.0","0.0","15264"
"Kevin McCarthy","Royals","0","0","4.46","0","8","0","8.0","8","4","1","5","3","1.48","6.42","3.96","4.60","0.0","0.0","15240"
"Mitch Lively","","0","0","4.55","0","0","0","1.0","1","1","0","1","0","1.41","7.25","3.49","4.60","0.0","0.0","sa390254"
"Trey Cochran-Gill","","0","0","4.52","0","1","0","1.0","1","1","0","1","0","1.54","6.56","4.39","4.60","0.0","0.0","sa827389"
"Mike Fiers","Astros","8","8","4.56","23","23","0","132.0","135","67","21","111","41","1.33","7.55","2.81","4.60","1.2","0.9","7754"
"Wil Ledezma","","0","0","4.29","0","1","0","1.0","1","0","0","1","1","1.50","7.83","4.78","4.60","0.0","0.0","1669"
"Ryan Demmin","","0","0","4.47","0","0","0","1.0","1","0","0","1","0","1.37","7.13","3.04","4.60","0.0","0.0","sa551725"
"Aaron Bummer","","0","0","4.37","0","1","0","1.0","1","0","0","1","1","1.49","8.06","4.56","4.60","0.0","0.0","sa599349"
"Enosil Tejeda","","0","0","4.46","0","1","0","1.0","1","0","0","1","0","1.37","7.93","3.59","4.60","0.0","0.0","sa547857"
"Trey Nielsen","","0","0","4.59","0","1","0","1.0","1","1","0","1","0","1.46","6.17","3.43","4.60","0.0","0.0","sa550155"
"Bubba Derby","","0","0","4.61","0","1","0","1.0","1","1","0","1","0","1.45","7.48","3.73","4.60","0.0","0.0","sa875183"
"Emilio Pagan","Mariners","0","0","4.37","0","7","0","7.0","7","4","1","7","4","1.38","8.96","4.32","4.60","0.0","0.0","14771"
"Jeff Ferrell","Tigers","0","0","4.45","0","1","0","1.0","1","0","0","1","0","1.33","7.46","3.06","4.60","0.0","0.0","11506"
"Adam Reifer","","0","0","4.48","0","1","0","1.0","1","0","0","1","0","1.43","8.24","4.19","4.60","0.0","0.0","sa389398"
"Robert Suarez","","0","0","4.44","0","1","0","1.0","1","0","0","1","0","1.48","7.60","4.42","4.60","0.0","0.0","sa869798"
"Jack Flaherty","","0","0","4.57","0","0","0","1.0","1","1","0","1","0","1.41","7.04","3.47","4.60","0.0","0.0","sa828681"
"Daniel Gibson","","0","0","4.42","0","1","0","1.0","1","0","0","1","1","1.49","7.64","4.51","4.60","0.0","0.0","sa549733"
"Matt Murray","","0","0","4.49","0","1","0","1.0","1","0","0","1","0","1.45","6.40","3.63","4.60","0.0","0.0","sa578194"
"Yohan Pino","Royals","0","0","4.52","0","1","0","1.0","1","1","0","1","0","1.30","7.24","2.67","4.60","0.0","0.0","6955"
"Kyle Freeland","Rockies","6","6","4.69","17","17","0","98.0","109","51","12","68","38","1.50","6.30","3.49","4.60","1.1","1.4","16256"
"Robert Benincasa","","0","0","4.50","0","1","0","1.0","1","0","0","1","0","1.43","8.15","4.16","4.60","0.0","0.0","sa502783"
"Dylan Axelrod","Reds","0","0","4.45","0","1","0","1.0","1","0","0","1","0","1.32","7.12","2.54","4.60","0.0","0.0","9303"
"Angel Castro","Athletics","0","0","4.54","0","1","0","1.0","1","1","0","1","0","1.41","6.02","2.97","4.61","0.0","0.0","3243"
"Ben Lively","","1","1","4.45","1","9","0","15.0","15","7","2","13","4","1.29","7.72","2.70","4.61","0.0","0.0","sa549720"
"J.P. Feyereisen","","0","0","4.42","0","1","0","1.0","1","0","0","1","0","1.43","8.74","4.43","4.61","0.0","0.0","sa829227"
"Justin Masterson","Red Sox","0","0","4.66","0","0","0","1.0","1","1","0","1","0","1.50","7.18","4.22","4.61","0.0","0.0","2038"
"Taylor Guilbeau","","0","0","4.37","0","1","0","1.0","1","0","0","1","0","1.54","6.36","4.35","4.61","0.0","0.0","sa602564"
"Edwin Escobar","Diamondbacks","0","0","4.44","0","1","0","1.0","1","0","0","1","0","1.40","7.26","3.53","4.61","0.0","0.0","10337"
"Kyle Schepel","","0","0","4.49","0","1","0","1.0","1","0","0","1","1","1.48","8.59","4.80","4.61","0.0","0.0","sa731235"
"Josh Geer","Padres","0","0","4.66","0","0","0","1.0","1","1","0","1","0","1.38","6.06","2.53","4.61","0.0","0.0","4781"
"Tim Shibuya","","0","0","4.51","0","0","0","1.0","1","1","0","1","0","1.39","5.15","2.36","4.61","0.0","0.0","sa580380"
"Rex Brothers","Rockies","0","0","4.52","0","1","0","1.0","1","1","0","1","1","1.59","9.43","5.90","4.61","0.0","0.0","9794"
"Jerry Keel","","0","0","4.38","0","0","0","1.0","1","0","0","1","0","1.52","5.93","4.04","4.61","0.0","0.0","sa856543"
"Dane de la Rosa","Angels","0","0","4.30","0","1","0","1.0","1","0","0","1","0","1.47","7.07","4.37","4.61","0.0","0.0","10095"
"Ted Lilly","Dodgers","0","0","4.56","0","0","0","1.0","1","1","0","1","0","1.36","6.66","2.85","4.61","0.0","0.0","833"
"Ramon Troncoso","White Sox","0","0","4.51","0","1","0","1.0","1","1","0","1","0","1.47","7.08","3.92","4.61","0.0","0.0","4685"
"Jordan Montgomery","Yankees","5","5","4.41","15","15","0","86.0","84","42","12","74","35","1.39","7.78","3.69","4.61","0.9","0.9","16511"
"Pedro Villarreal","Reds","0","0","4.48","0","1","0","1.0","1","0","0","1","0","1.37","7.26","3.15","4.62","0.0","0.0","9904"
"Victor Payano","","0","0","4.22","0","1","0","1.0","1","0","0","1","1","1.47","8.60","5.24","4.62","0.0","0.0","sa548111"
"Rett Varner","","0","0","4.51","0","1","0","1.0","1","1","0","1","1","1.50","7.44","4.61","4.62","0.0","0.0","sa503048"
"Dustin Crenshaw","","0","0","4.62","0","0","0","1.0","1","1","0","1","0","1.39","5.50","2.46","4.62","0.0","0.0","sa3001062"
"Justin Germano","Rangers","0","0","4.59","0","1","0","1.0","1","1","0","1","0","1.33","6.37","2.23","4.62","0.0","0.0","1938"
"Kyle McPherson","Pirates","0","0","4.72","0","1","0","1.0","1","1","0","1","0","1.44","6.78","3.34","4.62","0.0","0.0","5009"
"Miguel Castro","Orioles","1","1","4.49","0","11","0","11.0","11","6","2","10","5","1.45","8.21","4.22","4.62","0.0","0.0","15684"
"Max Fried","","0","0","4.44","1","1","0","7.0","7","4","1","6","4","1.53","7.76","4.92","4.62","0.1","0.0","sa657860"
"Edgmer Escalona","Rockies","0","0","4.71","0","1","0","1.0","1","1","0","1","0","1.40","6.17","2.50","4.62","0.0","0.0","8574"
"Steven Wright","Red Sox","0","0","4.70","0","0","0","1.0","1","1","0","1","0","1.41","6.64","3.11","4.62","0.0","0.0","8185"
"Cesar Jimenez","Brewers","0","0","4.50","0","1","0","1.0","1","1","0","1","0","1.44","7.57","3.80","4.62","0.0","0.0","3762"
"Horacio Ramirez","","0","0","4.51","0","0","0","1.0","1","1","0","0","0","1.47","4.38","2.69","4.62","0.0","0.0","110"
"Jace Fry","","0","0","4.43","0","1","0","1.0","1","0","0","1","0","1.49","7.68","4.31","4.62","0.0","0.0","sa598246"
"Tucker Healy","","0","0","4.52","0","1","0","1.0","1","1","0","1","1","1.43","8.81","4.57","4.62","0.0","0.0","sa621510"
"C.J. Robinson","","0","0","4.43","0","1","0","1.0","1","0","0","1","1","1.56","6.97","4.96","4.62","0.0","0.0","sa737907"
"Allen Webster","Diamondbacks","0","0","4.62","0","0","0","1.0","1","1","0","1","0","1.43","6.97","3.50","4.62","0.0","0.0","3993"
"Buck Farmer","Tigers","2","2","4.54","5","13","0","35.0","36","18","5","28","13","1.38","7.18","3.24","4.62","0.2","0.2","14814"
"Matt Pierpont","","0","0","4.64","0","1","0","1.0","1","1","0","1","0","1.45","7.64","3.81","4.62","0.0","0.0","sa738366"
"Jorge Martinez","","0","0","4.58","0","0","0","1.0","1","1","0","1","0","1.40","5.81","2.78","4.63","0.0","0.0","sa3001059"
"Joey Donofrio","","0","0","4.46","0","1","0","1.0","1","0","0","1","1","1.51","7.10","4.52","4.63","0.0","0.0","sa658836"
"Brandon Finnegan","Reds","3","4","4.46","10","10","0","54.0","50","27","8","53","27","1.45","8.97","4.60","4.63","0.5","0.5","16208"
"Brooks Raley","Cubs","0","0","4.37","0","1","0","1.0","1","0","0","1","0","1.46","7.79","4.31","4.63","0.0","0.0","10061"
"Chad Durbin","Phillies","0","0","4.49","0","1","0","1.0","1","0","0","1","0","1.42","7.45","3.65","4.63","0.0","0.0","1442"
"Travis Ballew","","0","0","4.40","0","1","0","1.0","1","0","0","1","1","1.56","6.93","5.04","4.63","0.0","0.0","sa658550"
"Matt Branham","","0","0","4.61","0","1","0","1.0","1","1","0","1","0","1.40","7.34","3.35","4.63","0.0","0.0","sa503734"
"Hisashi Iwakuma","Mariners","5","5","4.60","15","15","0","86.0","95","44","13","58","21","1.35","6.08","2.23","4.63","0.7","0.4","13048"
"Riley Ferrell","","0","0","4.48","0","1","0","1.0","1","0","0","1","1","1.51","7.81","4.70","4.63","0.0","0.0","sa874967"
"Ben Paullus","","0","0","4.55","0","1","0","1.0","1","1","0","1","0","1.45","7.28","3.85","4.63","0.0","0.0","sa599733"
"Amauri Sanit","","0","0","4.58","0","0","0","1.0","1","1","0","1","0","1.44","6.28","3.37","4.63","0.0","0.0","5436"
"Mitchell White","","0","0","4.47","0","0","0","1.0","1","0","0","1","0","1.50","7.35","4.46","4.63","0.0","0.0","sa917948"
"Mark Lowe","Tigers","0","0","4.51","0","1","0","1.0","1","1","0","1","0","1.42","7.64","3.80","4.63","0.0","0.0","7416"
"Ronnie Shaban","","0","0","4.55","0","1","0","1.0","1","1","0","1","0","1.44","6.77","3.60","4.63","0.0","0.0","sa577693"
"Lay Batista","","0","0","4.48","0","1","0","1.0","1","0","0","1","1","1.52","7.45","4.80","4.63","0.0","0.0","sa505283"
"Patrick Ludwig","","0","0","4.72","0","0","0","1.0","1","1","0","1","0","1.46","6.10","3.23","4.63","0.0","0.0","sa658147"
"Adam Plutko","Indians","0","0","4.37","0","1","0","1.0","1","0","0","1","0","1.26","7.44","2.55","4.63","0.0","0.0","15846"
"Frank Lopez","","0","0","4.42","0","1","0","1.0","1","0","0","1","0","1.42","7.30","3.67","4.63","0.0","0.0","sa597434"
"Steve Delabar","Reds","0","0","4.36","0","1","0","1.0","1","0","0","1","1","1.45","9.79","5.17","4.63","0.0","0.0","11827"
"Wesley Wright","Angels","0","0","4.32","0","1","0","1.0","1","0","0","1","0","1.48","6.53","4.12","4.64","0.0","0.0","5960"
"Jim Henderson","","0","0","4.58","0","8","0","8.0","7","4","1","7","4","1.40","8.76","4.16","4.64","0.0","0.0","6653"
"Justin Freeman","Reds","0","0","4.51","0","1","0","1.0","1","1","0","1","0","1.38","7.77","3.37","4.64","0.0","0.0","7568"
"Branch Kloess","","0","0","4.57","0","1","0","1.0","1","1","0","1","0","1.48","6.79","3.88","4.64","0.0","0.0","sa503601"
"Tyler Warmoth","","0","0","4.38","0","1","0","1.0","1","0","0","1","0","1.41","7.29","3.83","4.64","0.0","0.0","sa919526"
"Luis De La Cruz","","0","0","4.51","0","1","0","1.0","1","1","0","1","1","1.51","7.93","4.80","4.64","0.0","0.0","sa503010"
"Josh Hodges","","0","0","4.54","0","1","0","1.0","1","1","0","1","0","1.47","6.62","3.98","4.64","0.0","0.0","sa501515"
"Doug Fister","","7","8","4.69","21","21","0","122.0","136","64","17","80","37","1.42","5.92","2.72","4.64","0.9","0.7","9425"
"Fabian Williamson","","0","0","4.30","0","1","0","1.0","1","0","0","1","1","1.50","8.18","5.05","4.64","0.0","0.0","sa328152"
"Robert Morey","","0","0","4.64","0","0","0","1.0","1","1","0","1","0","1.49","6.08","3.72","4.64","0.0","0.0","sa392218"
"Jason Hammel","Royals","6","8","4.75","21","21","0","116.0","121","61","18","92","38","1.37","7.11","2.92","4.64","0.8","0.9","4538"
"Zack Dodson","","0","0","4.60","0","0","0","1.0","1","1","0","1","0","1.47","5.48","3.15","4.64","0.0","0.0","sa501219"
"Jonathan Arias","","0","0","4.49","0","1","0","1.0","1","0","0","1","0","1.47","7.72","4.35","4.64","0.0","0.0","sa392877"
"James Dykstra","","0","0","4.64","0","1","0","1.0","1","1","0","1","0","1.45","5.34","2.90","4.64","0.0","0.0","sa503397"
"Lou Trivino","","0","0","4.53","0","1","0","1.0","1","1","0","1","0","1.53","6.88","4.48","4.64","0.0","0.0","sa737939"
"Jared Burton","Twins","0","0","4.60","0","1","0","1.0","1","1","0","1","0","1.43","7.38","3.82","4.64","0.0","0.0","8346"
"Chad Smith","Athletics","0","0","4.62","0","1","0","1.0","1","1","0","1","0","1.48","6.53","3.78","4.64","0.0","0.0","13604"
"Mike Gibbons","","0","0","4.69","0","0","0","1.0","1","1","0","1","0","1.44","6.54","3.28","4.64","0.0","0.0","sa876538"
"Chris Powell","","0","0","4.46","0","1","0","1.0","1","0","0","1","0","1.40","7.64","3.70","4.65","0.0","0.0","sa876337"
"Kolby Allard","","0","0","4.52","0","0","0","1.0","1","1","0","1","0","1.43","7.26","3.77","4.65","0.0","0.0","sa874245"
"Sam Selman","","0","0","4.25","0","1","0","1.0","1","0","0","1","1","1.51","8.32","5.33","4.65","0.0","0.0","sa501758"
"Shawn Morimando","Indians","0","0","4.38","0","1","0","1.0","1","0","0","1","0","1.38","7.44","3.57","4.65","0.0","0.0","13606"
"Kyle Friedrichs","","0","0","4.69","0","0","0","1.0","1","1","0","1","0","1.40","5.56","2.58","4.65","0.0","0.0","sa875229"
"Josh Hader","","1","2","4.55","5","5","0","28.0","25","14","4","29","15","1.45","9.42","4.79","4.65","0.2","0.2","sa658473"
"Lee Ridenhour","","0","0","4.47","0","1","0","1.0","1","0","0","1","0","1.46","7.08","3.92","4.65","0.0","0.0","sa738188"
"Luke Leftwich","","0","0","4.47","0","1","0","1.0","1","0","0","1","0","1.44","8.05","4.26","4.65","0.0","0.0","sa857567"
"Tyler Eppler","","0","0","4.69","0","0","0","1.0","1","1","0","1","0","1.38","6.11","2.63","4.65","0.0","0.0","sa829043"
"Adrian Sampson","Mariners","0","0","4.58","0","0","0","1.0","1","1","0","1","0","1.35","6.15","2.45","4.66","0.0","0.0","13339"
"Kevin Whelan","Tigers","0","0","4.52","0","1","0","1.0","1","1","0","1","0","1.44","7.88","4.19","4.66","0.0","0.0","3462"
"Juan Oviedo","Rays","0","0","4.48","0","1","0","1.0","1","0","0","1","0","1.40","7.69","3.85","4.66","0.0","0.0","2886"
"Brad Keller","","0","0","4.68","0","0","0","1.0","1","1","0","1","0","1.49","6.03","3.56","4.66","0.0","0.0","sa737865"
"Raul Valdes","Astros","0","0","4.47","0","1","0","1.0","1","0","0","1","0","1.32","8.01","3.02","4.66","0.0","0.0","1953"
"Martin Agosta","","0","0","4.51","0","0","0","1.0","1","1","0","1","0","1.44","7.15","4.07","4.66","0.0","0.0","sa657962"
"Miguel Almonte","Royals","1","2","4.54","4","11","0","29.0","28","14","4","25","13","1.43","7.88","4.22","4.66","0.1","0.1","14139"
"Patrick Weigel","","0","0","4.63","0","0","0","1.0","1","1","0","1","0","1.48","7.64","4.28","4.66","0.0","0.0","sa829466"
"Justin Thomas","Yankees","0","0","4.44","0","1","0","1.0","1","0","0","1","0","1.38","7.45","3.36","4.66","0.0","0.0","9910"
"Miguel Celestino","","0","0","4.46","0","1","0","1.0","1","0","0","1","0","1.43","8.03","4.16","4.66","0.0","0.0","sa504074"
"Luis Perez","Blue Jays","0","0","4.48","0","1","0","1.0","1","0","0","1","0","1.46","7.46","4.15","4.66","0.0","0.0","6389"
