"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","playerid"
"Pedro Strop","Cubs","2","1","2.96","0","34","0","34.0","27","11","3","42","15","1.22","10.95","3.83","3.10","0.5","0.5","4070"
"Justin Wilson","Tigers","3","2","3.02","0","50","25","50.0","40","17","4","61","19","1.17","10.87","3.37","3.10","0.8","0.8","4301"
"Edwin Diaz","Mariners","3","2","3.00","0","49","26","49.0","38","16","5","61","17","1.12","11.15","3.10","3.11","0.7","0.7","14710"
"Ken Giles","Astros","3","2","3.13","0","49","20","49.0","38","17","5","63","19","1.16","11.55","3.50","3.11","0.7","0.7","12910"
"Corey Knebel","Brewers","3","2","3.19","0","49","15","49.0","38","17","5","65","21","1.22","11.92","3.92","3.12","0.8","0.7","15010"
"Alex Wood","Dodgers","8","5","3.04","16","31","0","105.0","91","36","10","116","33","1.18","9.91","2.81","3.15","2.2","2.1","13781"
"Madison Bumgarner","Giants","5","3","3.14","11","11","0","71.0","61","25","7","78","17","1.10","9.78","2.19","3.16","1.6","1.6","5524"
"Jacob deGrom","Mets","10","7","3.27","24","24","0","145.0","127","53","15","163","42","1.16","10.07","2.57","3.18","3.4","2.9","10954"
"Cody Allen","Indians","3","2","3.18","0","50","15","50.0","38","18","5","64","20","1.17","11.66","3.65","3.20","0.7","0.8","12183"
"Stephen Strasburg","Nationals","9","6","3.38","21","21","0","130.0","114","49","14","147","36","1.16","10.21","2.52","3.21","3.0","2.8","10131"
"Carter Capps","Padres","2","1","3.24","0","31","0","31.0","24","11","3","38","13","1.22","11.31","3.89","3.24","0.4","0.4","12803"
"Jeurys Familia","Mets","3","2","3.23","0","50","8","50.0","43","18","4","54","21","1.29","9.85","3.74","3.25","0.6","0.5","5114"
"Will Smith","Giants","0","0","3.12","0","1","0","1.0","1","0","0","1","0","1.23","10.67","3.80","3.25","0.0","0.1","8048"
"Brett Cecil","Cardinals","2","2","3.21","0","35","0","35.0","30","12","3","39","13","1.23","10.06","3.33","3.26","0.5","0.4","2660"
"Greg Holland","Rockies","3","2","3.35","0","49","16","49.0","41","18","5","59","20","1.25","10.91","3.71","3.26","0.8","0.9","7196"
"Nate Jones","White Sox","1","1","3.25","0","23","0","23.0","19","8","2","27","8","1.19","10.65","3.22","3.27","0.3","0.3","4696"
"Josh Ravin","Dodgers","1","0","3.19","0","11","0","11.0","9","4","1","14","5","1.21","11.29","3.85","3.27","0.1","0.2","2951"
"Sean Doolittle","Athletics","1","1","3.28","0","27","0","27.0","22","10","3","31","8","1.12","10.61","2.67","3.28","0.4","0.4","1581"
"Hector Rondon","Cubs","2","2","3.29","0","42","2","42.0","37","15","4","46","13","1.18","9.77","2.84","3.30","0.5","0.5","2391"
"Josh Smoker","Mets","2","1","3.22","0","31","0","31.0","25","11","3","37","12","1.22","10.85","3.59","3.31","0.4","0.4","10285"
"Kelvin Herrera","Royals","3","2","3.31","0","50","25","50.0","43","18","5","53","16","1.20","9.56","2.95","3.31","0.6","0.7","6033"
"Liam Hendriks","Athletics","2","2","3.44","0","42","0","42.0","38","16","4","43","10","1.17","9.17","2.20","3.31","0.6","0.5","3548"
"Raisel Iglesias","Reds","3","2","3.29","0","50","25","50.0","42","18","5","58","16","1.16","10.48","2.88","3.33","0.7","0.6","17130"
"Carlos Carrasco","Indians","10","7","3.38","24","24","0","146.0","133","55","15","150","38","1.17","9.26","2.34","3.33","3.3","3.4","6632"
"Blake Parker","Angels","3","2","3.20","0","48","0","48.0","39","17","5","56","17","1.17","10.46","3.27","3.34","0.6","0.6","5224"
"Cesar Valdez","Blue Jays","0","0","3.43","0","8","0","8.0","7","3","1","7","1","1.13","8.21","1.48","3.34","0.1","0.1","9013"
"Shawn Kelley","Nationals","3","2","3.37","0","50","8","50.0","42","19","6","60","17","1.18","10.81","3.11","3.35","0.6","0.6","7773"
"Gerrit Cole","Pirates","9","8","3.59","23","23","0","144.0","136","57","13","139","39","1.22","8.71","2.42","3.36","3.0","2.4","13125"
"Juan Nicasio","Pirates","2","2","3.40","0","42","1","42.0","37","16","4","45","15","1.24","9.73","3.18","3.36","0.5","0.4","7731"
"Cam Bedrosian","Angels","2","1","3.19","0","33","19","33.0","27","12","3","39","14","1.23","10.42","3.82","3.36","0.3","0.4","13360"
"Wilmer Font","Rangers","0","0","3.43","0","1","0","1.0","1","0","0","1","0","1.13","10.80","2.69","3.37","0.0","0.1","5257"
"David Phelps","Marlins","4","3","3.36","4","46","0","63.0","55","24","6","69","23","1.24","9.79","3.31","3.37","0.8","0.8","6316"
"Josh Fields","Dodgers","2","2","3.29","0","41","1","41.0","34","15","5","48","14","1.15","10.41","3.03","3.37","0.5","0.4","5070"
"Jim Johnson","Braves","3","2","3.42","0","51","18","51.0","47","19","4","50","19","1.31","8.84","3.31","3.37","0.5","0.5","3656"
"Michael Pineda","Yankees","8","6","3.47","20","20","0","118.0","108","46","14","127","28","1.15","9.66","2.12","3.39","2.7","2.5","5372"
"Addison Reed","Mets","3","2","3.53","0","50","22","50.0","44","20","6","54","14","1.17","9.83","2.52","3.40","0.5","0.4","10586"
"Archie Bradley","Diamondbacks","4","3","3.46","4","52","4","69.0","59","26","6","79","28","1.26","10.35","3.68","3.40","0.9","1.0","12918"
"Chris Archer","Rays","10","8","3.37","24","24","0","148.0","126","55","15","164","50","1.19","9.95","3.07","3.41","3.0","3.1","6345"
"Carson Smith","Red Sox","1","1","3.46","0","15","0","15.0","14","6","1","16","6","1.30","9.14","3.51","3.41","0.2","0.1","13172"
"Hunter Strickland","Giants","2","2","3.33","0","41","3","41.0","36","15","4","41","14","1.23","9.09","3.14","3.43","0.3","0.3","7836"
"Brandon Maurer","Padres","2","2","3.46","0","49","21","49.0","43","19","5","52","16","1.21","9.73","2.91","3.43","0.5","0.5","4878"
"Carl Edwards Jr.","Cubs","3","2","3.20","0","50","2","50.0","37","18","4","64","27","1.30","11.64","4.96","3.43","0.5","0.7","13607"
"Koji Uehara","Cubs","2","2","3.38","0","42","0","42.0","35","16","6","48","11","1.10","10.35","2.38","3.43","0.5","0.5","9227"
"Arodys Vizcaino","Braves","3","2","3.41","0","51","10","51.0","42","19","5","61","23","1.28","10.77","4.09","3.43","0.4","0.5","5498"
"Jameson Taillon","Pirates","7","7","3.62","20","20","0","118.0","116","47","12","108","29","1.23","8.22","2.18","3.44","2.3","1.9","11674"
"Grant Dayton","Dodgers","1","1","3.28","0","26","0","26.0","21","10","3","32","9","1.15","10.88","3.13","3.44","0.3","0.3","11203"
"Chaz Roe","Braves","1","1","3.40","0","19","0","19.0","17","7","2","21","8","1.31","9.68","3.86","3.45","0.2","0.2","9866"
"James Paxton","Mariners","8","6","3.41","20","20","0","118.0","107","45","12","116","36","1.22","8.91","2.77","3.45","2.4","2.4","11828"
"Jose Contreras","Pirates","0","0","3.52","0","1","0","1.0","1","0","0","1","0","1.22","8.94","2.65","3.45","0.0","0.1","1660"
"Blake Treinen","Nationals","2","2","3.42","0","42","2","42.0","39","16","3","42","17","1.34","8.93","3.70","3.46","0.4","0.4","12572"
"Ross Stripling","Dodgers","3","2","3.46","1","43","0","48.0","45","19","5","46","14","1.22","8.66","2.55","3.46","0.5","0.4","13273"
"Matt Bush","Rangers","3","2","3.50","0","49","1","49.0","42","19","5","54","16","1.20","10.00","2.96","3.46","0.6","0.6","1246"
"Andrew Chafin","Diamondbacks","2","2","3.38","0","34","0","34.0","30","13","3","35","13","1.29","9.40","3.59","3.47","0.4","0.4","12988"
"Chris Devenski","Astros","3","2","3.47","1","50","6","56.0","47","22","7","63","16","1.12","10.13","2.51","3.47","0.7","0.7","12763"
"Brad Hand","Padres","2","2","3.43","0","49","3","49.0","43","18","5","53","18","1.27","9.75","3.43","3.47","0.5","0.5","9111"
"Lance McCullers","Astros","9","6","3.44","21","21","0","122.0","105","47","12","138","51","1.27","10.16","3.76","3.48","2.4","2.5","14120"
"Zach Duke","Cardinals","0","0","3.28","0","1","0","1.0","1","0","0","1","0","1.33","9.35","3.97","3.48","0.0","0.1","3840"
"Oliver Drake","Brewers","2","2","3.48","0","34","0","34.0","28","13","3","42","16","1.30","11.03","4.25","3.49","0.4","0.4","8823"
"Joe Kelly","Red Sox","3","2","3.56","0","50","3","50.0","46","20","5","51","18","1.28","9.20","3.23","3.49","0.5","0.6","9761"
"Corey Kluber","Indians","10","7","3.56","24","24","0","149.0","136","59","17","155","40","1.18","9.34","2.43","3.50","3.1","3.1","2429"
"Steven Matz","Mets","4","4","3.52","11","11","0","65.0","60","25","7","65","20","1.23","8.97","2.76","3.50","1.3","1.3","13361"
"James Pazos","Mariners","2","1","3.27","0","34","0","34.0","27","12","3","40","17","1.30","10.63","4.41","3.50","0.3","0.3","13323"
"Keone Kela","Rangers","2","1","3.46","0","30","0","30.0","24","12","3","37","14","1.26","10.97","4.06","3.50","0.3","0.3","14696"
"Alex Colome","Rays","2","2","3.37","0","48","20","48.0","42","18","5","50","15","1.20","9.30","2.89","3.51","0.4","0.5","6661"
"Jenrry Mejia","Mets","0","0","3.54","0","1","0","1.0","1","0","0","1","0","1.29","9.39","3.35","3.51","0.0","0.1","8476"
"Derek Law","Giants","2","2","3.44","0","49","6","49.0","44","19","4","47","17","1.25","8.63","3.09","3.51","0.4","0.4","13133"
"David Price","Red Sox","7","4","3.59","15","15","0","94.0","89","38","11","92","22","1.17","8.77","2.08","3.52","1.9","1.8","3184"
"Roberto Osuna","Blue Jays","3","2","3.56","0","49","24","49.0","42","19","6","55","14","1.14","10.20","2.64","3.52","0.7","0.5","13764"
"Michael Feliz","Astros","1","1","3.48","0","26","0","26.0","22","10","3","32","10","1.21","10.79","3.52","3.52","0.2","0.3","11903"
"Jon Lester","Cubs","11","7","3.54","24","24","0","154.0","141","61","16","155","46","1.21","9.03","2.70","3.52","3.1","2.9","4930"
"Kyle Barraclough","Marlins","3","2","3.32","0","50","9","50.0","38","18","4","62","30","1.38","11.21","5.50","3.53","0.4","0.6","13713"
"Tyler Lyons","Cardinals","1","1","3.53","0","19","0","19.0","18","8","2","19","5","1.18","8.88","2.28","3.54","0.2","0.2","11334"
"Carlos Martinez","Cardinals","10","8","3.57","25","25","0","153.0","142","61","13","153","58","1.31","8.98","3.43","3.55","2.8","2.7","11682"
"Joakim Soria","Royals","3","2","3.46","0","50","1","50.0","44","19","5","52","19","1.26","9.33","3.41","3.56","0.5","0.6","6941"
"Dallas Keuchel","Astros","10","7","3.49","23","23","0","153.0","150","60","14","132","43","1.26","7.74","2.53","3.56","3.0","2.9","9434"
"Yu Darvish","Rangers","10","7","3.69","24","24","0","151.0","130","62","18","176","55","1.22","10.46","3.24","3.56","3.2","3.1","13074"
"Anthony Swarzak","White Sox","2","2","3.55","0","42","0","42.0","39","17","5","45","13","1.22","9.45","2.72","3.56","0.6","0.4","7466"
"David Robertson","White Sox","2","2","3.61","0","50","24","50.0","42","20","6","59","20","1.25","10.64","3.68","3.57","0.6","0.5","8241"
"Aaron Nola","Phillies","6","6","3.59","16","16","0","98.0","91","39","11","97","27","1.21","8.90","2.48","3.57","1.9","1.7","16149"
"Seung Hwan Oh","Cardinals","3","2","3.60","0","50","28","50.0","45","20","6","52","15","1.21","9.32","2.73","3.57","0.4","0.4","18719"
"Daniel Winkler","Braves","0","0","3.57","0","8","0","8.0","7","3","1","9","3","1.24","9.85","3.31","3.57","0.1","0.1","12237"
"Pedro Baez","Dodgers","3","2","3.49","0","49","1","49.0","42","19","6","55","18","1.21","10.08","3.25","3.58","0.4","0.3","5420"
"Luke Gregerson","Astros","2","2","3.60","0","41","3","41.0","38","17","4","42","13","1.23","9.05","2.86","3.58","0.4","0.3","4090"
"A.J. Minter","","0","0","3.42","0","1","0","1.0","1","0","0","1","0","1.32","10.01","4.10","3.58","0.0","0.1","sa659284"
"Enny Romero","Nationals","2","1","3.45","0","31","0","31.0","26","12","3","34","13","1.27","10.02","3.72","3.59","0.3","0.3","4001"
"Charlie Morton","Astros","8","6","3.63","20","20","0","110.0","100","44","10","114","40","1.28","9.35","3.30","3.59","2.1","1.9","4676"
"Josh Lowey","","0","0","3.55","0","0","0","1.0","1","0","0","1","0","1.26","8.67","3.01","3.59","0.0","0.0","sa560990"
"Zach McAllister","Indians","2","1","3.59","0","31","0","31.0","27","12","3","33","11","1.23","9.72","3.17","3.60","0.3","0.4","2895"
"Marcus Stroman","Blue Jays","10","8","3.72","24","24","0","153.0","153","63","14","130","44","1.29","7.64","2.57","3.60","3.0","2.8","13431"
"Justin Grimm","Cubs","0","0","3.52","0","8","0","8.0","6","3","1","9","3","1.28","10.38","3.96","3.60","0.1","0.1","11720"
"Chris Hatcher","Dodgers","1","1","3.52","0","23","0","23.0","20","9","3","24","8","1.22","9.67","3.12","3.60","0.2","0.1","3299"
"Adam Ottavino","Rockies","3","2","3.80","0","49","7","49.0","44","21","5","55","20","1.31","10.02","3.64","3.61","0.6","0.7","1247"
"Phil Maton","","0","0","3.58","0","1","0","1.0","1","0","0","1","0","1.24","9.99","3.39","3.61","0.0","0.1","sa875251"
"Tommy Kahnle","White Sox","2","2","3.50","0","35","0","35.0","27","13","3","45","19","1.34","11.56","4.99","3.61","0.3","0.4","11384"
"Radhames Liz","Pirates","0","0","3.60","0","1","0","1.0","1","0","0","1","0","1.27","9.63","3.47","3.61","0.0","0.1","5843"
"John Holdzkom","Pirates","0","0","3.56","0","1","0","1.0","1","0","0","1","0","1.34","9.91","4.24","3.62","0.0","0.1","9392"
"D.J. Snelten","","0","0","3.30","0","1","0","1.0","1","0","0","1","0","1.34","7.76","3.60","3.62","0.0","0.1","sa549813"
"Trevor May","Twins","0","0","3.66","0","1","0","1.0","1","0","0","1","0","1.21","9.84","2.94","3.62","0.0","0.1","6398"
"Carlos Alvarado","","0","0","3.50","0","1","0","1.0","1","0","0","1","0","1.23","9.22","3.29","3.62","0.0","0.1","sa505053"
"Cory Mazzoni","Padres","0","0","3.58","0","7","0","7.0","7","3","1","8","3","1.25","9.60","3.29","3.62","0.1","0.1","12537"
"Kameron Loe","Braves","0","0","3.66","0","1","0","1.0","1","0","0","1","0","1.30","7.62","2.64","3.63","0.0","0.1","4422"
"Bud Norris","Angels","2","2","3.51","0","48","8","48.0","43","19","5","48","15","1.22","8.94","2.87","3.64","0.3","0.4","9492"
"Alec Mills","Cubs","1","1","3.54","0","15","0","15.0","14","6","2","14","4","1.20","8.52","2.50","3.64","0.2","0.1","13834"
"Kirby Yates","Padres","0","0","3.57","0","1","0","1.0","1","0","0","1","0","1.26","10.51","3.85","3.64","0.0","0.1","9073"
"Jeff Samardzija","Giants","9","8","3.71","24","24","0","151.0","146","62","16","134","38","1.22","8.01","2.29","3.64","2.3","2.1","3254"
"Garrett Richards","Angels","5","4","3.54","12","12","0","71.0","66","28","6","66","26","1.29","8.40","3.28","3.64","1.2","1.2","9784"
"Zack Greinke","Diamondbacks","9","8","3.67","23","23","0","147.0","141","60","17","136","37","1.21","8.33","2.25","3.65","2.8","2.9","1943"
"Alex Reyes","Cardinals","0","0","3.50","0","0","0","1.0","1","0","0","1","1","1.31","11.01","4.71","3.65","0.0","0.0","15015"
"Johnny Cueto","Giants","9","8","3.55","24","24","0","156.0","152","62","15","129","40","1.23","7.46","2.30","3.65","2.5","2.5","6893"
"Adam Liberatore","Dodgers","1","1","3.46","0","19","0","19.0","16","7","2","20","7","1.25","9.70","3.44","3.65","0.2","0.1","10637"
"Frankie Montas","Athletics","2","1","3.66","0","30","0","30.0","27","12","3","33","12","1.28","9.71","3.59","3.66","0.2","0.2","14309"
"Matt Strahm","Royals","1","1","3.45","0","27","0","27.0","22","10","3","30","11","1.23","9.92","3.55","3.66","0.2","0.4","13799"
"Koda Glover","Nationals","3","2","3.68","0","50","20","50.0","46","20","5","50","17","1.27","8.97","3.09","3.66","0.4","0.4","17695"
"Jake Arrieta","Cubs","10","7","3.67","24","24","0","147.0","137","60","15","138","49","1.27","8.46","3.01","3.67","2.6","2.5","4153"
"Marc Rzepczynski","Mariners","2","1","3.39","0","30","0","30.0","27","11","2","30","14","1.36","9.00","4.11","3.67","0.2","0.2","6612"
"Jose Valverde","Mets","0","0","3.76","0","1","0","1.0","1","0","0","1","0","1.24","9.83","3.18","3.68","0.0","0.1","1726"
"Aaron Barrett","","0","0","3.64","0","8","0","8.0","7","3","1","8","3","1.29","9.56","3.60","3.68","0.1","0.1","11243"
"Erik Cordier","Marlins","0","0","3.53","0","1","0","1.0","1","0","0","1","1","1.37","10.80","5.09","3.68","0.0","0.1","4086"
"Jimmie Sherfy","","0","0","3.60","0","7","0","7.0","6","3","1","9","4","1.31","10.25","4.22","3.69","0.1","0.1","sa737897"
"Shae Simmons","Mariners","0","0","3.53","0","8","0","8.0","7","3","1","8","3","1.31","9.46","3.95","3.70","0.1","0.1","14200"
"Dan Otero","Indians","2","2","3.65","0","42","0","42.0","44","17","4","31","10","1.29","6.61","2.15","3.70","0.3","0.3","7385"
"Sammy Solis","Nationals","1","1","3.57","0","23","0","23.0","21","9","2","24","10","1.32","9.46","3.82","3.70","0.2","0.2","11457"
"Robbie Ray","Diamondbacks","8","7","3.68","21","21","0","116.0","99","48","13","133","50","1.28","10.31","3.86","3.70","2.1","2.2","11486"
"Rick Porcello","Red Sox","10","7","3.93","24","24","0","149.0","151","65","18","131","31","1.21","7.89","1.86","3.71","2.9","2.6","2717"
"Jordan Walden","Cardinals","0","0","3.73","0","1","0","1.0","1","0","0","1","0","1.30","9.75","3.88","3.71","0.0","0.1","3271"
"Onelki Garcia","Dodgers","0","0","3.45","0","1","0","1.0","1","0","0","1","0","1.32","9.02","3.78","3.71","0.0","0.1","13674"
"Matt Bowman","Cardinals","2","1","3.69","0","31","0","31.0","32","13","3","24","10","1.35","6.89","2.82","3.72","0.2","0.2","13528"
"Justin Verlander","Tigers","10","8","3.71","25","25","0","159.0","140","65","20","167","51","1.20","9.45","2.88","3.72","3.2","3.1","8700"
"Mike Minor","Royals","2","2","3.65","0","42","1","42.0","38","17","5","43","12","1.20","9.21","2.66","3.72","0.3","0.5","10021"
"Boone Logan","Indians","2","2","3.59","0","34","0","34.0","30","14","4","39","14","1.28","10.09","3.72","3.73","0.3","0.3","5525"
"Will Harris","Astros","2","2","3.76","0","41","0","41.0","39","17","5","41","14","1.26","8.83","2.95","3.73","0.3","0.2","3192"
"Ian Thomas","Dodgers","0","0","3.55","0","1","0","1.0","1","0","0","1","0","1.27","9.13","3.34","3.73","0.0","0.1","13881"
"Paul Sewald","Mets","1","1","3.74","0","11","0","11.0","10","5","1","12","4","1.25","9.64","3.19","3.74","0.1","0.0","13892"
"Jerry Blevins","Mets","2","2","3.63","0","34","0","34.0","30","14","4","38","14","1.28","9.87","3.58","3.74","0.2","0.2","7841"
"Rich Hill","Dodgers","6","5","3.52","16","16","0","92.0","80","36","9","96","36","1.26","9.36","3.53","3.74","1.6","1.6","4806"
"Danny Salazar","Indians","9","7","3.68","22","22","0","129.0","111","53","16","145","50","1.25","10.14","3.47","3.74","2.4","2.5","5867"
"Trevor Hildenberger","","0","0","3.72","0","1","0","1.0","1","0","0","1","0","1.30","8.06","2.97","3.74","0.0","0.1","sa829460"
"Fernando Nieve","","0","0","3.73","0","1","0","1.0","1","0","0","1","0","1.29","9.45","3.50","3.75","0.0","0.1","2173"
"Jay Jackson","Padres","0","0","3.71","0","1","0","1.0","1","0","0","1","0","1.26","9.71","3.40","3.75","0.0","0.1","7432"
"Dylan Floro","Cubs","0","0","3.66","0","1","0","1.0","1","0","0","1","0","1.26","6.52","1.97","3.75","0.0","0.1","13394"
"A.J. Ramos","Marlins","3","2","3.65","0","50","21","50.0","42","20","5","56","25","1.35","10.04","4.58","3.75","0.3","0.4","8350"
"Junichi Tazawa","Marlins","2","1","3.78","0","31","0","31.0","29","13","3","29","10","1.27","8.54","2.98","3.75","0.2","0.2","4079"
"Luis Avilan","Dodgers","2","1","3.46","0","30","0","30.0","27","12","3","31","13","1.33","9.15","3.99","3.75","0.2","0.2","2882"
"Brandon McCarthy","Dodgers","6","5","3.78","17","17","0","96.0","92","40","11","90","28","1.25","8.42","2.61","3.75","1.6","1.3","4662"
"Ryan Madson","Athletics","2","2","3.80","0","49","8","49.0","48","21","5","45","16","1.30","8.17","2.95","3.76","0.3","0.2","1852"
"Jose Torres","Padres","0","0","3.62","0","1","0","1.0","1","0","0","1","0","1.30","9.65","3.76","3.76","0.0","0.1","14957"
"Steven Okert","Giants","1","1","3.53","0","30","0","30.0","26","12","3","30","12","1.28","8.92","3.60","3.76","0.2","0.2","13580"
"Brock Stewart","Dodgers","1","1","3.67","1","9","0","14.0","13","6","2","14","4","1.19","8.97","2.54","3.76","0.2","0.2","16727"
"Matt Grace","Nationals","0","0","3.61","0","8","0","8.0","8","3","1","6","3","1.38","7.25","3.30","3.77","0.0","0.1","11449"
"Sergio Romo","Dodgers","2","2","3.67","0","34","0","34.0","31","14","4","35","10","1.21","9.21","2.74","3.77","0.3","0.2","9817"
"Kenta Maeda","Dodgers","7","6","3.76","20","20","0","111.0","104","46","14","109","30","1.20","8.78","2.40","3.77","1.8","1.6","18498"
"Aaron Poreda","Rangers","0","0","3.65","0","1","0","1.0","1","0","0","1","0","1.31","9.73","3.76","3.77","0.0","0.1","4313"
"Luke Hochevar","","2","2","3.79","0","34","0","34.0","31","15","4","37","12","1.25","9.68","3.21","3.77","0.3","0.2","6943"
"Spencer Patton","Cubs","0","0","3.64","0","1","0","1.0","1","0","0","1","0","1.30","10.37","4.21","3.78","0.0","0.1","12361"
"Tiago Da Silva","","0","0","3.71","0","1","0","1.0","1","0","0","1","0","1.22","8.33","2.49","3.78","0.0","0.1","sa795086"
"Shawn Armstrong","Indians","1","1","3.59","0","23","0","23.0","18","9","2","28","12","1.32","10.83","4.69","3.78","0.2","0.2","12857"
"Mike Kickham","Giants","0","0","3.51","0","1","0","1.0","1","0","0","1","0","1.35","7.75","3.59","3.78","0.0","0.1","11618"
"Jose Flores","","0","0","3.61","0","1","0","1.0","1","0","0","1","0","1.33","7.61","3.40","3.78","0.0","0.1","sa503583"
"Austin Pruitt","Rays","2","2","3.75","1","35","0","40.0","39","17","5","34","9","1.21","7.57","2.00","3.78","0.3","0.3","15290"
"Joe Smith","Blue Jays","3","2","3.70","0","49","1","49.0","46","20","5","47","18","1.30","8.58","3.24","3.79","0.4","0.4","3281"
"Hyun-Jin Ryu","Dodgers","4","3","3.69","10","10","0","54.0","53","22","6","47","15","1.25","7.84","2.51","3.79","0.8","0.8","14444"
"Wade LeBlanc","Pirates","3","2","3.71","2","37","0","48.0","47","20","6","42","13","1.25","7.82","2.35","3.79","0.4","0.3","5221"
"Jo-Jo Reyes","Marlins","0","0","3.68","0","1","0","1.0","1","0","0","1","0","1.31","7.14","2.80","3.80","0.0","0.1","5559"
"Ian Krol","Braves","2","2","3.64","0","43","0","43.0","39","17","4","44","19","1.35","9.27","3.94","3.80","0.2","0.3","10066"
"Brian Duensing","Cubs","2","1","3.57","0","31","0","31.0","28","12","3","29","11","1.28","8.59","3.25","3.80","0.3","0.3","4064"
"Evan Scribner","Mariners","0","0","3.77","0","8","0","8.0","7","3","1","7","2","1.18","8.78","2.22","3.80","0.0","0.1","7525"
"Zach Putnam","White Sox","1","1","3.77","0","19","0","19.0","17","8","2","21","8","1.32","9.75","3.85","3.80","0.2","0.1","9080"
"Silvino Bracho","Diamondbacks","1","1","3.83","0","11","0","11.0","10","5","2","13","4","1.22","10.37","3.24","3.80","0.1","0.1","15051"
"Marcos Mateo","Padres","0","0","3.73","0","1","0","1.0","1","0","0","1","0","1.28","9.92","3.75","3.80","0.0","0.1","6869"
"Eric Yardley","","0","0","3.71","0","1","0","1.0","1","0","0","1","0","1.37","7.16","3.21","3.81","0.0","0.1","sa744476"
"A.J. Schugel","Pirates","1","1","3.86","0","15","0","15.0","15","7","2","13","5","1.31","7.81","2.79","3.81","0.1","0.1","11432"
"Zach Phillips","Pirates","0","0","3.67","0","1","0","1.0","1","0","0","1","0","1.39","8.71","4.09","3.81","0.0","0.1","99"
"T.J. McFarland","Diamondbacks","0","0","3.70","0","1","0","1.0","1","0","0","1","0","1.39","6.72","3.13","3.82","0.0","0.1","3237"
"Drew Steckenrider","","0","0","3.63","0","8","0","8.0","7","3","1","8","4","1.36","9.05","4.33","3.82","0.1","0.1","sa621408"
"Blake Wood","Reds","2","2","3.63","0","42","0","42.0","37","17","4","45","21","1.36","9.68","4.44","3.82","0.3","0.3","1345"
"Zack Weiss","","0","0","3.68","0","1","0","1.0","1","0","0","1","0","1.28","9.94","3.72","3.82","0.0","0.1","sa548466"
"Joe Jimenez","Tigers","1","1","3.67","0","19","0","19.0","16","8","2","22","8","1.25","10.35","3.83","3.82","0.1","0.2","15761"
"Joe Nathan","Giants","0","0","3.72","0","1","0","1.0","1","0","0","1","0","1.32","9.05","3.98","3.82","0.0","0.1","1122"
"Ryan Newell","","0","0","3.77","0","1","0","1.0","1","0","0","1","0","1.36","7.70","3.42","3.82","0.0","0.1","sa658029"
"Julio Urias","Dodgers","6","4","3.58","15","15","0","79.0","69","31","8","82","33","1.30","9.36","3.75","3.83","1.2","1.3","14765"
"Josh Lueke","Rays","0","0","3.72","0","1","0","1.0","1","0","0","1","0","1.25","8.68","2.95","3.83","0.0","0.1","5722"
"Angel Sanchez","","0","0","3.82","0","1","0","1.0","1","0","0","1","0","1.30","7.83","2.87","3.83","0.0","0.1","sa596521"
