"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","playerid"
"Steve Johnson","Mariners","0","0","4.16","0","1","0","1.0","1","0","0","1","0","1.35","8.97","4.07","4.39","0.0","0.1","4053"
"Chris Thomas","","0","0","4.35","0","1","0","1.0","1","0","0","1","0","1.37","7.60","3.29","4.39","0.0","0.0","sa659320"
"Miguel Pena","","0","0","4.23","0","0","0","1.0","1","0","0","1","0","1.37","6.27","2.86","4.39","0.0","0.0","sa501449"
"Dylan Baker","","0","0","4.27","0","1","0","1.0","1","0","0","1","0","1.40","7.37","3.58","4.39","0.0","0.0","sa658002"
"Nick Sarianides","","0","0","4.34","0","1","0","1.0","1","0","0","1","0","1.41","8.63","4.23","4.39","0.0","0.0","sa502369"
"Zach Thornton","","0","0","4.32","0","1","0","1.0","1","0","0","1","0","1.45","6.99","3.67","4.39","0.0","0.0","sa549662"
"Joey Lucchesi","","0","0","4.28","0","0","0","1.0","1","0","0","1","0","1.44","7.47","3.86","4.39","0.0","0.0","sa917967"
"Austin House","","0","0","4.46","0","1","0","1.0","1","0","0","1","0","1.46","7.77","3.89","4.39","0.0","0.0","sa502193"
"Joely Rodriguez","Phillies","1","2","4.13","0","31","0","31.0","32","14","3","24","13","1.44","6.96","3.79","4.39","0.0","0.0","11487"
"John Mincone","","0","0","4.20","0","1","0","1.0","1","0","0","1","0","1.46","7.28","3.98","4.39","0.0","0.0","sa501666"
"Dale Thayer","Padres","0","0","4.42","0","1","0","1.0","1","0","0","1","0","1.39","7.77","3.45","4.39","0.0","0.0","5032"
"Jesse Hahn","Athletics","5","5","4.49","14","21","0","85.0","91","43","9","64","35","1.47","6.71","3.65","4.39","0.7","0.5","13287"
"Stephen Shackleford","","0","0","4.19","0","1","0","1.0","1","0","0","1","0","1.40","8.56","4.23","4.39","0.0","0.0","sa549913"
"Jake Zokan","","0","0","4.14","0","1","0","1.0","1","0","0","1","0","1.34","7.33","3.11","4.39","0.0","0.1","sa737880"
"Tate Scioneaux","","0","0","4.38","0","1","0","1.0","1","0","0","1","0","1.35","7.79","3.24","4.39","0.0","0.0","sa857686"
"Gus Schlosser","Braves","0","0","4.35","0","1","0","1.0","1","0","0","1","0","1.43","7.23","3.71","4.39","0.0","0.0","12321"
"Jayson Aquino","Orioles","2","2","4.17","0","35","0","35.0","36","16","4","26","12","1.38","6.61","3.00","4.40","0.2","0.1","13150"
"Erik Goeddel","Mets","0","0","4.36","0","8","0","8.0","7","4","1","7","3","1.42","8.46","4.09","4.40","0.0","0.0","11712"
"Ben Taylor","Red Sox","1","1","4.41","0","19","0","19.0","18","9","3","18","8","1.38","8.39","3.79","4.40","0.0","0.1","18114"
"C.J. Wilson","Angels","0","0","4.21","0","0","0","1.0","1","0","0","1","0","1.40","7.47","3.81","4.40","0.0","0.0","3580"
"Hiroki Kuroda","Yankees","0","0","4.39","0","0","0","1.0","1","0","0","1","0","1.32","6.49","2.15","4.40","0.0","0.0","3283"
"Rob Scahill","Brewers","1","1","4.46","0","26","0","26.0","28","13","3","21","11","1.48","7.17","3.76","4.40","0.0","0.0","9286"
"Andre Rienzo","Marlins","0","0","4.33","0","1","0","1.0","1","0","0","1","0","1.46","7.72","4.29","4.40","0.0","0.0","3507"
"Noe Ramirez","Red Sox","1","1","4.35","0","11","0","11.0","11","6","2","10","5","1.37","8.18","3.67","4.40","0.0","0.0","12800"
"Beck Wheeler","","0","0","4.26","0","1","0","1.0","1","0","0","1","1","1.46","9.12","4.93","4.40","0.0","0.0","sa578922"
"Josh Wall","Angels","0","0","4.22","0","1","0","1.0","1","0","0","1","0","1.39","7.72","3.76","4.40","0.0","0.0","4436"
"Brian Broderick","Royals","0","0","4.27","0","1","0","1.0","1","0","0","1","0","1.41","6.45","3.40","4.40","0.0","0.0","3773"
"Jose Cisnero","Astros","0","0","4.31","0","1","0","1.0","1","0","0","1","0","1.41","8.95","4.30","4.40","0.0","0.0","6399"
"Brad Peacock","Astros","3","3","4.40","5","35","0","57.0","53","28","8","58","24","1.36","9.06","3.83","4.40","0.2","0.2","5401"
"Dan Straily","Marlins","8","8","4.38","22","22","0","131.0","125","64","18","119","51","1.34","8.20","3.48","4.40","1.1","1.2","9460"
"Kyle Drabek","Diamondbacks","0","0","4.32","0","1","0","1.0","1","0","0","1","0","1.45","6.65","3.57","4.40","0.0","0.0","4359"
"Alex Claudio","Rangers","2","2","4.31","4","22","0","39.0","43","19","4","25","13","1.44","5.81","3.04","4.40","0.2","0.2","12890"
"Frank Herrmann","Phillies","0","0","4.29","0","1","0","1.0","1","0","0","1","0","1.31","8.53","3.23","4.40","0.0","0.0","7960"
"Ben Heller","Yankees","1","1","4.26","0","12","0","12.0","11","6","2","12","5","1.38","9.30","4.24","4.40","0.0","0.0","15100"
"Jeff Locke","Marlins","2","2","4.34","5","5","0","28.0","30","13","3","20","11","1.45","6.37","3.51","4.40","0.3","0.2","2929"
"Nick Pivetta","Phillies","1","2","4.31","4","12","0","29.0","27","14","4","28","12","1.35","8.61","3.67","4.41","0.2","0.2","15454"
"Jhan Marinez","Brewers","0","0","4.41","0","1","0","1.0","1","0","0","1","0","1.46","8.25","4.23","4.41","0.0","0.0","5830"
"David Roseboom","","0","0","4.20","0","1","0","1.0","1","0","0","1","0","1.44","7.80","4.11","4.41","0.0","0.0","sa550321"
"Sergio Santos","Yankees","0","0","4.34","0","1","0","1.0","1","0","0","1","0","1.41","8.70","4.07","4.41","0.0","0.0","4734"
"Seth Lugo","Mets","1","1","4.41","2","10","0","22.0","22","11","3","18","7","1.35","7.46","2.97","4.41","0.1","0.1","12447"
"Sean Marshall","","2","2","4.19","0","42","0","42.0","43","20","4","33","19","1.47","7.10","4.12","4.41","0.0","0.1","5905"
"Daniel Burawa","Braves","0","0","4.26","0","1","0","1.0","1","0","0","1","1","1.54","8.40","5.28","4.41","0.0","0.0","11397"
"Victor Marte","Cardinals","0","0","4.31","0","1","0","1.0","1","0","0","1","0","1.48","7.59","4.36","4.41","0.0","0.0","5158"
"Williams Perez","Braves","0","0","4.47","0","0","0","1.0","1","0","0","1","0","1.45","6.57","3.39","4.41","0.0","0.0","11592"
"Jonathan Cornelius","","0","0","4.27","0","1","0","1.0","1","0","0","1","0","1.38","6.81","3.11","4.41","0.0","0.0","sa598475"
"Scott Downs","Royals","0","0","4.17","0","1","0","1.0","1","0","0","1","0","1.51","6.12","4.13","4.41","0.0","0.0","773"
"Evan Marshall","Mariners","0","0","4.24","0","8","0","8.0","8","4","1","6","3","1.44","7.00","3.81","4.42","0.0","0.0","12297"
"Thomas Lee","","0","0","4.41","0","1","0","1.0","1","0","0","1","0","1.36","6.07","2.47","4.42","0.0","0.0","sa659442"
"David Bromberg","","0","0","4.48","0","0","0","1.0","1","0","0","1","0","1.37","7.86","3.30","4.42","0.0","0.0","sa326256"
"Adam Warren","Yankees","2","3","4.29","1","44","0","50.0","49","24","7","44","19","1.38","7.92","3.50","4.42","0.2","0.1","9029"
"Michael Mariot","Phillies","0","0","4.31","0","1","0","1.0","1","0","0","1","0","1.38","9.03","4.11","4.42","0.0","0.0","10835"
"Ian Kennedy","Royals","7","7","4.41","20","20","0","115.0","110","57","17","109","41","1.32","8.49","3.22","4.42","1.3","1.4","6986"
"Junior Guerra","Brewers","6","7","4.51","20","20","0","112.0","112","56","15","103","45","1.40","8.30","3.64","4.42","1.4","1.1","5702"
"Duane Underwood Jr.","","0","0","4.22","0","8","0","8.0","7","4","1","7","3","1.41","7.83","3.98","4.42","0.0","0.0","sa657936"
"Louis Distasio","","0","0","4.32","0","1","0","1.0","1","0","0","1","0","1.41","8.00","3.90","4.42","0.0","0.0","sa876085"
"Daniel Mengden","Athletics","1","1","4.46","2","2","0","14.0","14","7","2","12","6","1.41","7.70","3.70","4.42","0.1","0.2","16980"
"Josh Edgin","Mets","1","1","4.29","0","27","0","27.0","26","13","3","25","13","1.44","8.30","4.24","4.42","0.0","-0.1","10796"
"Michael Kirkman","Brewers","0","0","4.30","0","1","0","1.0","1","0","0","1","1","1.51","8.68","4.93","4.42","0.0","0.0","9877"
"Alex Powers","","0","0","4.24","0","1","0","1.0","1","0","0","1","0","1.37","8.55","3.89","4.42","0.0","0.0","sa621533"
"P.J. Conlon","","0","0","4.29","0","0","0","1.0","1","0","0","1","0","1.33","6.97","2.66","4.42","0.0","0.0","sa857544"
"Jon Niese","Mets","0","0","4.41","0","0","0","1.0","1","0","0","1","0","1.43","6.53","3.10","4.42","0.0","0.0","4424"
"Forrest Snow","","0","0","4.37","0","1","0","1.0","1","0","0","1","0","1.33","8.89","3.44","4.42","0.0","0.0","sa549462"
"Warwick Saupold","Tigers","1","1","4.28","0","15","0","15.0","15","7","2","12","6","1.38","7.18","3.39","4.42","0.0","0.0","13211"
"Jake Dunning","Giants","0","0","4.24","0","1","0","1.0","1","0","0","1","0","1.46","6.87","4.11","4.42","0.0","0.0","10803"
"Andrew Albers","Twins","0","0","4.35","0","1","0","1.0","1","0","0","1","0","1.35","6.59","2.63","4.42","0.0","0.0","7853"
"Brandon Sisk","","0","0","4.18","0","1","0","1.0","1","0","0","1","0","1.38","8.10","3.86","4.43","0.0","0.0","sa458869"
"Mason Melotakis","","0","0","4.27","0","8","0","8.0","8","4","1","7","4","1.45","7.61","4.08","4.43","0.0","0.0","sa621016"
"Yohander Mendez","Rangers","0","0","4.20","0","8","0","8.0","7","4","1","7","3","1.39","8.26","3.95","4.43","0.0","0.0","14391"
"Josh Smith","Athletics","1","1","4.42","0","15","0","15.0","15","7","2","13","5","1.36","7.66","3.25","4.43","0.0","0.0","10946"
"Christopher Rearick","Padres","0","0","4.21","0","1","0","1.0","1","0","0","1","0","1.46","7.97","4.36","4.43","0.0","0.0","11050"
"Jeanmar Gomez","Phillies","2","2","4.32","0","43","1","43.0","45","21","5","32","15","1.42","6.75","3.25","4.43","0.0","0.0","9033"
"John Ely","Dodgers","0","0","4.26","0","1","0","1.0","1","0","0","1","0","1.41","7.16","3.52","4.43","0.0","0.0","6132"
"Ryan Yarbrough","","0","0","4.18","0","0","0","1.0","1","0","0","1","0","1.35","6.63","2.99","4.43","0.0","0.0","sa738545"
"Corey Copping","","0","0","4.25","0","1","0","1.0","1","0","0","1","0","1.41","8.26","4.17","4.43","0.0","0.0","sa875831"
"J.B. Wendelken","Athletics","0","0","4.39","0","8","0","8.0","7","4","1","7","3","1.38","8.56","3.85","4.43","0.0","0.0","14506"
"Matt Tomshaw","","0","0","4.31","0","0","0","1.0","1","0","0","1","0","1.36","6.21","2.81","4.43","0.0","0.0","sa598974"
"Elvis Araujo","Phillies","0","0","4.16","0","1","0","1.0","1","0","0","1","1","1.45","8.78","4.72","4.43","0.0","0.0","12854"
"Alexi Ogando","Braves","0","0","4.35","0","1","0","1.0","1","0","0","1","0","1.46","8.36","4.49","4.43","0.0","0.0","10261"
"Scott McGough","Marlins","0","0","4.29","0","1","0","1.0","1","0","0","1","0","1.48","6.89","4.24","4.43","0.0","0.0","12056"
"Kevin Comer","","0","0","4.29","0","1","0","1.0","1","0","0","1","0","1.39","8.32","3.95","4.43","0.0","0.0","sa597802"
"Cole Sulser","","0","0","4.30","0","1","0","1.0","1","0","0","1","0","1.33","7.54","3.10","4.43","0.0","0.0","sa738350"
"Tony Sipp","Astros","2","2","4.27","0","34","0","34.0","31","16","5","34","14","1.35","8.97","3.83","4.43","0.0","0.1","8280"
"Nick Kingham","","0","0","4.51","1","1","0","7.0","7","4","1","5","2","1.39","6.73","2.94","4.43","0.1","0.0","sa548285"
"Hoby Milner","","0","0","4.14","0","1","0","1.0","1","0","0","1","0","1.31","7.97","3.19","4.43","0.0","0.1","sa503539"
"Dillon Overton","Mariners","2","2","4.19","1","28","0","33.0","33","15","5","27","9","1.25","7.41","2.34","4.43","0.0","0.1","15627"
"Javy Guerra","Angels","0","0","4.12","0","1","0","1.0","1","0","0","1","1","1.45","8.11","4.64","4.43","0.0","0.1","7407"
"Rodolfo Martinez","","0","0","4.23","0","1","0","1.0","1","0","0","1","1","1.49","7.40","4.62","4.43","0.0","0.0","sa206642"
"Tim Crabbe","","0","0","4.39","0","1","0","1.0","1","0","0","1","0","1.41","7.70","3.77","4.43","0.0","0.0","sa501702"
"Paul Fry","","0","0","4.14","0","8","0","8.0","7","3","1","7","4","1.48","8.69","4.92","4.43","0.0","0.0","sa738159"
"Waldis Joaquin","Tigers","0","0","4.26","0","1","0","1.0","1","0","0","1","0","1.42","6.84","3.65","4.43","0.0","0.0","6580"
"John Fasola","","0","0","4.40","0","1","0","1.0","1","0","0","1","0","1.39","7.96","3.59","4.43","0.0","0.0","sa550022"
"Omar Bencomo","","0","0","4.41","0","0","0","1.0","1","0","0","1","0","1.35","6.62","2.83","4.43","0.0","0.0","sa503950"
"Colton Murray","Phillies","0","0","4.22","0","1","0","1.0","1","0","0","1","0","1.37","8.92","4.13","4.44","0.0","0.0","12264"
"Wei-Chung Wang","Brewers","0","0","4.42","0","1","0","1.0","1","0","0","1","0","1.38","7.49","2.99","4.44","0.0","0.0","14382"
"Ralston Cash","","0","0","4.19","0","1","0","1.0","1","0","0","1","1","1.43","8.70","4.66","4.44","0.0","0.0","sa548277"
"Aaron Laffey","Rockies","0","0","4.48","0","1","0","1.0","1","0","0","1","0","1.44","6.53","3.02","4.44","0.0","0.0","6248"
"Jeff Manship","Indians","0","0","4.31","0","1","0","1.0","1","0","0","1","0","1.43","7.50","3.92","4.44","0.0","0.0","6865"
"Adrian Salcedo","","0","0","4.43","0","1","0","1.0","1","0","0","1","0","1.45","7.30","3.85","4.44","0.0","0.0","sa504003"
"Jaron Long","","0","0","4.50","0","0","0","1.0","1","1","0","1","0","1.39","5.89","2.46","4.44","0.0","0.0","sa706969"
"Ismael Guillon","","0","0","4.10","0","1","0","1.0","1","0","0","1","1","1.38","9.72","4.60","4.44","0.0","0.1","sa550236"
"Kyle Bartsch","","0","0","4.25","0","1","0","1.0","1","0","0","1","0","1.44","7.10","3.83","4.44","0.0","0.0","sa737840"
"Jairo Heredia","","0","0","4.34","0","0","0","1.0","1","0","0","1","0","1.36","7.40","3.22","4.44","0.0","0.0","sa392471"
"Eric Alonzo","","0","0","4.21","0","1","0","1.0","1","0","0","1","0","1.37","6.89","3.30","4.44","0.0","0.0","sa829845"
"Chris Perez","Dodgers","0","0","4.37","0","1","0","1.0","1","0","0","1","0","1.40","8.10","3.82","4.44","0.0","0.0","5213"
"Chad Girodo","Blue Jays","0","0","4.29","0","1","0","1.0","1","0","0","1","0","1.42","6.62","3.37","4.44","0.0","0.0","15542"
"Matt Montgomery","","0","0","4.47","0","0","0","1.0","1","0","0","1","0","1.43","6.38","3.33","4.44","0.0","0.0","sa501634"
"Joe Mantiply","Tigers","0","0","4.19","0","1","0","1.0","1","0","0","1","0","1.36","7.18","3.22","4.44","0.0","0.0","14857"
"Antonio Bastardo","Pirates","1","1","4.37","0","19","0","19.0","18","9","2","19","9","1.41","8.77","4.35","4.44","0.0","-0.1","8844"
"Jonathan Sanchez","Pirates","0","0","4.45","0","0","0","1.0","1","0","0","1","0","1.41","7.40","3.44","4.44","0.0","0.0","7507"
"Lucas Luetge","Mariners","0","0","4.11","0","1","0","1.0","1","0","0","1","0","1.43","7.89","4.28","4.45","0.0","0.1","8337"
"Nick Maronde","Angels","0","0","4.10","0","1","0","1.0","1","0","0","1","0","1.38","7.99","3.99","4.45","0.0","0.1","12530"
"Tyler Kinley","","0","0","4.33","0","1","0","1.0","1","0","0","1","0","1.47","7.76","4.49","4.45","0.0","0.0","sa738149"
"Cody Ege","Angels","0","0","4.00","0","1","0","1.0","1","0","0","1","0","1.41","7.60","4.17","4.45","0.0","0.1","15928"
"Andrew Oliver","Brewers","0","0","4.27","0","1","0","1.0","1","0","0","1","1","1.48","9.64","5.16","4.45","0.0","0.0","10257"
"Louis Coleman","Dodgers","0","0","4.21","0","1","0","1.0","1","0","0","1","0","1.35","8.84","3.92","4.45","0.0","0.0","9720"
"Giovanni Soto","Indians","0","0","4.11","0","1","0","1.0","1","0","0","1","1","1.51","8.05","5.00","4.45","0.0","0.1","10330"
"Ryan Beckman","","0","0","4.32","0","1","0","1.0","1","0","0","1","0","1.50","7.09","4.41","4.45","0.0","0.0","sa501977"
"Brian Rauh","","0","0","4.49","0","0","0","1.0","1","0","0","1","0","1.43","6.63","3.25","4.45","0.0","0.0","sa658170"
"Dustin McGowan","Marlins","2","2","4.30","0","34","0","34.0","33","16","4","30","18","1.48","7.95","4.71","4.45","-0.1","-0.1","8600"
"Adam Hofacket","","0","0","4.24","0","1","0","1.0","1","0","0","1","0","1.37","7.19","3.44","4.45","0.0","0.0","sa875282"
"Kevin Vance","","0","0","4.40","0","1","0","1.0","1","0","0","1","0","1.41","8.05","3.96","4.45","0.0","0.0","sa577745"
"Jarlin Garcia","Marlins","0","0","4.33","1","1","0","7.0","7","3","1","5","3","1.40","6.84","3.42","4.45","0.1","0.0","18282"
"Tyler Olson","Yankees","0","0","4.19","0","1","0","1.0","1","0","0","1","0","1.33","7.95","3.25","4.45","0.0","0.0","14741"
"Joseph Colon","Indians","1","1","4.28","0","19","0","19.0","19","9","2","17","8","1.40","7.87","3.92","4.45","0.0","0.0","4920"
"Gabriel Alfaro","","0","0","4.33","0","1","0","1.0","1","0","0","1","1","1.49","8.00","4.60","4.45","0.0","0.0","sa294420"
"Jake Winston","","0","0","4.41","0","1","0","1.0","1","0","0","1","0","1.48","7.28","4.17","4.46","0.0","0.0","sa918371"
"Austin Kubitza","","0","0","4.21","0","1","0","1.0","1","0","0","1","0","1.47","6.32","3.87","4.46","0.0","0.0","sa548355"
"Clay Buchholz","Phillies","0","0","4.38","0","0","0","1.0","1","0","0","1","0","1.37","7.28","3.14","4.46","0.0","0.0","3543"
"Alan Busenitz","","0","0","4.39","0","1","0","1.0","1","0","0","1","0","1.44","7.21","3.78","4.46","0.0","0.0","sa738393"
"Jheyson Manzueta","","0","0","4.38","0","1","0","1.0","1","0","0","1","0","1.49","6.89","4.15","4.46","0.0","0.0","sa506843"
"Brian Matusz","Cubs","0","0","4.21","0","1","0","1.0","1","0","0","1","0","1.37","8.24","3.78","4.46","0.0","0.0","2646"
"Kyuji Fujikawa","Rangers","0","0","4.37","0","1","0","1.0","1","0","0","1","0","1.42","8.50","4.18","4.46","0.0","0.0","14443"
"Cody Anderson","Indians","1","1","4.39","2","2","0","14.0","14","7","2","11","4","1.34","7.08","2.83","4.46","0.1","0.2","12799"
"Alex Wilson","Tigers","2","2","4.41","0","42","1","42.0","44","21","5","32","14","1.38","6.69","3.02","4.46","0.0","0.0","9239"
"Andrew Bellatti","Rays","0","0","4.24","0","1","0","1.0","1","0","0","1","0","1.36","8.28","3.82","4.46","0.0","0.0","10657"
"Stephen Fife","Dodgers","0","0","4.35","0","0","0","1.0","1","0","0","1","0","1.40","6.35","3.03","4.46","0.0","0.0","8077"
"Brent Honeywell","","0","0","4.29","0","0","0","1.0","1","0","0","1","0","1.28","7.92","2.90","4.46","0.0","0.0","sa828706"
"Kevin Munson","","0","0","4.24","0","1","0","1.0","1","0","0","1","1","1.42","8.89","4.60","4.46","0.0","0.0","sa526289"
"P.J. Francescon","","0","0","4.24","0","1","0","1.0","1","0","0","1","0","1.42","7.86","4.12","4.46","0.0","0.0","sa599399"
"Damien Magnifico","Angels","0","0","4.17","0","8","0","8.0","7","3","1","6","4","1.47","7.24","4.40","4.46","0.0","0.0","13395"
"Tommy Layne","Yankees","2","2","4.15","0","35","0","35.0","34","16","4","30","17","1.47","7.69","4.34","4.46","0.1","0.1","7501"
"Austin Bibens-Dirkx","","1","1","4.37","0","11","0","11.0","11","5","2","9","3","1.30","7.48","2.68","4.46","0.0","0.0","sa327879"
"Dallas Beeler","Cubs","0","0","4.31","0","0","0","1.0","1","0","0","1","0","1.44","6.13","3.42","4.46","0.0","0.0","11471"
"Logan Taylor","","0","0","4.38","0","1","0","1.0","1","0","0","1","0","1.49","7.65","4.44","4.46","0.0","0.0","sa658168"
"Edward Mujica","Athletics","0","0","4.49","0","1","0","1.0","1","0","0","1","0","1.34","6.42","2.37","4.46","0.0","0.0","3970"
"Ryan Halstead","","0","0","4.32","0","1","0","1.0","1","0","0","1","0","1.44","7.08","3.97","4.47","0.0","0.0","sa549980"
"Jason Motte","Braves","1","1","4.53","0","27","0","27.0","28","14","4","23","10","1.39","7.75","3.29","4.47","-0.1","-0.1","5861"
"Jason Stoffel","","0","0","4.35","0","1","0","1.0","1","0","0","1","0","1.38","8.88","3.99","4.47","0.0","0.0","sa501226"
"Elliot Morris","","0","0","4.33","0","1","0","1.0","1","0","0","1","0","1.41","7.55","3.80","4.47","0.0","0.0","sa737798"
"Carlos Hernandez","","0","0","4.35","0","0","0","1.0","1","0","0","1","0","1.33","5.81","2.17","4.47","0.0","0.0","sa393410"
"Dinelson Lamet","","0","0","4.33","0","0","0","1.0","1","0","0","1","1","1.43","9.06","4.66","4.47","0.0","0.0","sa843182"
"Adam Wilk","Twins","2","2","4.39","3","26","0","38.0","40","18","6","28","10","1.31","6.79","2.29","4.47","0.2","0.2","8421"
"Andrew Kittredge","","0","0","4.28","0","1","0","1.0","1","0","0","1","0","1.35","7.71","3.46","4.47","0.0","0.0","sa577676"
"Joe Thatcher","Astros","0","0","4.34","0","1","0","1.0","1","0","0","1","0","1.38","8.24","3.65","4.47","0.0","0.0","4620"
"Esmil Rogers","Yankees","0","0","4.37","0","1","0","1.0","1","0","0","1","0","1.37","7.75","3.26","4.47","0.0","0.0","6317"
"Cole Kimball","","0","0","4.37","0","1","0","1.0","1","0","0","1","0","1.45","8.23","4.39","4.47","0.0","0.0","9480"
"Sam Holland","","0","0","4.23","0","1","0","1.0","1","0","0","1","0","1.38","6.97","3.44","4.47","0.0","0.0","sa739649"
"Brandon Cunniff","Braves","0","0","4.31","0","1","0","1.0","1","0","0","1","1","1.49","8.56","4.96","4.47","0.0","0.0","11509"
"Brent Suter","Brewers","1","1","4.37","0","23","0","23.0","24","11","3","18","6","1.34","7.01","2.50","4.47","0.1","0.0","13942"
"Jason Urquidez","","0","0","4.30","0","1","0","1.0","1","0","0","1","0","1.42","7.92","4.09","4.47","0.0","0.0","sa294706"
"Brooks Brown","Rockies","0","0","4.62","0","1","0","1.0","1","1","0","1","0","1.46","7.48","3.67","4.47","0.0","0.0","5679"
"Anthony Varvaro","Red Sox","0","0","4.55","0","1","0","1.0","1","1","0","1","0","1.45","7.06","3.66","4.47","0.0","0.0","2385"
"Anthony Ferrara","","0","0","4.30","0","1","0","1.0","1","0","0","1","0","1.44","7.37","3.92","4.48","0.0","0.0","sa454787"
"Randy Boone","","0","0","4.44","0","1","0","1.0","1","0","0","1","0","1.39","7.69","3.51","4.48","0.0","0.0","sa389685"
"Colten Brewer","","0","0","4.34","0","1","0","1.0","1","0","0","1","0","1.40","7.57","3.55","4.48","0.0","0.0","sa597829"
"Matt Anderson","","0","0","4.32","0","1","0","1.0","1","0","0","1","0","1.37","6.99","3.20","4.48","0.0","0.0","sa602589"
"Jose Urena","Marlins","6","7","4.47","17","33","0","112.0","119","56","13","80","42","1.43","6.38","3.32","4.48","0.7","0.6","11589"
"Sam LeCure","Reds","0","0","4.30","0","1","0","1.0","1","0","0","1","0","1.37","7.70","3.47","4.48","0.0","0.0","4664"
"Kyle Gibson","Twins","4","5","4.55","13","13","0","72.0","78","36","8","51","27","1.46","6.35","3.36","4.48","0.7","0.7","10123"
"Sam Bragg","","0","0","4.36","0","1","0","1.0","1","0","0","1","0","1.40","7.70","3.76","4.48","0.0","0.0","sa738235"
"Merrill Kelly","","0","0","4.37","0","0","0","1.0","1","0","0","1","0","1.36","7.19","3.23","4.48","0.0","0.0","sa552177"
"Mitch Lambson","","0","0","4.35","0","1","0","1.0","1","0","0","1","0","1.39","8.72","3.87","4.48","0.0","0.0","sa577012"
"Joe Gardner","","0","0","4.45","0","0","0","1.0","1","0","0","1","0","1.40","6.28","3.01","4.48","0.0","0.0","sa501227"
"Ryan Chaffee","","0","0","4.34","0","1","0","1.0","1","0","0","1","1","1.51","7.79","4.88","4.48","0.0","0.0","sa454506"
"Jimmy Nelson","Brewers","5","7","4.72","17","17","0","97.0","101","51","12","84","40","1.45","7.79","3.68","4.48","1.1","0.6","10547"
"RJ Hively","","0","0","4.46","0","0","0","1.0","1","0","0","1","0","1.45","7.42","3.93","4.48","0.0","0.0","sa549748"
"Jared Hughes","Brewers","1","2","4.55","0","30","0","30.0","33","15","3","21","13","1.52","6.39","3.77","4.48","0.0","-0.1","9325"
"Connor Overton","","0","0","4.28","0","1","0","1.0","1","0","0","1","1","1.47","7.63","4.63","4.48","0.0","0.0","sa829179"
"Donnie Hart","Orioles","2","1","4.28","0","31","0","31.0","31","15","4","25","12","1.40","7.26","3.46","4.48","0.1","0.1","15306"
"Jared Lakind","","0","0","4.27","0","1","0","1.0","1","0","0","1","1","1.50","7.61","4.58","4.48","0.0","0.0","sa549657"
"Ryan Horstman","","0","0","4.09","0","1","0","1.0","1","0","0","1","1","1.48","9.12","5.39","4.48","0.0","0.1","sa737780"
"Ervin Santana","Twins","9","10","4.60","25","25","0","158.0","164","81","23","131","55","1.38","7.43","3.10","4.48","1.6","1.4","3200"
"Matt Belisle","Twins","2","2","4.50","0","43","0","43.0","46","22","5","31","16","1.44","6.51","3.26","4.48","0.0","0.0","1837"
"Luis Mateo","","0","0","4.38","0","1","0","1.0","1","0","0","1","0","1.47","7.39","4.09","4.48","0.0","0.0","sa597557"
"Jose Valdez","Astros","0","0","4.37","0","1","0","1.0","1","0","0","1","0","1.39","7.41","3.45","4.48","0.0","0.0","3217"
"Rafael Dolis","Cubs","0","0","4.24","0","1","0","1.0","1","0","0","1","1","1.50","7.95","4.84","4.48","0.0","0.0","4185"
"Victor Arano","","0","0","4.30","0","1","0","1.0","1","0","0","1","0","1.32","7.93","3.12","4.48","0.0","0.0","sa739831"
"Shane Dyer","","0","0","4.29","0","1","0","1.0","1","0","0","1","0","1.41","7.70","3.83","4.48","0.0","0.0","sa328214"
"Greg Nappo","","0","0","4.20","0","1","0","1.0","1","0","0","1","0","1.40","7.89","4.12","4.49","0.0","0.0","sa599112"
"Yacksel Rios","","0","0","4.23","0","1","0","1.0","1","0","0","1","0","1.39","8.32","4.05","4.49","0.0","0.0","sa599007"
"Connor Grey","","0","0","4.54","0","0","0","1.0","1","1","0","1","0","1.40","7.45","3.43","4.49","0.0","0.0","sa918420"
"Robert Dugger","","0","0","4.32","0","1","0","1.0","1","0","0","1","0","1.44","7.02","3.83","4.49","0.0","0.0","sa918433"
"JC Ramirez","Angels","6","6","4.38","17","24","0","105.0","107","51","13","82","40","1.40","7.02","3.43","4.49","0.7","0.7","8302"
"Joel Effertz","","0","0","4.44","0","1","0","1.0","1","0","0","1","0","1.48","6.97","4.15","4.49","0.0","0.0","sa503214"
"Rafael Soriano","Cubs","0","0","4.38","0","1","0","1.0","1","0","0","1","0","1.35","7.77","3.34","4.49","0.0","0.0","1100"
"J.P. Howell","Blue Jays","1","1","4.36","0","23","0","23.0","24","11","3","17","10","1.47","6.86","3.89","4.49","0.0","0.0","8245"
"Jesse Biddle","","0","0","4.26","0","1","0","1.0","1","0","0","1","0","1.46","7.79","4.35","4.49","0.0","0.0","sa548186"
"Jean Machi","Mariners","1","1","4.32","0","19","0","19.0","19","9","2","14","7","1.41","6.75","3.37","4.49","0.0","0.0","3220"
"Jeff Ibarra","","0","0","4.21","0","1","0","1.0","1","0","0","1","0","1.45","7.68","4.27","4.49","0.0","0.0","sa502106"
"Brandon Waddell","","0","0","4.32","0","0","0","1.0","1","0","0","1","1","1.54","6.85","4.55","4.49","0.0","0.0","sa875075"
