"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","playerid"
"Andrew Miller","Indians","4","2","2.24","0","58","16","58.0","39","14","4","86","17","0.96","13.42","2.57","2.09","1.5","1.5","6785"
"Dellin Betances","Yankees","3","2","2.48","0","58","2","58.0","38","16","4","88","23","1.06","13.65","3.62","2.36","1.4","1.3","6216"
"Aroldis Chapman","Yankees","4","2","2.33","0","58","31","58.0","35","15","5","93","24","1.02","14.42","3.73","2.37","1.4","1.4","10233"
"Clayton Kershaw","Dodgers","15","7","2.39","28","28","0","190.0","151","50","16","227","32","0.97","10.78","1.54","2.40","6.6","6.2","2036"
"Kenley Jansen","Dodgers","3","2","2.63","0","57","34","57.0","40","17","6","80","14","0.95","12.64","2.27","2.46","1.3","1.1","3096"
"Zach Britton","Orioles","3","2","2.54","0","58","28","58.0","49","16","3","66","19","1.18","10.21","3.01","2.68","1.2","1.2","3240"
"Noah Syndergaard","Mets","12","9","2.98","28","28","0","176.0","147","58","15","211","42","1.07","10.75","2.14","2.68","5.3","4.2","11762"
"Craig Kimbrel","Red Sox","3","2","2.79","0","57","31","57.0","40","18","5","83","24","1.11","13.01","3.77","2.70","1.1","1.2","6655"
"Mark Melancon","Giants","3","2","2.84","0","57","33","57.0","51","18","4","57","14","1.14","8.97","2.23","2.85","0.8","0.9","4264"
"Trevor Rosenthal","Cardinals","3","2","2.85","0","57","1","57.0","43","18","4","76","25","1.19","11.91","3.92","2.88","0.9","0.9","10745"
"Stephen Strasburg","Nationals","11","7","3.19","24","24","0","149.0","128","53","15","177","40","1.12","10.67","2.40","2.99","3.9","3.6","10131"
"Ken Giles","Astros","3","2","3.02","0","57","24","57.0","43","19","5","76","22","1.14","11.86","3.44","2.99","0.9","0.9","12910"
"Wade Davis","Cubs","3","2","2.90","0","57","32","57.0","45","18","5","69","20","1.14","10.85","3.16","2.99","0.9","1.0","7441"
"Edwin Diaz","Mariners","3","2","2.93","0","57","30","57.0","44","19","5","70","18","1.10","11.05","2.90","3.01","0.9","1.0","14710"
"Max Scherzer","Nationals","13","7","3.16","27","27","0","179.0","147","63","21","221","44","1.06","11.06","2.20","3.02","4.9","4.5","3137"
"Brett Cecil","Cardinals","2","2","3.02","0","40","0","40.0","33","13","3","46","14","1.19","10.38","3.14","3.06","0.6","0.6","2660"
"Cody Allen","Indians","3","2","3.09","0","58","17","58.0","44","20","6","75","22","1.15","11.64","3.46","3.09","0.9","0.9","12183"
"James Hoyt","Astros","1","1","3.11","0","22","0","22.0","17","8","2","28","9","1.18","11.40","3.48","3.09","0.3","0.4","14605"
"Jeurys Familia","Mets","3","3","3.07","0","57","33","57.0","49","20","4","65","23","1.25","10.14","3.60","3.09","0.8","0.7","5114"
"Pedro Strop","Cubs","3","2","2.94","0","49","0","49.0","38","16","4","59","20","1.21","10.92","3.79","3.10","0.7","0.7","4070"
"Madison Bumgarner","Giants","7","5","3.10","16","16","0","102.0","88","35","11","111","24","1.10","9.78","2.15","3.13","2.4","2.2","5524"
"Chris Sale","Red Sox","14","8","3.25","28","28","0","190.0","163","68","21","216","42","1.08","10.22","1.98","3.13","4.8","5.0","10603"
"Sean Doolittle","Athletics","3","3","3.19","0","57","10","57.0","46","20","7","69","16","1.09","10.81","2.55","3.18","0.9","0.7","1581"
"Carter Capps","Padres","2","2","3.18","0","36","0","36.0","28","13","3","44","15","1.20","11.26","3.71","3.18","0.5","0.5","12803"
"Hector Rondon","Cubs","2","2","3.17","0","40","0","40.0","34","14","4","44","12","1.16","9.96","2.77","3.19","0.6","0.6","2391"
"Shawn Kelley","Nationals","3","2","3.25","0","57","20","57.0","48","21","6","70","19","1.16","10.90","2.94","3.19","0.8","0.8","7773"
"Will Smith","Giants","0","0","3.07","0","1","0","1.0","1","0","0","1","0","1.22","10.69","3.71","3.19","0.0","0.1","8048"
"Felipe Rivero","Pirates","3","2","3.11","0","49","1","49.0","41","17","4","55","18","1.22","10.11","3.34","3.20","0.6","0.6","12076"
"Josh Smoker","Mets","2","2","3.12","0","35","0","35.0","29","12","3","44","14","1.21","11.11","3.58","3.20","0.5","0.5","10285"
"Jacob deGrom","Mets","10","8","3.31","26","26","0","159.0","142","58","16","172","43","1.16","9.70","2.45","3.21","3.7","3.2","10954"
"Kyle Barraclough","Marlins","3","3","3.07","0","58","10","58.0","43","20","4","75","32","1.30","11.63","5.04","3.23","0.6","0.8","13713"
"Hunter Strickland","Giants","3","3","3.17","0","57","1","57.0","50","20","5","59","18","1.18","9.25","2.82","3.23","0.6","0.6","7836"
"Raisel Iglesias","Reds","3","3","3.21","0","57","29","57.0","47","20","6","67","17","1.13","10.53","2.74","3.24","0.8","0.8","17130"
"David Phelps","Marlins","4","3","3.25","3","52","0","65.0","56","23","6","72","22","1.21","9.91","3.09","3.25","0.9","0.9","6316"
"Kelvin Herrera","Royals","3","3","3.23","0","57","29","57.0","49","21","5","62","19","1.19","9.66","2.97","3.25","0.7","0.8","6033"
"Juan Nicasio","Pirates","3","2","3.33","0","49","1","49.0","43","18","4","53","17","1.22","9.91","3.07","3.26","0.6","0.5","7731"
"Justin Wilson","Tigers","3","2","3.16","0","58","1","58.0","48","20","5","66","22","1.21","10.25","3.43","3.26","0.8","0.9","4301"
"Keone Kela","Rangers","1","1","3.26","0","26","0","26.0","21","10","2","33","11","1.23","11.18","3.84","3.27","0.3","0.4","14696"
"Josh Fields","Dodgers","2","1","3.18","0","31","0","31.0","25","11","3","36","10","1.14","10.63","3.03","3.27","0.5","0.3","5070"
"Archie Bradley","Diamondbacks","3","3","3.33","0","57","0","57.0","48","21","5","65","22","1.24","10.38","3.48","3.27","0.7","0.8","12918"
"Grant Dayton","Dodgers","3","2","3.12","0","48","1","48.0","38","17","6","59","16","1.12","11.09","3.03","3.28","0.6","0.6","11203"
"Corey Knebel","Brewers","3","3","3.36","0","57","3","57.0","46","21","5","71","25","1.25","11.31","3.95","3.29","0.8","0.7","15010"
"Nate Jones","White Sox","3","3","3.28","0","58","1","58.0","49","21","6","67","21","1.20","10.47","3.22","3.30","0.8","0.8","4696"
"Michael Pineda","Yankees","10","7","3.39","23","23","0","135.0","121","51","16","147","32","1.13","9.84","2.11","3.30","3.3","3.1","5372"
"Cam Bedrosian","Angels","3","2","3.15","0","48","22","48.0","39","17","4","55","20","1.22","10.40","3.73","3.32","0.5","0.7","13360"
"Seung Hwan Oh","Cardinals","3","3","3.39","0","57","31","57.0","51","22","6","62","16","1.16","9.65","2.53","3.33","0.7","0.6","18719"
"Carlos Carrasco","Indians","12","8","3.38","27","27","0","167.0","153","63","17","172","44","1.18","9.23","2.37","3.33","3.7","3.8","6632"
"Liam Hendriks","Athletics","2","2","3.47","0","40","0","40.0","37","15","4","40","10","1.18","9.09","2.22","3.34","0.5","0.3","3548"
"Matt Bush","Rangers","3","2","3.37","0","57","1","57.0","49","21","6","64","18","1.18","10.12","2.84","3.34","0.8","0.8","1246"
"Jim Johnson","Braves","3","3","3.40","0","58","10","58.0","54","22","4","57","21","1.30","8.86","3.31","3.35","0.6","0.6","3656"
"Tyler Lyons","Cardinals","2","1","3.37","0","31","0","31.0","28","12","3","32","7","1.15","9.30","2.18","3.36","0.4","0.3","11334"
"Carson Smith","Red Sox","1","1","3.40","0","22","0","22.0","20","8","2","22","8","1.29","9.16","3.43","3.36","0.2","0.3","13172"
"Alex Wood","Dodgers","7","5","3.22","16","33","0","107.0","95","38","10","111","34","1.21","9.35","2.87","3.36","2.0","2.0","13781"
"Adam Ottavino","Rockies","3","3","3.56","0","57","8","57.0","51","23","6","65","21","1.25","10.27","3.24","3.37","0.8","0.8","1247"
"David Robertson","White Sox","3","3","3.42","0","58","29","58.0","48","22","6","70","23","1.22","10.97","3.59","3.37","0.8","0.7","8241"
"Justin Grimm","Cubs","2","2","3.30","0","35","0","35.0","29","13","3","42","15","1.23","10.71","3.73","3.37","0.4","0.4","11720"
"Koji Uehara","Cubs","3","2","3.31","0","57","2","57.0","47","21","7","66","15","1.09","10.34","2.42","3.39","0.7","0.7","9227"
"Chaz Roe","Braves","1","1","3.36","0","27","0","27.0","23","10","2","29","11","1.30","9.73","3.78","3.40","0.3","0.3","9866"
"Josh Ravin","Dodgers","1","1","3.30","0","13","0","13.0","11","5","1","16","6","1.23","10.88","3.85","3.40","0.2","0.2","2951"
"Jose Contreras","Pirates","0","0","3.48","0","1","0","1.0","1","0","0","1","0","1.21","8.96","2.57","3.40","0.0","0.1","1660"
"Oliver Drake","Brewers","2","2","3.40","0","35","0","35.0","28","13","3","43","16","1.28","11.10","4.14","3.40","0.4","0.5","8823"
"Pedro Baez","Dodgers","3","3","3.32","0","57","1","57.0","47","21","6","65","19","1.16","10.20","2.98","3.42","0.6","0.5","5420"
"Jameson Taillon","Pirates","10","9","3.62","26","26","0","155.0","155","63","15","141","37","1.23","8.15","2.13","3.42","3.0","2.4","11674"
"Gerrit Cole","Pirates","10","9","3.65","27","27","0","166.0","159","67","16","158","45","1.23","8.55","2.46","3.42","3.4","2.6","13125"
"Zach Duke","Cardinals","0","0","3.24","0","1","0","1.0","1","0","0","1","0","1.32","9.38","3.87","3.42","0.0","0.1","3840"
"James Paxton","Mariners","10","8","3.40","26","26","0","151.0","138","57","15","148","44","1.21","8.81","2.64","3.43","3.1","3.0","11828"
"Blake Treinen","Nationals","3","2","3.41","0","49","4","49.0","46","18","3","47","20","1.35","8.79","3.65","3.43","0.5","0.6","12572"
"Brandon Maurer","Padres","3","3","3.45","0","57","25","57.0","50","22","6","61","18","1.21","9.67","2.91","3.44","0.6","0.5","4878"
"Greg Holland","Rockies","3","3","3.51","0","57","19","57.0","49","22","6","66","24","1.29","10.43","3.82","3.44","0.8","0.9","7196"
"Chris Archer","Rays","11","9","3.41","28","28","0","173.0","150","66","18","187","58","1.20","9.71","3.02","3.45","3.5","3.5","6345"
"Steven Matz","Mets","5","4","3.47","13","13","0","75.0","69","29","7","75","22","1.23","8.99","2.70","3.45","1.6","1.5","13361"
"Addison Reed","Mets","3","3","3.58","0","57","3","57.0","52","23","7","62","17","1.19","9.65","2.59","3.45","0.6","0.3","10586"
"Corey Kluber","Indians","13","9","3.53","28","28","0","188.0","171","74","22","195","49","1.17","9.30","2.34","3.46","4.0","4.0","2429"
"Jenrry Mejia","Mets","0","0","3.50","0","1","0","1.0","1","0","0","1","0","1.28","9.41","3.27","3.46","0.0","0.1","8476"
"Luke Gregerson","Astros","3","3","3.48","0","57","7","57.0","52","22","6","58","18","1.22","9.10","2.81","3.46","0.6","0.6","4090"
"Jon Lester","Cubs","12","8","3.48","28","28","0","179.0","163","69","19","178","50","1.19","8.96","2.50","3.46","3.7","3.5","4930"
"David Price","Red Sox","8","5","3.53","19","19","0","118.0","110","46","14","115","27","1.16","8.80","2.03","3.47","2.5","2.4","3184"
"Blake Parker","Angels","3","2","3.32","0","57","6","57.0","47","21","6","63","20","1.18","10.08","3.18","3.47","0.6","0.6","5224"
"Joe Kelly","Red Sox","3","2","3.54","0","57","3","57.0","53","23","5","58","20","1.27","9.13","3.12","3.47","0.6","0.6","9761"
"Arodys Vizcaino","Braves","3","3","3.44","0","58","21","58.0","49","22","5","67","26","1.29","10.48","4.06","3.47","0.5","0.6","5498"
"Ross Stripling","Dodgers","3","2","3.48","1","41","0","47.0","45","18","5","45","13","1.22","8.47","2.44","3.48","0.5","0.4","13273"
"Carl Edwards Jr.","Cubs","3","2","3.22","0","49","2","49.0","37","17","4","61","27","1.31","11.29","4.94","3.48","0.5","0.6","13607"
"Yu Darvish","Rangers","12","9","3.62","28","28","0","172.0","147","69","20","202","60","1.20","10.53","3.15","3.49","3.8","3.7","13074"
"Phil Maton","","0","0","3.46","0","1","0","1.0","1","0","0","1","0","1.23","10.28","3.46","3.50","0.0","0.1","sa875251"
"Carlos Martinez","Cardinals","11","9","3.53","28","28","0","174.0","162","68","15","174","65","1.30","8.98","3.36","3.50","3.3","3.1","11682"
"Brad Hand","Padres","3","3","3.44","0","57","3","57.0","51","22","6","59","21","1.26","9.42","3.26","3.51","0.6","0.5","9111"
"Lance McCullers","Astros","10","7","3.47","24","24","0","142.0","121","55","14","162","60","1.27","10.21","3.81","3.51","2.8","2.8","14120"
"Alex Colome","Rays","3","3","3.37","0","57","24","57.0","50","21","6","57","17","1.19","9.09","2.73","3.51","0.5","0.7","6661"
"Daniel Winkler","Braves","0","0","3.53","0","9","0","9.0","8","3","1","10","3","1.23","9.86","3.24","3.52","0.1","0.1","12237"
"Tony Zych","Mariners","3","3","3.42","0","57","3","57.0","50","22","6","61","21","1.24","9.59","3.31","3.52","0.5","0.5","12876"
"A.J. Minter","","0","0","3.38","0","1","0","1.0","1","0","0","1","0","1.31","10.04","4.03","3.52","0.0","0.1","sa659284"
"Derek Law","Giants","2","2","3.44","0","48","1","48.0","44","18","4","45","17","1.26","8.43","3.09","3.53","0.3","0.4","13133"
"Roberto Osuna","Blue Jays","3","3","3.57","0","57","29","57.0","49","23","7","65","17","1.15","10.22","2.72","3.53","0.8","0.7","13764"
"Josh Lowey","","0","0","3.49","0","0","0","1.0","1","0","0","1","0","1.25","8.74","3.00","3.54","0.0","0.0","sa560990"
"Steven Okert","Giants","2","2","3.31","0","35","0","35.0","30","13","3","36","13","1.24","9.31","3.46","3.54","0.3","0.3","13580"
"Julio Urias","Dodgers","7","5","3.30","17","17","0","92.0","78","34","9","101","36","1.24","9.90","3.52","3.55","1.9","2.1","14765"
"Radhames Liz","Pirates","0","0","3.55","0","1","0","1.0","1","0","0","1","0","1.26","9.67","3.39","3.55","0.0","0.1","5843"
"Jake Arrieta","Cubs","12","8","3.54","27","27","0","172.0","158","68","16","164","56","1.24","8.58","2.94","3.56","3.2","3.1","4153"
"Aaron Nola","Phillies","8","8","3.60","22","22","0","129.0","121","52","15","128","36","1.21","8.92","2.48","3.56","2.5","2.2","16149"
"John Holdzkom","Pirates","0","0","3.53","0","1","0","1.0","1","0","0","1","0","1.33","9.91","4.15","3.57","0.0","0.1","9392"
"Ian Krol","Braves","2","2","3.44","0","49","0","49.0","43","19","4","53","21","1.31","9.67","3.81","3.57","0.3","0.4","10066"
"Cory Mazzoni","Padres","0","0","3.51","0","9","0","9.0","8","3","1","9","3","1.23","9.59","3.22","3.57","0.1","0.1","12537"
"Dallas Keuchel","Astros","12","8","3.50","27","27","0","178.0","175","69","17","152","50","1.26","7.67","2.53","3.57","3.5","3.4","9434"
"Koda Glover","Nationals","3","3","3.61","0","57","13","57.0","53","23","6","59","20","1.26","9.24","3.09","3.58","0.5","0.5","17695"
"Junichi Tazawa","Marlins","2","2","3.59","0","40","0","40.0","37","16","4","39","13","1.23","8.77","2.83","3.58","0.3","0.3","4079"
"Aaron Loup","Blue Jays","2","2","3.42","0","40","0","40.0","36","15","4","39","14","1.26","8.89","3.16","3.58","0.4","0.4","10343"
"Marcus Stroman","Blue Jays","12","9","3.67","28","28","0","181.0","182","74","17","150","49","1.28","7.46","2.44","3.58","3.6","3.3","13431"
"Alex Reyes","Cardinals","0","0","3.45","0","0","0","1.0","1","0","0","1","1","1.30","11.04","4.59","3.59","0.0","0.0","15015"
"Tiago Da Silva","","0","0","3.54","0","1","0","1.0","1","0","0","1","0","1.18","8.62","2.31","3.59","0.0","0.1","sa795086"
"Chris Devenski","Astros","3","3","3.56","1","50","0","57.0","49","22","7","60","15","1.13","9.62","2.37","3.59","0.7","0.6","12763"
"Bud Norris","Angels","2","2","3.48","0","39","0","39.0","35","15","4","39","12","1.21","8.85","2.78","3.60","0.3","0.4","9492"
"Garrett Richards","Angels","6","4","3.49","14","14","0","84.0","77","32","7","78","30","1.28","8.40","3.20","3.60","1.5","1.5","9784"
"Enny Romero","Nationals","2","1","3.47","0","31","0","31.0","27","12","3","34","13","1.28","9.94","3.76","3.60","0.3","0.3","4001"
"Onelki Garcia","Dodgers","0","0","3.34","0","1","0","1.0","1","0","0","1","0","1.30","9.31","3.79","3.61","0.0","0.1","13674"
"Erik Cordier","Marlins","0","0","3.47","0","1","0","1.0","1","0","0","1","1","1.34","10.70","4.80","3.61","0.0","0.1","4086"
"Lisalverto Bonilla","Reds","2","1","3.49","0","31","0","31.0","26","12","3","34","12","1.24","10.11","3.51","3.61","0.3","0.3","11266"
"Andrew Chafin","Diamondbacks","2","2","3.52","0","39","2","39.0","36","15","3","39","16","1.33","8.93","3.63","3.61","0.4","0.4","12988"
"Michael Feliz","Astros","2","2","3.58","0","35","0","35.0","30","14","4","40","13","1.22","10.30","3.37","3.62","0.3","0.3","11903"
"Aaron Barrett","","0","0","3.59","0","9","0","9.0","8","4","1","9","3","1.28","9.56","3.51","3.62","0.1","0.1","11243"
"Trevor Hildenberger","","0","0","3.63","0","1","0","1.0","1","0","0","1","0","1.28","8.20","2.81","3.62","0.0","0.1","sa829460"
"Rich Hill","Dodgers","7","5","3.42","17","17","0","99.0","85","38","10","105","38","1.24","9.50","3.43","3.62","1.8","1.8","4806"
"Mike Dimock","","0","0","3.59","0","1","0","1.0","1","0","0","1","0","1.23","9.56","3.11","3.63","0.0","0.1","sa526011"
"Brandon McCarthy","Dodgers","7","6","3.65","20","20","0","112.0","105","45","13","108","33","1.23","8.71","2.62","3.63","2.0","1.6","4662"
"Justin Verlander","Tigers","12","9","3.63","28","28","0","183.0","161","74","22","191","54","1.18","9.43","2.68","3.64","3.8","3.6","8700"
"James Pazos","Mariners","1","1","3.38","0","26","0","26.0","22","10","2","30","13","1.32","10.17","4.35","3.64","0.2","0.2","13323"
"Johnny Cueto","Giants","11","10","3.53","28","28","0","182.0","178","71","18","149","46","1.23","7.36","2.25","3.64","2.9","2.9","6893"
"Cory Gearrin","Giants","2","2","3.52","0","39","0","39.0","36","15","3","37","15","1.30","8.45","3.52","3.65","0.2","0.2","7947"
"Matt Bowman","Cardinals","2","2","3.64","0","35","0","35.0","36","14","3","27","11","1.34","6.98","2.76","3.65","0.2","0.2","13528"
"Shae Simmons","Mariners","1","1","3.49","0","13","0","13.0","12","5","1","14","6","1.30","9.46","3.86","3.65","0.1","0.1","14200"
"Sammy Solis","Nationals","2","2","3.54","0","40","0","40.0","36","16","4","42","16","1.31","9.47","3.74","3.65","0.3","0.4","11457"
"Jordan Walden","Cardinals","0","0","3.69","0","1","0","1.0","1","0","0","1","0","1.29","9.76","3.79","3.65","0.0","0.1","3271"
"Frankie Montas","Athletics","1","1","3.67","0","26","0","26.0","24","11","3","28","10","1.28","9.53","3.47","3.65","0.2","0.1","14309"
"Robbie Ray","Diamondbacks","9","8","3.66","24","24","0","136.0","118","55","15","154","56","1.28","10.18","3.72","3.65","2.5","2.7","11486"
"Brad Brach","Orioles","3","3","3.62","0","58","3","58.0","49","23","7","68","24","1.25","10.54","3.68","3.66","0.6","0.6","6627"
"Blake Wood","Reds","2","2","3.51","0","39","0","39.0","34","15","4","44","18","1.32","9.93","4.13","3.66","0.4","0.3","1345"
"Chris Hatcher","Dodgers","1","1","3.56","0","26","0","26.0","23","10","3","28","9","1.24","9.45","3.20","3.66","0.3","0.2","3299"
"D.J. Snelten","","0","0","3.34","0","1","0","1.0","1","0","0","1","0","1.35","7.63","3.62","3.67","0.0","0.1","sa549813"
"Evan Scribner","Mariners","2","2","3.65","0","48","0","48.0","44","20","6","48","12","1.16","9.00","2.19","3.67","0.4","0.4","7525"
"Jaime Garcia","Braves","7","7","3.70","20","20","0","116.0","116","48","11","101","37","1.32","7.84","2.86","3.67","1.8","1.8","8137"
"Brad Ziegler","Marlins","2","2","3.54","0","49","0","49.0","50","19","3","36","18","1.40","6.64","3.38","3.68","0.3","0.3","7293"
"Ian Thomas","Dodgers","0","0","3.48","0","1","0","1.0","1","0","0","1","0","1.26","9.14","3.26","3.68","0.0","0.1","13881"
"Joakim Soria","Royals","3","3","3.56","0","57","1","57.0","51","23","6","57","22","1.28","9.02","3.43","3.68","0.5","0.6","6941"
"Zach McAllister","Indians","2","2","3.70","0","36","0","36.0","32","15","4","37","12","1.23","9.25","2.98","3.68","0.4","0.3","2895"
"Zach Phillips","Pirates","0","0","3.56","0","1","0","1.0","1","0","0","1","0","1.37","9.01","4.08","3.69","0.0","0.1","99"
"Anthony Swarzak","White Sox","2","2","3.67","0","36","0","36.0","33","15","4","36","11","1.25","9.02","2.76","3.69","0.4","0.3","7466"
"Reyes Moronta","","0","0","3.50","0","1","0","1.0","1","0","0","1","0","1.31","9.79","4.26","3.69","0.0","0.1","sa597322"
"Jay Jackson","Padres","0","0","3.65","0","1","0","1.0","1","0","0","1","0","1.24","9.72","3.32","3.69","0.0","0.1","7432"
"Adam Liberatore","Dodgers","1","1","3.48","0","22","0","22.0","19","8","2","23","8","1.25","9.53","3.39","3.69","0.2","0.2","10637"
"Danny Salazar","Indians","11","8","3.64","26","26","0","150.0","130","61","18","167","56","1.24","10.02","3.37","3.70","2.9","3.0","5867"
"Brock Stewart","Dodgers","1","1","3.60","1","10","0","17.0","15","7","2","17","5","1.17","8.99","2.47","3.70","0.2","0.3","16727"
"Hyun-Jin Ryu","Dodgers","5","4","3.61","14","14","0","80.0","79","32","9","68","19","1.22","7.63","2.17","3.71","1.3","1.2","14444"
"Luke Hochevar","","2","2","3.73","0","40","0","40.0","35","16","5","43","14","1.24","9.72","3.12","3.71","0.3","0.3","6943"
"Joe Nathan","Giants","0","0","3.61","0","1","0","1.0","1","0","0","1","0","1.29","9.04","3.74","3.71","0.0","0.1","1122"
"Matt Strahm","Royals","1","1","3.49","0","26","0","26.0","23","10","3","28","10","1.24","9.45","3.41","3.71","0.2","0.3","13799"
"Dan Otero","Indians","3","2","3.66","0","49","0","49.0","52","20","5","35","12","1.29","6.50","2.13","3.71","0.4","0.4","7385"
"Spencer Patton","Cubs","0","0","3.56","0","1","0","1.0","1","0","0","1","0","1.28","10.38","4.11","3.71","0.0","0.1","12361"
"Zack Greinke","Diamondbacks","10","9","3.76","25","25","0","161.0","158","67","19","142","40","1.24","7.97","2.26","3.71","3.0","3.0","1943"
"Matt Grace","Nationals","0","0","3.57","0","9","0","9.0","9","4","1","7","3","1.37","7.15","3.13","3.72","0.1","0.1","11449"
"Adam Wainwright","Cardinals","9","8","3.83","24","24","0","147.0","149","62","15","124","40","1.29","7.58","2.47","3.72","2.5","2.2","2233"
"Aaron Poreda","Rangers","0","0","3.60","0","1","0","1.0","1","0","0","1","0","1.30","9.73","3.68","3.72","0.0","0.1","4313"
"Jeff Samardzija","Giants","10","10","3.78","28","28","0","175.0","171","73","19","151","47","1.24","7.77","2.40","3.72","2.5","2.3","3254"
"Jacob Barnes","Brewers","2","2","3.78","0","48","0","48.0","44","20","5","51","18","1.29","9.51","3.33","3.73","0.4","0.4","12323"
"Marc Rzepczynski","Mariners","2","2","3.45","0","39","0","39.0","36","15","3","38","18","1.37","8.57","4.00","3.73","0.3","0.3","6612"
"Jose Flores","","0","0","3.57","0","1","0","1.0","1","0","0","1","0","1.32","7.59","3.26","3.73","0.0","0.1","sa503583"
"Cesar Valdez","Athletics","0","0","3.89","1","1","0","8.0","8","3","1","6","2","1.25","7.04","1.85","3.73","0.1","0.1","9013"
"A.J. Ramos","Marlins","3","3","3.63","0","58","24","58.0","49","23","5","64","29","1.35","9.93","4.51","3.73","0.4","0.5","8350"
"Ryan Madson","Athletics","3","3","3.80","0","57","21","57.0","56","24","6","52","19","1.30","8.15","2.92","3.73","0.4","0.3","1852"
"Carlos Alvarado","","0","0","3.61","0","1","0","1.0","1","0","0","1","0","1.26","8.71","3.25","3.74","0.0","0.1","sa505053"
"Will Harris","Astros","2","2","3.77","0","49","3","49.0","45","20","5","48","16","1.26","8.81","3.00","3.74","0.3","0.3","3192"
"Rick Porcello","Red Sox","11","9","3.95","27","27","0","172.0","175","76","21","146","36","1.22","7.64","1.86","3.74","3.3","3.0","2717"
"Marcos Mateo","Padres","0","0","3.66","0","1","0","1.0","1","0","0","1","0","1.27","9.92","3.66","3.75","0.0","0.1","6869"
"Zack Wheeler","Mets","7","7","3.78","19","36","0","123.0","115","52","13","124","46","1.31","9.07","3.39","3.75","2.0","1.4","10310"
"Mike Hauschild","Rangers","0","0","3.77","0","1","0","1.0","1","0","0","1","0","1.28","7.81","2.53","3.75","0.0","0.1","14033"
"Jake Buchanan","Cubs","1","1","3.63","0","13","0","13.0","13","5","1","10","4","1.29","6.98","2.52","3.75","0.1","0.1","10962"
"Gio Gonzalez","Nationals","10","8","3.79","26","26","0","148.0","143","62","15","136","52","1.33","8.30","3.20","3.75","2.4","2.4","7448"
"Eric Yardley","","0","0","3.66","0","1","0","1.0","1","0","0","1","0","1.35","7.17","3.05","3.75","0.0","0.1","sa744476"
"Zach Putnam","White Sox","2","2","3.73","0","49","0","49.0","43","20","5","53","20","1.31","9.72","3.77","3.76","0.4","0.4","9080"
"Joe Jimenez","Tigers","2","2","3.62","0","36","0","36.0","29","14","4","41","15","1.23","10.33","3.71","3.76","0.3","0.4","15761"
"Zack Weiss","","0","0","3.62","0","1","0","1.0","1","0","0","1","0","1.26","9.97","3.64","3.76","0.0","0.1","sa548466"
"Ryan Weber","Braves","0","0","3.83","0","1","0","1.0","1","0","0","1","0","1.30","6.41","1.96","3.76","0.0","0.1","10160"
"Ryne Harper","","0","0","3.60","0","1","0","1.0","1","0","0","1","0","1.28","9.60","3.79","3.76","0.0","0.1","sa599485"
"Charlie Morton","Astros","9","7","3.80","23","23","0","128.0","121","54","12","123","46","1.31","8.63","3.22","3.76","2.1","2.0","4676"
"Tommy Kahnle","White Sox","2","2","3.64","0","31","0","31.0","25","13","3","38","17","1.37","10.96","4.98","3.76","0.3","0.3","11384"
"Erik Davis","Nationals","0","0","3.71","0","1","0","1.0","1","0","0","1","0","1.35","9.14","3.90","3.76","0.0","0.1","8422"
"Jon Edwards","Padres","0","0","3.63","0","1","0","1.0","1","0","0","1","1","1.32","10.67","4.58","3.76","0.0","0.1","1483"
"Alec Mills","Royals","0","0","3.68","0","1","0","1.0","1","0","0","1","0","1.22","7.83","2.37","3.77","0.0","0.1","13834"
"Steve Cishek","Mariners","2","2","3.67","0","35","0","35.0","32","14","4","35","13","1.28","9.10","3.44","3.77","0.3","0.2","6483"
"Josh Lueke","Rays","0","0","3.65","0","1","0","1.0","1","0","0","1","0","1.24","8.71","2.88","3.77","0.0","0.1","5722"
"Samuel Tuivailala","Cardinals","1","1","3.67","0","22","0","22.0","19","9","2","25","11","1.34","10.26","4.45","3.77","0.1","0.1","13485"
"Jake Diekman","Rangers","1","1","3.59","0","18","0","18.0","15","7","2","19","8","1.34","9.78","4.28","3.77","0.1","0.1","5003"
"Chasen Bradford","","0","0","3.75","0","1","0","1.0","1","0","0","1","0","1.29","7.42","2.57","3.77","0.0","0.1","sa599551"
"Austin Pruitt","Rays","2","2","3.69","1","36","0","43.0","42","18","5","36","9","1.20","7.57","1.99","3.77","0.3","0.4","15290"
"Brady Rodgers","Astros","1","1","3.76","0","13","0","13.0","13","6","2","11","3","1.20","7.73","1.90","3.78","0.1","0.1","13393"
"Jerry Blevins","Mets","2","2","3.66","0","40","0","40.0","35","16","4","42","16","1.29","9.61","3.58","3.78","0.2","0.2","7841"
"Josh Osich","Giants","1","1","3.53","0","18","0","18.0","16","7","1","17","8","1.35","8.52","4.04","3.78","0.1","0.1","11528"
"Luis Avilan","Dodgers","2","2","3.47","0","35","0","35.0","31","14","3","35","15","1.33","9.03","3.95","3.78","0.2","0.2","2882"
"Jimmie Sherfy","","0","0","3.70","0","9","0","9.0","7","4","1","10","4","1.33","10.02","4.30","3.78","0.1","0.1","sa737897"
"Kirby Yates","Angels","0","0","3.58","0","1","0","1.0","1","0","0","1","0","1.24","9.83","3.62","3.78","0.0","0.1","9073"
