"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","playerid"
"Steve Delabar","Reds","0","0","4.30","0","1","0","1.0","1","0","0","1","1","1.44","9.77","5.07","4.57","0.0","0.0","11827"
"Jim Henderson","","0","0","4.52","0","9","0","9.0","8","4","1","8","4","1.39","8.78","4.08","4.57","0.0","0.0","6653"
"Alex Maestri","","0","0","4.54","0","0","0","1.0","1","1","0","1","0","1.45","7.02","3.75","4.57","0.0","0.0","sa328310"
"Chad Durbin","Phillies","0","0","4.45","0","1","0","1.0","1","0","0","1","0","1.41","7.44","3.58","4.57","0.0","0.0","1442"
"Aaron Wilkerson","","0","0","4.58","0","0","0","1.0","1","1","0","1","0","1.34","8.37","3.20","4.57","0.0","0.0","sa834395"
"C.J. Robinson","","0","0","4.38","0","1","0","1.0","1","0","0","1","1","1.55","6.96","4.88","4.58","0.0","0.0","sa737907"
"Fabian Williamson","","0","0","4.24","0","1","0","1.0","1","0","0","1","1","1.49","8.24","5.01","4.58","0.0","0.0","sa328152"
"Diego Castillo","","0","0","4.34","0","1","0","1.0","1","0","0","1","0","1.43","6.98","3.88","4.58","0.0","0.0","sa822882"
"Joey Donofrio","","0","0","4.42","0","1","0","1.0","1","0","0","1","0","1.50","7.09","4.44","4.58","0.0","0.0","sa658836"
"Dustin Molleken","Tigers","0","0","4.43","0","1","0","1.0","1","0","0","1","0","1.43","8.33","4.40","4.58","0.0","0.0","6200"
"Edgmer Escalona","Rockies","0","0","4.67","0","1","0","1.0","1","1","0","1","0","1.39","6.16","2.45","4.58","0.0","0.0","8574"
"Kyle McPherson","Pirates","0","0","4.69","0","1","0","1.0","1","1","0","1","0","1.43","6.77","3.28","4.58","0.0","0.0","5009"
"Shawn Morimando","Indians","0","0","4.32","0","1","0","1.0","1","0","0","1","0","1.38","7.47","3.56","4.58","0.0","0.0","13606"
"Jace Fry","","0","0","4.40","0","1","0","1.0","1","0","0","1","0","1.48","7.65","4.24","4.58","0.0","0.0","sa598246"
"Brooks Raley","Cubs","0","0","4.30","0","1","0","1.0","1","0","0","1","0","1.44","7.77","4.23","4.58","0.0","0.0","10061"
"Allen Webster","Diamondbacks","0","0","4.63","0","0","0","1.0","1","1","0","1","0","1.43","6.90","3.44","4.58","0.0","0.0","3993"
"Lay Batista","","0","0","4.43","0","1","0","1.0","1","0","0","1","1","1.51","7.45","4.71","4.58","0.0","0.0","sa505283"
"Ben Paullus","","0","0","4.48","0","1","0","1.0","1","0","0","1","0","1.43","7.27","3.78","4.58","0.0","0.0","sa599733"
"Branch Kloess","","0","0","4.49","0","1","0","1.0","1","0","0","1","0","1.46","6.79","3.80","4.58","0.0","0.0","sa503601"
"Ryan Thompson","","0","0","4.48","0","1","0","1.0","1","0","0","1","0","1.44","6.68","3.53","4.58","0.0","0.0","sa829336"
"Luis De La Cruz","","0","0","4.43","0","1","0","1.0","1","0","0","1","1","1.50","7.92","4.70","4.58","0.0","0.0","sa503010"
"Amauri Sanit","","0","0","4.53","0","0","0","1.0","1","1","0","1","0","1.43","6.28","3.30","4.58","0.0","0.0","5436"
"Jonathan Arias","","0","0","4.44","0","1","0","1.0","1","0","0","1","0","1.46","7.72","4.27","4.59","0.0","0.0","sa392877"
"Jordan Montgomery","Yankees","6","6","4.39","17","17","0","97.0","96","47","14","82","38","1.39","7.62","3.56","4.59","1.0","1.0","16511"
"Mitch Lively","","0","0","4.53","0","0","0","1.0","1","1","0","1","0","1.41","7.31","3.55","4.59","0.0","0.0","sa390254"
"Horacio Ramirez","","0","0","4.48","0","0","0","1.0","1","0","0","0","0","1.46","4.37","2.63","4.59","0.0","0.0","110"
"Patrick Ludwig","","0","0","4.68","0","0","0","1.0","1","1","0","1","0","1.45","6.11","3.17","4.59","0.0","0.0","sa658147"
"Dusten Knight","","0","0","4.35","0","1","0","1.0","1","0","0","1","0","1.45","7.37","4.35","4.59","0.0","0.0","sa738418"
"Eric Skoglund","","0","0","4.45","0","0","0","1.0","1","0","0","1","0","1.38","6.30","2.94","4.59","0.0","0.0","sa598268"
"Justin Freeman","Reds","0","0","4.46","0","1","0","1.0","1","0","0","1","0","1.37","7.76","3.31","4.59","0.0","0.0","7568"
"Brennan Bernardino","","0","0","4.24","0","1","0","1.0","1","0","0","1","0","1.46","7.60","4.35","4.59","0.0","0.0","sa829409"
"Josh Hodges","","0","0","4.49","0","1","0","1.0","1","0","0","1","0","1.46","6.62","3.90","4.59","0.0","0.0","sa501515"
"Ronnie Shaban","","0","0","4.53","0","1","0","1.0","1","1","0","1","0","1.43","6.77","3.53","4.59","0.0","0.0","sa577693"
"Jared Burton","Twins","0","0","4.56","0","1","0","1.0","1","1","0","1","0","1.42","7.38","3.74","4.59","0.0","0.0","8346"
"Kyle Freeland","Rockies","6","7","4.68","19","19","0","110.0","122","57","14","77","40","1.48","6.30","3.29","4.59","1.3","1.5","16256"
"Jake Paulson","","0","0","4.38","0","1","0","1.0","1","0","0","1","0","1.49","6.29","3.84","4.59","0.0","0.0","sa829444"
"Miguel Rosario","","0","0","4.52","0","1","0","1.0","1","1","0","1","0","1.47","7.25","4.12","4.59","0.0","0.0","sa659903"
"Kevin Whelan","Tigers","0","0","4.46","0","1","0","1.0","1","0","0","1","0","1.43","7.90","4.11","4.59","0.0","0.0","3462"
"Brandon Finnegan","Reds","5","7","4.42","18","18","0","99.0","93","49","14","98","50","1.44","8.92","4.52","4.59","0.9","0.9","16208"
"Stefan Crichton","Orioles","1","1","4.51","0","18","0","18.0","19","9","2","13","6","1.43","6.66","3.32","4.59","0.0","0.0","16058"
"Robert Morey","","0","0","4.59","0","0","0","1.0","1","1","0","1","0","1.48","6.08","3.64","4.59","0.0","0.0","sa392218"
"Corey Walter","","0","0","4.67","0","0","0","1.0","1","1","0","1","0","1.48","5.15","3.04","4.59","0.0","0.0","sa829586"
"Jeff Beliveau","Rays","0","0","4.21","0","1","0","1.0","1","0","0","1","1","1.44","8.32","4.61","4.59","0.0","0.0","8504"
"Victor Payano","","0","0","4.20","0","1","0","1.0","1","0","0","1","1","1.46","8.34","5.04","4.60","0.0","0.0","sa548111"
"Yacksel Rios","","0","0","4.36","0","1","0","1.0","1","0","0","1","0","1.41","7.92","4.07","4.60","0.0","0.0","sa599007"
"Lee Ridenhour","","0","0","4.43","0","1","0","1.0","1","0","0","1","0","1.45","7.09","3.86","4.60","0.0","0.0","sa738188"
"Doug Fister","","8","9","4.65","24","24","0","141.0","157","73","19","93","42","1.41","5.93","2.68","4.60","1.1","0.9","9425"
"Mike Gibbons","","0","0","4.65","0","0","0","1.0","1","1","0","1","0","1.44","6.54","3.22","4.60","0.0","0.0","sa876538"
"Raul Valdes","Astros","0","0","4.41","0","1","0","1.0","1","0","0","1","0","1.31","8.00","2.96","4.60","0.0","0.0","1953"
"Zack Dodson","","0","0","4.57","0","0","0","1.0","1","1","0","1","0","1.46","5.49","3.09","4.60","0.0","0.0","sa501219"
"Justin Masterson","Red Sox","0","0","4.65","0","0","0","1.0","1","1","0","1","0","1.50","6.90","4.15","4.60","0.0","0.0","2038"
"Pete Ruiz","","0","0","4.60","0","1","0","1.0","1","1","0","1","0","1.45","7.64","4.08","4.60","0.0","0.0","sa455120"
"Domingo German","","0","0","4.46","0","9","0","9.0","9","4","1","7","3","1.38","7.17","3.17","4.60","0.0","0.0","sa548637"
"Richard Rodriguez","","0","0","4.46","0","1","0","1.0","1","0","0","1","0","1.33","8.18","3.28","4.60","0.0","0.0","sa548063"
"Matt Magill","Reds","0","0","4.36","0","1","0","1.0","1","0","0","1","1","1.43","8.75","4.55","4.60","0.0","0.0","3950"
"Chad Smith","Athletics","0","0","4.59","0","1","0","1.0","1","1","0","1","0","1.48","6.52","3.72","4.60","0.0","0.0","13604"
"Fernando Cruz","","0","0","4.41","0","1","0","1.0","1","0","0","1","0","1.45","7.48","4.22","4.60","0.0","0.0","sa389855"
"Jose Veras","Astros","0","0","4.52","0","1","0","1.0","1","1","0","1","0","1.43","8.21","4.16","4.60","0.0","0.0","2063"
"Juan Oviedo","Rays","0","0","4.41","0","1","0","1.0","1","0","0","1","0","1.39","7.67","3.77","4.60","0.0","0.0","2886"
"Jacob Faria","","3","4","4.36","10","18","0","64.0","58","31","9","61","31","1.40","8.55","4.43","4.60","0.4","0.6","sa598097"
"Joey Wagman","","0","0","4.59","0","1","0","1.0","1","1","0","1","0","1.43","6.38","3.26","4.61","0.0","0.0","sa738171"
"Jake Smith","Padres","0","0","4.39","0","1","0","1.0","1","0","0","1","1","1.47","8.96","5.08","4.61","0.0","0.0","14379"
"Lucas Luetge","Mariners","0","0","4.26","0","1","0","1.0","1","0","0","1","0","1.46","7.34","4.31","4.61","0.0","0.0","8337"
"Jason Urquidez","","0","0","4.42","0","1","0","1.0","1","0","0","1","0","1.45","7.39","4.11","4.61","0.0","0.0","sa294706"
"Adrian Sampson","Mariners","0","0","4.54","0","0","0","1.0","1","1","0","1","0","1.34","6.15","2.41","4.61","0.0","0.0","13339"
"Justin Thomas","Yankees","0","0","4.38","0","1","0","1.0","1","0","0","1","0","1.37","7.45","3.29","4.61","0.0","0.0","9910"
"James Pugliese","","0","0","4.39","0","1","0","1.0","1","0","0","1","0","1.45","7.31","4.22","4.61","0.0","0.0","sa598816"
"Chad Girodo","Blue Jays","0","0","4.42","0","1","0","1.0","1","0","0","1","0","1.46","6.13","3.58","4.61","0.0","0.0","15542"
"Martin Agosta","","0","0","4.47","0","0","0","1.0","1","0","0","1","0","1.43","7.14","3.99","4.61","0.0","0.0","sa657962"
"Mark Lamm","","0","0","4.49","0","1","0","1.0","1","0","0","1","0","1.49","7.38","4.36","4.61","0.0","0.0","sa545076"
"Jake Boyd","","0","0","4.35","0","1","0","1.0","1","0","0","1","0","1.42","6.77","3.70","4.61","0.0","0.0","sa621670"
"Ryan Rodebaugh","","0","0","4.55","0","1","0","1.0","1","1","0","1","0","1.44","8.16","4.16","4.61","0.0","0.0","sa549200"
"Luis Perez","Blue Jays","0","0","4.42","0","1","0","1.0","1","0","0","1","0","1.45","7.45","4.07","4.61","0.0","0.0","6389"
"Tyler Olson","Yankees","0","0","4.33","0","1","0","1.0","1","0","0","1","0","1.36","7.37","3.25","4.61","0.0","0.0","14741"
"Gilberto Mendez","","0","0","4.57","0","1","0","1.0","1","1","0","1","0","1.43","7.30","3.64","4.61","0.0","0.0","sa597318"
"Nick Tepesch","Twins","1","1","4.60","0","26","0","26.0","29","13","4","17","7","1.38","5.95","2.36","4.61","0.0","0.0","11716"
"Blake Smith","White Sox","0","0","4.48","0","1","0","1.0","1","0","0","1","0","1.46","8.20","4.38","4.61","0.0","0.0","9780"
"Jose Valdez","Angels","0","0","4.25","0","1","0","1.0","1","0","0","1","1","1.45","8.30","4.86","4.61","0.0","0.0","14470"
"Jake Esch","Padres","1","2","4.53","1","18","0","25.0","26","12","3","18","9","1.42","6.71","3.38","4.61","-0.1","0.0","12756"
"Kolby Allard","","0","0","4.52","0","0","0","1.0","1","1","0","1","0","1.44","7.16","3.73","4.61","0.0","0.0","sa874245"
"Ryan Merritt","Indians","1","1","4.43","3","12","0","25.0","27","12","4","16","6","1.31","5.73","2.05","4.62","0.1","0.2","13688"
"Edwin Quirarte","","0","0","4.48","0","1","0","1.0","1","0","0","1","0","1.45","6.34","3.54","4.62","0.0","0.0","sa454556"
"Brent Honeywell","","0","0","4.41","0","0","0","1.0","1","0","0","1","0","1.30","7.45","2.92","4.62","0.0","0.0","sa828706"
"Travis Hissong","","0","0","4.46","0","1","0","1.0","1","0","0","1","0","1.38","8.15","3.69","4.62","0.0","0.0","sa830119"
"Kris Johnson","Twins","0","0","4.54","0","0","0","1.0","1","1","0","1","0","1.46","6.75","3.69","4.62","0.0","0.0","886"
"Isaac Sanchez","","0","0","4.41","0","1","0","1.0","1","0","0","1","0","1.45","7.16","4.03","4.62","0.0","0.0","sa552222"
"James Needy","","0","0","4.59","0","0","0","1.0","1","1","0","1","0","1.43","6.81","3.48","4.62","0.0","0.0","sa501496"
"Scott Lyman","","0","0","4.46","0","1","0","1.0","1","0","0","1","0","1.52","5.99","4.18","4.62","0.0","0.0","sa526467"
"Tim Cooney","Indians","2","2","4.41","7","7","0","40.0","40","19","6","31","13","1.34","6.96","2.94","4.62","0.3","0.4","13762"
"Tyler Brunnemann","","0","0","4.34","0","1","0","1.0","1","0","0","1","0","1.38","7.84","3.96","4.62","0.0","0.0","sa738966"
"Carmine Giardina","","0","0","4.24","0","1","0","1.0","1","0","0","1","0","1.46","7.09","4.30","4.62","0.0","0.0","sa328332"
"Angel Castro","Athletics","0","0","4.57","0","1","0","1.0","1","1","0","1","0","1.42","6.04","3.05","4.62","0.0","0.0","3243"
"Michael Gonzalez","Brewers","0","0","4.61","0","1","0","1.0","1","1","0","1","0","1.47","8.12","4.17","4.62","0.0","0.0","1794"
"Joshua Sborz","","0","0","4.48","0","0","0","1.0","1","0","0","1","0","1.38","7.14","3.29","4.62","0.0","0.0","sa827472"
"Amir Garrett","Reds","6","8","4.32","20","20","0","118.0","112","57","16","109","57","1.42","8.27","4.30","4.62","1.1","1.2","14375"
"Gage Smith","","0","0","4.66","0","1","0","1.0","1","1","0","1","0","1.45","6.44","3.23","4.62","0.0","0.0","sa709581"
"Angel Cuan","","0","0","4.56","0","0","0","1.0","1","1","0","1","0","1.39","6.77","3.01","4.62","0.0","0.0","sa502992"
"Michael Kohn","Braves","0","0","4.49","0","1","0","1.0","1","0","0","1","1","1.49","9.28","5.29","4.62","0.0","0.0","8505"
"Pedro Echemendia","","0","0","4.55","0","1","0","1.0","1","1","0","1","0","1.44","7.01","3.68","4.62","0.0","0.0","sa877307"
"Blake Perry","","0","0","4.39","0","1","0","1.0","1","0","0","1","0","1.42","8.00","4.25","4.62","0.0","0.0","sa548326"
"Zach Neal","Athletics","0","0","4.74","0","1","0","1.0","1","1","0","1","0","1.37","4.67","1.70","4.63","0.0","0.0","11294"
"Tejay Antone","","0","0","4.49","0","0","0","1.0","1","0","0","1","0","1.42","5.64","2.87","4.63","0.0","0.0","sa658534"
"Chris Paddack","","0","0","4.55","0","0","0","1.0","1","1","0","1","0","1.47","7.28","4.09","4.63","0.0","0.0","sa875195"
"Miguel Almonte","Royals","2","3","4.49","4","22","0","42.0","40","21","5","36","19","1.43","7.84","4.20","4.63","0.1","0.2","14139"
"Josh Kinney","Mariners","0","0","4.48","0","1","0","1.0","1","0","0","1","0","1.42","7.28","3.76","4.63","0.0","0.0","3638"
"Pedro Feliciano","Mets","0","0","4.51","0","1","0","1.0","1","1","0","1","0","1.44","6.99","3.63","4.63","0.0","0.0","1601"
"Konner Wade","","0","0","4.77","0","1","0","1.0","1","1","0","1","0","1.48","5.88","3.06","4.63","0.0","0.0","sa549985"
"Elvin Ramirez","Mets","0","0","4.59","0","1","0","1.0","1","1","0","1","0","1.49","6.96","3.97","4.63","0.0","0.0","2247"
"Tony Pena","","0","0","4.47","0","1","0","1.0","1","0","0","1","0","1.41","7.06","3.59","4.63","0.0","0.0","2240"
"Bryan Augenstein","Tigers","0","0","4.56","0","1","0","1.0","1","1","0","1","0","1.41","7.15","3.48","4.63","0.0","0.0","936"
"Ricky Knapp","","0","0","4.58","0","0","0","1.0","1","1","0","1","0","1.42","5.86","2.95","4.63","0.0","0.0","sa550202"
"Ryan Deemes","","0","0","4.55","0","1","0","1.0","1","1","0","1","0","1.42","7.24","3.57","4.63","0.0","0.0","sa876232"
"Francisco Cruceta","","0","0","4.45","0","1","0","1.0","1","0","0","1","1","1.53","8.02","5.08","4.63","0.0","0.0","2104"
"Dietrich Enns","","1","1","4.31","0","13","0","13.0","12","6","2","12","6","1.39","8.42","4.05","4.63","0.0","0.0","sa579749"
"Jake Brentz","","0","0","4.38","0","1","0","1.0","1","0","0","1","1","1.57","7.88","5.34","4.63","0.0","0.0","sa737925"
"Andrew Sopko","","0","0","4.51","0","0","0","1.0","1","1","0","1","0","1.36","6.88","2.94","4.63","0.0","0.0","sa658286"
"Ryan O'Sullivan","","0","0","4.48","0","1","0","1.0","1","0","0","1","0","1.45","6.95","3.75","4.63","0.0","0.0","sa455098"
"Roberto Hernandez","Braves","0","0","4.71","0","0","0","1.0","1","1","0","1","0","1.47","6.17","3.29","4.63","0.0","0.0","3273"
"Luis Vizcaino","","0","0","4.47","0","1","0","1.0","1","0","0","1","1","1.50","7.71","4.71","4.63","0.0","0.0","714"
"Gabe Hemmer","","0","0","4.50","0","1","0","1.0","1","0","0","1","0","1.49","6.93","4.16","4.63","0.0","0.0","sa829537"
"Brandon Alger","","0","0","4.29","0","1","0","1.0","1","0","0","1","1","1.49","8.23","5.03","4.63","0.0","0.0","sa658767"
"Tommy Bergjans","","0","0","4.49","0","0","0","1.0","1","0","0","1","0","1.40","6.69","3.28","4.63","0.0","0.0","sa875211"
"Chien-Ming Wang","Royals","0","0","4.58","0","1","0","1.0","1","1","0","1","0","1.45","4.77","2.82","4.63","0.0","0.0","2074"
"Alex Muren","","0","0","4.58","0","1","0","1.0","1","1","0","1","0","1.48","6.42","3.68","4.64","0.0","0.0","sa658181"
"Matty Ott","","0","0","4.65","0","1","0","1.0","1","1","0","1","0","1.44","7.18","3.69","4.64","0.0","0.0","sa577800"
"Cody Stull","","0","0","4.47","0","1","0","1.0","1","0","0","1","0","1.46","6.68","3.80","4.64","0.0","0.0","sa829651"
"Jorge Lopez","Brewers","0","1","4.69","1","1","0","8.0","8","4","1","7","4","1.52","7.67","4.40","4.64","0.1","0.1","14527"
"Trent Thornton","","0","0","4.60","0","0","0","1.0","1","1","0","1","0","1.33","6.36","2.30","4.64","0.0","0.0","sa857695"
"Tyler Spurlin","","0","0","4.62","0","1","0","1.0","1","1","0","1","1","1.57","7.16","4.71","4.64","0.0","0.0","sa739833"
"Johnny Shuttlesworth","","0","0","4.66","0","1","0","1.0","1","1","0","1","0","1.42","7.23","3.46","4.64","0.0","0.0","sa738406"
"Aaron Brooks","","0","0","4.47","0","1","0","1.0","1","0","0","1","0","1.44","6.18","3.43","4.64","0.0","0.0","sa658663"
"Darin Downs","Astros","0","0","4.47","0","1","0","1.0","1","0","0","1","0","1.42","7.61","3.77","4.64","0.0","0.0","5903"
"Tom Windle","","0","0","4.32","0","1","0","1.0","1","0","0","1","0","1.47","7.43","4.36","4.64","0.0","0.0","sa549785"
"Jim Patterson","","0","0","4.38","0","0","0","1.0","1","0","0","1","0","1.35","6.53","2.95","4.64","0.0","0.0","sa546805"
"Jack Wynkoop","","0","0","4.73","0","0","0","1.0","1","1","0","1","0","1.40","5.42","2.15","4.64","0.0","0.0","sa875060"
"Casey Weathers","","0","0","4.46","0","1","0","1.0","1","0","0","1","1","1.49","7.78","4.66","4.64","0.0","0.0","sa327842"
"Brett McKinney","","0","0","4.59","0","1","0","1.0","1","1","0","1","0","1.44","7.45","3.93","4.64","0.0","0.0","sa738242"
"Eric Peterson","","0","0","4.56","0","1","0","1.0","1","1","0","1","0","1.37","7.74","3.40","4.64","0.0","0.0","sa829747"
"Patrick Weigel","","0","0","4.59","0","0","0","1.0","1","1","0","1","0","1.49","7.72","4.47","4.64","0.0","0.0","sa829466"
"Mike Mayers","Cardinals","1","1","4.63","3","3","0","16.0","16","8","2","12","6","1.42","6.84","3.40","4.64","0.1","0.1","15451"
"Rafael Montero","Mets","4","5","4.56","10","32","0","77.0","76","39","10","67","37","1.46","7.89","4.30","4.64","0.2","0.1","12760"
"James McDonald","Pirates","0","0","4.82","0","0","0","1.0","1","1","0","1","0","1.46","7.13","3.55","4.64","0.0","0.0","5523"
"Angel Heredia","","0","0","4.50","0","1","0","1.0","1","0","0","1","1","1.48","8.49","4.82","4.64","0.0","0.0","sa507201"
"Bryce Stowell","","0","0","4.40","0","1","0","1.0","1","0","0","1","1","1.45","8.07","4.56","4.65","0.0","0.0","sa455267"
"Paul Blackburn","","0","1","4.73","1","1","0","8.0","9","4","1","5","3","1.48","5.73","3.32","4.65","0.1","0.0","sa657872"
"Malcom Culver","","0","0","4.45","0","1","0","1.0","1","0","0","1","0","1.44","7.30","4.14","4.65","0.0","0.0","sa454968"
"Blaine Boyer","Brewers","0","0","4.78","0","1","0","1.0","1","1","0","1","0","1.48","5.88","3.02","4.65","0.0","0.0","2237"
"Zach Hedges","","0","0","4.54","0","0","0","1.0","1","1","0","1","0","1.43","5.37","2.92","4.65","0.0","0.0","sa829393"
"Dayan Diaz","Reds","0","0","4.41","0","1","0","1.0","1","0","0","1","0","1.40","8.08","3.99","4.65","0.0","0.0","11543"
"Nick Hill","","0","0","4.37","0","1","0","1.0","1","0","0","1","1","1.48","7.91","4.53","4.65","0.0","0.0","sa390200"
"Thomas Dorminy","","0","0","4.37","0","1","0","1.0","1","0","0","1","0","1.43","6.54","3.63","4.65","0.0","0.0","sa829160"
"Austin Gomber","","0","0","4.51","0","0","0","1.0","1","1","0","1","0","1.42","6.99","3.56","4.65","0.0","0.0","sa827376"
"Logan Ondrusek","Orioles","0","0","4.58","0","1","0","1.0","1","1","0","1","0","1.40","7.44","3.31","4.65","0.0","0.0","3677"
"Eduardo Figueroa","","0","0","4.51","0","0","0","1.0","1","1","0","1","0","1.45","6.48","3.65","4.65","0.0","0.0","sa502994"
"Nelson Gonzalez","","0","0","4.70","0","1","0","1.0","1","1","0","1","0","1.47","7.66","3.98","4.65","0.0","0.0","sa506311"
"Ariel Jurado","","0","0","4.67","0","0","0","1.0","1","1","0","1","0","1.46","5.64","3.10","4.65","0.0","0.0","sa737364"
"Matt Palmer","Padres","0","0","4.55","0","1","0","1.0","1","1","0","1","0","1.43","6.97","3.65","4.65","0.0","0.0","4457"
"Tyler Higgins","","0","0","4.57","0","1","0","1.0","1","1","0","1","0","1.45","6.23","3.58","4.66","0.0","0.0","sa503722"
"Henry Rodriguez","Marlins","0","0","4.48","0","1","0","1.0","1","0","0","1","1","1.64","9.45","6.88","4.66","0.0","0.0","6371"
"Jack Flaherty","","0","0","4.64","0","0","0","1.0","1","1","0","1","0","1.44","6.85","3.56","4.66","0.0","0.0","sa828681"
"Kyle Bird","","0","0","4.29","0","1","0","1.0","1","0","0","1","0","1.44","7.04","4.11","4.66","0.0","0.0","sa829691"
"Chris Resop","Athletics","0","0","4.69","0","1","0","1.0","1","1","0","1","0","1.47","6.88","3.80","4.66","0.0","0.0","3799"
"Jorgan Cavanerio","","0","0","4.68","0","0","0","1.0","1","1","0","1","0","1.41","4.90","2.48","4.66","0.0","0.0","sa598143"
"Lou Trivino","","0","0","4.56","0","1","0","1.0","1","1","0","1","0","1.53","6.85","4.48","4.66","0.0","0.0","sa737939"
"Murphy Smith","","0","0","4.58","0","1","0","1.0","1","1","0","1","0","1.41","7.19","3.55","4.66","0.0","0.0","sa501722"
"Jake Kuebler","","0","0","4.65","0","1","0","1.0","1","1","0","1","0","1.48","6.75","3.80","4.66","0.0","0.0","sa455078"
"Trevor Miller","","0","0","4.48","0","1","0","1.0","1","0","0","1","0","1.42","6.80","3.54","4.66","0.0","0.0","sa599519"
"Jose Ascanio","","0","0","4.54","0","1","0","1.0","1","1","0","1","0","1.49","7.04","4.17","4.66","0.0","0.0","3951"
"Tim Shibuya","","0","0","4.55","0","0","0","1.0","1","1","0","1","0","1.40","5.01","2.47","4.66","0.0","0.0","sa580380"
"Steven Ames","Marlins","0","0","4.57","0","1","0","1.0","1","1","0","1","0","1.49","6.28","3.92","4.66","0.0","0.0","9615"
"Matt Whitehouse","","0","0","4.40","0","1","0","1.0","1","0","0","1","0","1.46","7.23","4.16","4.66","0.0","0.0","sa738202"
"Huston Street","Angels","1","1","4.48","0","13","0","13.0","13","6","2","10","5","1.37","7.16","3.35","4.66","0.0","0.0","8258"
"Felipe Arredondo","","0","0","4.48","0","1","0","1.0","1","0","0","1","0","1.36","7.16","3.18","4.66","0.0","0.0","sa294348"
"Brandon Mann","","0","0","4.63","0","0","0","1.0","1","1","0","1","0","1.44","7.34","3.77","4.66","0.0","0.0","sa202622"
"Irwin Delgado","","0","0","4.48","0","0","0","1.0","1","0","0","1","0","1.47","6.29","3.73","4.66","0.0","0.0","sa508063"
"Justin Van Grouw","","0","0","4.69","0","1","0","1.0","1","1","0","1","0","1.42","7.61","3.67","4.67","0.0","0.0","sa739715"
"Buck Farmer","Tigers","2","2","4.59","6","14","0","40.0","41","21","6","32","15","1.39","7.07","3.32","4.67","0.3","0.2","14814"
"Manny Corpas","Rockies","0","0","4.81","0","1","0","1.0","1","1","0","1","0","1.48","6.42","3.28","4.67","0.0","0.0","2807"
"Jordan Zimmermann","Tigers","8","10","4.64","25","25","0","152.0","166","78","23","100","37","1.34","5.90","2.19","4.67","1.6","1.2","4505"
"Matt Benedict","","0","0","4.75","0","0","0","1.0","1","1","0","1","0","1.46","5.29","2.85","4.67","0.0","0.0","sa598565"
"Brian Dupra","","0","0","4.64","0","1","0","1.0","1","1","0","1","0","1.47","7.03","3.85","4.67","0.0","0.0","sa526184"
"Joe Paterson","Diamondbacks","0","0","4.51","0","1","0","1.0","1","1","0","1","0","1.49","6.68","4.01","4.67","0.0","0.0","2565"
"Max Povse","","0","0","4.56","0","0","0","1.0","1","1","0","1","0","1.38","6.21","2.86","4.67","0.0","0.0","sa602653"
"Zak Hermans","","0","0","4.50","0","1","0","1.0","1","1","0","1","0","1.46","7.87","4.43","4.67","0.0","0.0","sa738429"
"Freddie Cabrera","","0","0","4.48","0","1","0","1.0","1","0","0","1","0","1.46","6.37","3.68","4.67","0.0","0.0","sa599291"
"Vance Worley","Orioles","0","0","4.65","0","1","0","1.0","1","1","0","1","0","1.42","6.07","2.78","4.67","0.0","0.0","6435"
"Kyle Schepel","","0","0","4.57","0","1","0","1.0","1","1","0","1","1","1.51","8.48","4.95","4.67","0.0","0.0","sa731235"
"Chance Ruffin","Mariners","0","0","4.51","0","1","0","1.0","1","1","0","1","0","1.39","7.47","3.54","4.67","0.0","0.0","11745"
"Adys Portillo","","0","0","4.44","0","1","0","1.0","1","0","0","1","1","1.53","8.97","5.64","4.67","0.0","0.0","sa503004"
"Luke Putkonen","Tigers","0","0","4.63","0","1","0","1.0","1","1","0","1","0","1.46","6.45","3.55","4.68","0.0","0.0","6736"
"Seth Rosin","Phillies","0","0","4.54","0","1","0","1.0","1","1","0","1","0","1.42","6.97","3.51","4.68","0.0","0.0","10606"
"Brandon Peterson","","0","0","4.33","0","1","0","1.0","1","0","0","1","1","1.42","8.60","4.71","4.68","0.0","0.0","sa737943"
"Wilmer Rios","","0","0","4.59","0","1","0","1.0","1","1","0","1","0","1.43","7.12","3.67","4.68","0.0","0.0","sa830629"
"Chris Narveson","Indians","1","1","4.42","0","13","0","13.0","13","6","2","10","5","1.37","7.07","3.25","4.68","0.0","0.0","2141"
"Matt Summers","","0","0","4.66","0","1","0","1.0","1","1","0","1","0","1.45","6.87","3.66","4.68","0.0","0.0","sa546755"
"Mitchell Harris","Cardinals","0","0","4.63","0","1","0","1.0","1","1","0","1","0","1.45","6.98","3.71","4.68","0.0","0.0","4530"
"Ryan Doolittle","","0","0","4.65","0","1","0","1.0","1","1","0","1","0","1.47","6.56","3.66","4.68","0.0","0.0","sa454858"
"Ryan Halstead","","0","0","4.53","0","1","0","1.0","1","1","0","1","0","1.49","6.51","4.14","4.68","0.0","0.0","sa549980"
"Jeffery Enloe","","0","0","4.54","0","0","0","1.0","1","1","0","1","0","1.43","6.27","3.34","4.68","0.0","0.0","sa738705"
"Greg Mahle","Angels","0","0","4.30","0","9","0","9.0","9","4","1","6","4","1.47","6.48","4.05","4.68","0.0","0.1","16877"
"Max Fried","","0","1","4.49","1","1","0","8.0","8","4","1","7","5","1.56","7.48","5.04","4.68","0.1","0.1","sa657860"
