"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","playerid"
"Josh Fields","Dodgers","2","1","3.19","0","30","0","30.0","24","11","3","35","10","1.14","10.59","3.03","3.28","0.4","0.3","5070"
"Juan Nicasio","Pirates","2","2","3.34","0","48","1","48.0","42","18","4","52","17","1.23","9.84","3.10","3.29","0.6","0.5","7731"
"David Phelps","Marlins","4","3","3.29","3","51","0","64.0","56","23","6","70","22","1.22","9.82","3.13","3.29","0.8","0.8","6316"
"Corey Knebel","Brewers","3","3","3.38","0","56","3","56.0","46","21","5","70","24","1.26","11.28","3.95","3.30","0.8","0.7","15010"
"Michael Pineda","Yankees","9","7","3.40","23","23","0","133.0","119","50","16","145","31","1.13","9.81","2.11","3.31","3.2","3.0","5372"
"Cam Bedrosian","Angels","3","2","3.16","0","47","22","47.0","38","16","4","54","20","1.23","10.38","3.75","3.33","0.5","0.6","13360"
"Keone Kela","Rangers","1","1","3.32","0","26","0","26.0","21","10","2","32","11","1.24","11.01","3.90","3.34","0.3","0.4","14696"
"Cesar Valdez","Athletics","1","1","3.49","1","14","0","21.0","21","8","2","18","4","1.17","7.80","1.58","3.34","0.3","0.2","9013"
"Carlos Carrasco","Indians","12","8","3.39","27","27","0","164.0","150","62","17","168","43","1.18","9.20","2.37","3.34","3.6","3.7","6632"
"Seung Hwan Oh","Cardinals","3","3","3.40","0","56","31","56.0","50","21","6","60","16","1.17","9.63","2.53","3.34","0.7","0.6","18719"
"Alex Wood","Dodgers","7","5","3.21","15","32","0","105.0","93","37","10","109","33","1.21","9.36","2.85","3.35","2.0","2.0","13781"
"Liam Hendriks","Athletics","2","2","3.48","0","39","0","39.0","36","15","4","39","10","1.18","9.05","2.22","3.35","0.5","0.4","3548"
"Matt Bush","Rangers","3","2","3.38","0","56","1","56.0","48","21","6","63","18","1.18","10.11","2.85","3.35","0.8","0.8","1246"
"Hunter Strickland","Giants","3","3","3.28","0","56","1","56.0","49","20","5","56","18","1.21","9.04","2.97","3.36","0.5","0.6","7836"
"Gerrit Cole","Pirates","10","9","3.59","27","27","0","164.0","156","65","15","158","44","1.22","8.65","2.41","3.36","3.4","2.7","13125"
"David Robertson","White Sox","3","3","3.42","0","57","28","57.0","47","22","6","69","23","1.22","10.94","3.58","3.37","0.8","0.6","8241"
"Carson Smith","Red Sox","1","1","3.41","0","22","0","22.0","20","8","2","22","8","1.29","9.13","3.44","3.37","0.2","0.3","13172"
"James Paxton","Mariners","10","8","3.35","25","25","0","149.0","135","55","15","147","43","1.20","8.93","2.62","3.38","3.2","3.1","11828"
"Justin Grimm","Cubs","2","1","3.31","0","35","0","35.0","28","13","3","41","14","1.23","10.68","3.75","3.39","0.4","0.4","11720"
"Adam Ottavino","Rockies","3","2","3.58","0","56","8","56.0","50","22","6","63","20","1.26","10.23","3.25","3.39","0.8","0.9","1247"
"Addison Reed","Mets","3","3","3.52","0","57","3","57.0","50","22","6","62","16","1.18","9.82","2.58","3.39","0.6","0.4","10586"
"Jim Johnson","Braves","3","3","3.44","0","57","21","57.0","54","22","4","55","21","1.31","8.72","3.30","3.39","0.5","0.5","3656"
"Koji Uehara","Cubs","3","2","3.33","0","57","2","57.0","47","21","7","65","15","1.09","10.31","2.41","3.40","0.7","0.8","9227"
"Blake Parker","Angels","3","2","3.27","0","55","6","55.0","45","20","6","63","20","1.17","10.26","3.22","3.41","0.6","0.6","5224"
"Josh Ravin","Dodgers","1","1","3.31","0","13","0","13.0","10","5","1","16","6","1.23","10.86","3.86","3.41","0.2","0.2","2951"
"Chaz Roe","Braves","1","1","3.37","0","22","0","22.0","19","8","2","24","9","1.31","9.70","3.80","3.41","0.2","0.2","9866"
"Brandon Maurer","Padres","3","3","3.43","0","55","25","55.0","49","21","6","60","18","1.20","9.72","2.91","3.41","0.6","0.5","4878"
"Jose Contreras","Pirates","0","0","3.49","0","1","0","1.0","1","0","0","1","0","1.21","8.92","2.59","3.42","0.0","0.1","1660"
"Jameson Taillon","Pirates","10","9","3.62","25","25","0","153.0","152","62","15","138","36","1.23","8.13","2.13","3.42","3.0","2.4","11674"
"Zach Duke","Cardinals","0","0","3.26","0","1","0","1.0","1","0","0","1","0","1.32","9.35","3.89","3.44","0.0","0.1","3840"
"Archie Bradley","Diamondbacks","5","4","3.52","6","61","0","86.0","75","34","8","97","35","1.28","10.14","3.65","3.44","1.2","1.2","12918"
"Tyler Lyons","Cardinals","2","1","3.44","0","30","0","30.0","28","12","3","31","7","1.16","9.09","2.22","3.44","0.4","0.2","11334"
"Corey Kluber","Indians","13","8","3.52","28","28","0","185.0","167","72","21","192","49","1.17","9.38","2.39","3.45","3.9","3.9","2429"
"Greg Holland","Rockies","3","2","3.52","0","56","18","56.0","48","22","5","64","24","1.29","10.41","3.84","3.45","0.8","0.9","7196"
"Pedro Baez","Dodgers","3","2","3.36","0","56","1","56.0","47","21","6","63","19","1.17","10.17","3.02","3.45","0.6","0.5","5420"
"Oliver Drake","Brewers","2","2","3.44","0","34","0","34.0","28","13","3","42","16","1.29","11.01","4.20","3.46","0.4","0.4","8823"
"Chris Archer","Rays","11","9","3.42","27","27","0","171.0","148","65","18","184","57","1.20","9.69","3.03","3.46","3.4","3.5","6345"
"Steven Matz","Mets","5","4","3.48","13","13","0","74.0","68","29","7","73","22","1.23","8.95","2.71","3.46","1.5","1.5","13361"
"Joe Kelly","Red Sox","3","2","3.53","0","57","3","57.0","52","22","5","58","20","1.27","9.19","3.15","3.47","0.6","0.7","9761"
"Blake Treinen","Nationals","3","2","3.44","0","56","2","56.0","53","21","4","55","23","1.35","8.74","3.68","3.47","0.5","0.5","12572"
"Jenrry Mejia","Mets","0","0","3.51","0","1","0","1.0","1","0","0","1","0","1.28","9.38","3.28","3.47","0.0","0.1","8476"
"Luke Gregerson","Astros","3","2","3.49","0","56","7","56.0","51","22","6","57","18","1.22","9.08","2.82","3.47","0.6","0.5","4090"
"Carl Edwards Jr.","Cubs","3","2","3.22","0","48","2","48.0","36","17","4","60","26","1.31","11.27","4.93","3.48","0.4","0.6","13607"
"David Price","Red Sox","8","5","3.54","18","18","0","116.0","109","46","14","113","26","1.16","8.76","2.04","3.48","2.4","2.3","3184"
"Carlos Martinez","Cardinals","11","9","3.53","28","28","0","171.0","158","67","14","172","64","1.30","9.05","3.38","3.49","3.2","3.1","11682"
"Jon Lester","Cubs","12","8","3.49","28","28","0","176.0","161","68","19","174","49","1.19","8.87","2.51","3.49","3.6","3.4","4930"
"Yu Darvish","Rangers","12","8","3.64","28","28","0","170.0","145","69","20","199","60","1.21","10.51","3.16","3.50","3.7","3.7","13074"
"Arodys Vizcaino","Braves","3","3","3.47","0","57","11","57.0","48","22","5","66","26","1.30","10.47","4.12","3.50","0.4","0.5","5498"
"Phil Maton","","0","0","3.47","0","1","0","1.0","1","0","0","1","0","1.23","10.24","3.46","3.51","0.0","0.1","sa875251"
"Chris Devenski","Astros","3","2","3.49","1","49","0","55.0","47","21","7","61","15","1.12","9.86","2.38","3.52","0.7","0.6","12763"
"Brad Hand","Padres","3","3","3.45","0","55","3","55.0","50","21","5","58","20","1.26","9.39","3.27","3.52","0.5","0.5","9111"
"Daniel Winkler","Braves","0","0","3.54","0","9","0","9.0","8","3","1","10","3","1.24","9.84","3.25","3.53","0.1","0.1","12237"
"Ross Stripling","Dodgers","3","2","3.54","1","40","0","46.0","44","18","5","43","13","1.23","8.34","2.49","3.54","0.4","0.3","13273"
"Lance McCullers","Astros","10","7","3.50","24","24","0","139.0","119","54","13","157","59","1.28","10.17","3.85","3.54","2.7","2.7","14120"
"A.J. Minter","","0","0","3.40","0","1","0","1.0","1","0","0","1","0","1.31","10.00","4.04","3.54","0.0","0.1","sa659284"
"Josh Lowey","","0","0","3.51","0","0","0","1.0","1","0","0","1","0","1.25","8.71","3.01","3.55","0.0","0.0","sa560990"
"Alex Colome","Rays","3","3","3.41","0","56","23","56.0","49","21","6","56","18","1.20","9.07","2.84","3.55","0.5","0.6","6661"
"Derek Law","Giants","2","2","3.49","0","47","1","47.0","44","18","4","44","16","1.27","8.33","3.08","3.56","0.3","0.3","13133"
"Radhames Liz","Pirates","0","0","3.56","0","1","0","1.0","1","0","0","1","0","1.26","9.64","3.40","3.56","0.0","0.1","5843"
"Jake Arrieta","Cubs","11","8","3.55","27","27","0","170.0","156","67","16","161","56","1.25","8.56","2.95","3.57","3.2","3.1","4153"
"Aaron Nola","Phillies","8","7","3.61","21","21","0","127.0","119","51","14","126","35","1.21","8.89","2.48","3.57","2.5","2.2","16149"
"John Holdzkom","Pirates","0","0","3.53","0","1","0","1.0","1","0","0","1","0","1.33","9.89","4.17","3.58","0.0","0.1","9392"
"Ian Krol","Braves","2","2","3.44","0","48","0","48.0","43","18","4","52","20","1.31","9.65","3.82","3.58","0.3","0.5","10066"
"Cory Mazzoni","Padres","1","1","3.52","0","13","0","13.0","11","5","1","14","5","1.24","9.57","3.23","3.58","0.1","0.2","12537"
"Steven Okert","Giants","2","2","3.36","0","34","0","34.0","30","13","3","35","13","1.25","9.20","3.50","3.59","0.3","0.3","13580"
"Marcus Stroman","Blue Jays","11","9","3.68","28","28","0","177.0","179","73","16","147","48","1.28","7.45","2.45","3.59","3.5","3.3","13431"
"Roberto Osuna","Blue Jays","3","3","3.62","0","56","28","56.0","48","23","7","63","17","1.16","10.02","2.69","3.59","0.7","0.6","13764"
"Junichi Tazawa","Marlins","2","2","3.60","0","39","0","39.0","36","16","4","38","12","1.24","8.73","2.84","3.59","0.3","0.3","4079"
"Julio Urias","Dodgers","6","5","3.34","17","17","0","90.0","76","33","9","99","36","1.25","9.85","3.62","3.59","1.7","1.7","14765"
"Trevor Hildenberger","","0","0","3.61","0","1","0","1.0","1","0","0","1","0","1.27","8.22","2.78","3.60","0.0","0.1","sa829460"
"Justin Verlander","Tigers","12","9","3.60","28","28","0","179.0","157","72","22","190","54","1.18","9.53","2.69","3.60","3.8","3.7","8700"
"Alex Reyes","Cardinals","0","0","3.47","0","0","0","1.0","1","0","0","1","1","1.30","11.00","4.62","3.60","0.0","0.0","15015"
"Bud Norris","Angels","2","2","3.48","0","38","0","38.0","35","15","4","38","12","1.21","8.85","2.80","3.61","0.3","0.3","9492"
"Michael Feliz","Astros","2","2","3.58","0","35","0","35.0","29","14","4","40","13","1.22","10.33","3.37","3.61","0.3","0.3","11903"
"Tony Zych","Mariners","2","2","3.51","0","47","0","47.0","42","18","5","49","18","1.26","9.40","3.37","3.61","0.4","0.4","12876"
"Garrett Richards","Angels","5","4","3.50","14","14","0","82.0","76","32","7","76","29","1.28","8.37","3.22","3.61","1.4","1.5","9784"
"Koda Glover","Nationals","2","2","3.65","0","48","13","48.0","44","19","5","48","16","1.27","9.07","3.07","3.61","0.4","0.4","17695"
"Onelki Garcia","Dodgers","0","0","3.35","0","1","0","1.0","1","0","0","1","0","1.30","9.28","3.80","3.62","0.0","0.1","13674"
"Erik Cordier","Marlins","0","0","3.48","0","1","0","1.0","1","0","0","1","1","1.34","10.69","4.82","3.62","0.0","0.1","4086"
"Lisalverto Bonilla","Reds","1","1","3.50","0","30","0","30.0","26","12","3","34","12","1.24","10.09","3.52","3.62","0.3","0.3","11266"
"Dallas Keuchel","Astros","12","8","3.55","27","27","0","176.0","174","69","17","148","50","1.27","7.56","2.55","3.62","3.3","3.2","9434"
"Anthony Swarzak","White Sox","2","2","3.61","0","35","0","35.0","33","14","4","36","11","1.24","9.17","2.75","3.63","0.5","0.4","7466"
"Aaron Loup","Blue Jays","2","2","3.47","0","39","0","39.0","35","15","4","38","14","1.28","8.90","3.32","3.63","0.4","0.4","10343"
"Enny Romero","Nationals","2","1","3.50","0","30","0","30.0","26","12","3","33","13","1.29","9.82","3.75","3.63","0.3","0.3","4001"
"Tiago Da Silva","","0","0","3.58","0","1","0","1.0","1","0","0","1","0","1.19","8.55","2.36","3.63","0.0","0.1","sa795086"
"Aaron Barrett","","0","0","3.60","0","9","0","9.0","8","3","1","9","3","1.28","9.54","3.53","3.63","0.1","0.1","11243"
"Rich Hill","Dodgers","7","5","3.44","17","17","0","97.0","84","37","10","102","37","1.25","9.47","3.45","3.64","1.8","1.7","4806"
"Brandon McCarthy","Dodgers","7","6","3.66","19","19","0","110.0","103","45","12","106","32","1.23","8.70","2.62","3.64","2.0","1.6","4662"
"Andrew Chafin","Diamondbacks","2","2","3.56","0","38","2","38.0","36","15","3","38","15","1.33","8.85","3.62","3.64","0.3","0.4","12988"
"James Pazos","Mariners","1","1","3.38","0","26","0","26.0","21","10","2","29","13","1.32","10.17","4.41","3.65","0.2","0.2","13323"
"Kirby Yates","Padres","0","0","3.56","0","1","0","1.0","1","0","0","1","0","1.26","10.30","3.76","3.65","0.0","0.1","9073"
"Blake Wood","Reds","2","2","3.50","0","39","0","39.0","33","15","4","43","18","1.31","9.94","4.12","3.65","0.4","0.3","1345"
"Johnny Cueto","Giants","11","10","3.55","27","27","0","178.0","175","70","17","145","45","1.23","7.34","2.27","3.65","2.8","2.9","6893"
"Shae Simmons","Mariners","0","0","3.50","0","9","0","9.0","8","3","1","9","4","1.31","9.44","3.88","3.66","0.1","0.1","14200"
"Matt Bowman","Cardinals","2","2","3.65","0","35","0","35.0","36","14","3","27","11","1.34","6.96","2.79","3.66","0.2","0.2","13528"
"Jordan Walden","Cardinals","0","0","3.70","0","1","0","1.0","1","0","0","1","0","1.30","9.74","3.80","3.66","0.0","0.1","3271"
"Sammy Solis","Nationals","2","2","3.55","0","39","0","39.0","35","15","4","41","16","1.32","9.45","3.75","3.66","0.3","0.3","11457"
"Frankie Montas","Athletics","1","1","3.69","0","26","0","26.0","23","11","3","27","10","1.28","9.47","3.47","3.66","0.2","0.1","14309"
"Robbie Ray","Diamondbacks","9","8","3.67","23","23","0","133.0","115","54","15","150","55","1.28","10.16","3.74","3.66","2.5","2.6","11486"
"Joe Gunkel","","0","0","3.62","0","9","0","9.0","9","3","1","7","2","1.17","7.15","1.61","3.67","0.1","0.1","sa738176"
"Joakim Soria","Royals","3","3","3.55","0","57","1","57.0","51","22","6","57","22","1.27","9.02","3.43","3.67","0.5","0.7","6941"
"D.J. Snelten","","0","0","3.37","0","1","0","1.0","1","0","0","1","0","1.35","7.53","3.60","3.68","0.0","0.1","sa549813"
"Jaime Garcia","Braves","7","7","3.71","20","20","0","114.0","115","47","11","99","36","1.32","7.82","2.86","3.68","1.8","1.8","8137"
"Brad Ziegler","Marlins","2","2","3.54","0","48","0","48.0","50","19","3","35","18","1.41","6.58","3.39","3.69","0.3","0.4","7293"
"Ian Thomas","Dodgers","0","0","3.50","0","1","0","1.0","1","0","0","1","0","1.26","9.11","3.27","3.69","0.0","0.1","13881"
"Chris Hatcher","Dodgers","1","1","3.59","0","26","0","26.0","23","10","3","27","9","1.25","9.36","3.19","3.69","0.2","0.2","3299"
"Brad Brach","Orioles","3","3","3.66","0","57","3","57.0","48","23","7","66","23","1.25","10.41","3.65","3.69","0.5","0.6","6627"
"Mike Dimock","","0","0","3.65","0","1","0","1.0","1","0","0","1","0","1.24","9.45","3.16","3.69","0.0","0.1","sa526011"
"Zach McAllister","Indians","2","2","3.71","0","35","0","35.0","31","14","4","36","12","1.24","9.23","2.99","3.69","0.3","0.3","2895"
"Zach Phillips","Pirates","0","0","3.56","0","1","0","1.0","1","0","0","1","0","1.38","8.98","4.09","3.70","0.0","0.1","99"
"Jay Jackson","Padres","0","0","3.66","0","1","0","1.0","1","0","0","1","0","1.25","9.69","3.33","3.71","0.0","0.1","7432"
"Adam Liberatore","Dodgers","1","1","3.50","0","21","0","21.0","19","8","2","23","8","1.25","9.51","3.40","3.71","0.2","0.1","10637"
"Danny Salazar","Indians","10","7","3.65","25","25","0","147.0","127","60","18","163","55","1.24","10.00","3.39","3.71","2.8","2.9","5867"
"Cory Gearrin","Giants","2","2","3.59","0","39","0","39.0","35","15","3","36","16","1.32","8.41","3.64","3.71","0.2","0.2","7947"
"Reyes Moronta","","0","0","3.53","0","1","0","1.0","1","0","0","1","0","1.31","9.75","4.28","3.71","0.0","0.1","sa597322"
"Hyun-Jin Ryu","Dodgers","5","4","3.62","14","14","0","78.0","77","32","9","67","19","1.23","7.63","2.18","3.71","1.2","1.1","14444"
"Marc Rzepczynski","Mariners","2","2","3.44","0","39","0","39.0","36","15","3","37","17","1.37","8.61","4.00","3.71","0.3","0.4","6612"
"Matt Grace","Nationals","0","0","3.57","0","9","0","9.0","9","3","1","7","3","1.37","7.09","3.11","3.71","0.1","0.1","11449"
"Dan Otero","Indians","2","2","3.67","0","48","0","48.0","51","19","4","34","11","1.29","6.48","2.14","3.71","0.4","0.4","7385"
"Brock Stewart","Dodgers","1","1","3.62","1","10","0","16.0","15","7","2","16","5","1.18","8.96","2.48","3.72","0.2","0.2","16727"
"Zack Greinke","Diamondbacks","10","9","3.77","26","26","0","166.0","164","70","19","147","42","1.24","7.95","2.27","3.72","3.1","3.1","1943"
"Luke Hochevar","","2","2","3.74","0","39","0","39.0","35","16","5","42","14","1.24","9.68","3.14","3.72","0.3","0.2","6943"
"Joe Nathan","Giants","0","0","3.64","0","1","0","1.0","1","0","0","1","0","1.30","9.02","3.75","3.72","0.0","0.1","1122"
"Matt Strahm","Royals","1","1","3.50","0","26","0","26.0","22","10","3","27","10","1.24","9.43","3.42","3.73","0.2","0.3","13799"
"Rick Porcello","Red Sox","11","9","3.93","27","27","0","170.0","171","74","20","147","36","1.22","7.77","1.93","3.73","3.3","3.0","2717"
"Aaron Poreda","Rangers","0","0","3.61","0","1","0","1.0","1","0","0","1","0","1.30","9.71","3.69","3.73","0.0","0.1","4313"
"Spencer Patton","Cubs","0","0","3.57","0","1","0","1.0","1","0","0","1","0","1.29","10.34","4.13","3.73","0.0","0.1","12361"
"Jeff Samardzija","Giants","10","10","3.79","27","27","0","171.0","168","72","18","147","46","1.25","7.76","2.41","3.73","2.5","2.2","3254"
"Carlos Alvarado","","0","0","3.61","0","1","0","1.0","1","0","0","1","0","1.26","8.79","3.32","3.74","0.0","0.1","sa505053"
"Will Harris","Astros","2","2","3.77","0","48","3","48.0","44","20","5","46","16","1.27","8.76","2.99","3.74","0.3","0.3","3192"
"Adam Wainwright","Cardinals","9","8","3.85","24","24","0","144.0","146","61","15","119","39","1.29","7.48","2.45","3.74","2.5","2.1","2233"
"Tommy Kahnle","White Sox","1","1","3.61","0","31","0","31.0","25","12","3","38","17","1.37","11.02","4.99","3.74","0.3","0.4","11384"
"A.J. Ramos","Marlins","3","3","3.64","0","57","24","57.0","48","23","5","63","29","1.35","9.90","4.53","3.75","0.4","0.4","8350"
"Evan Scribner","Mariners","2","2","3.73","0","47","0","47.0","44","20","6","46","11","1.17","8.78","2.18","3.75","0.3","0.3","7525"
"Jerry Blevins","Mets","2","2","3.63","0","39","0","39.0","35","16","4","42","16","1.28","9.68","3.58","3.76","0.2","0.2","7841"
"Jake Buchanan","Cubs","1","1","3.64","0","13","0","13.0","13","5","1","10","4","1.29","6.96","2.53","3.76","0.1","0.1","10962"
"Austin Pruitt","Rays","2","2","3.67","1","36","0","42.0","41","17","5","36","9","1.20","7.61","2.00","3.76","0.3","0.3","15290"
"Marcos Mateo","Padres","0","0","3.67","0","1","0","1.0","1","0","0","1","0","1.27","9.90","3.67","3.76","0.0","0.1","6869"
"Mike Hauschild","Rangers","0","0","3.79","0","1","0","1.0","1","0","0","1","0","1.28","7.79","2.55","3.76","0.0","0.1","14033"
"Jose Torres","Padres","0","0","3.59","0","1","0","1.0","1","0","0","1","0","1.31","9.59","3.92","3.76","0.0","0.1","14957"
"Neil Ramirez","Giants","1","1","3.67","0","30","0","30.0","25","12","3","33","13","1.28","9.98","4.00","3.76","0.2","0.2","7677"
"Zach Putnam","White Sox","2","2","3.74","0","48","0","48.0","43","20","5","52","20","1.31","9.71","3.78","3.76","0.4","0.4","9080"
"Jacob Barnes","Brewers","2","2","3.82","0","47","0","47.0","43","20","5","49","18","1.30","9.44","3.39","3.76","0.4","0.3","12323"
"Ryan Weber","Braves","0","0","3.83","0","1","0","1.0","1","0","0","1","0","1.30","6.39","1.96","3.77","0.0","0.1","10160"
"Erik Davis","Nationals","0","0","3.71","0","1","0","1.0","1","0","0","1","0","1.35","9.12","3.91","3.77","0.0","0.1","8422"
"Charlie Morton","Astros","8","7","3.81","22","22","0","125.0","119","53","12","120","45","1.31","8.62","3.23","3.77","2.1","1.9","4676"
"Zack Wheeler","Mets","7","7","3.80","18","31","0","117.0","109","49","12","117","44","1.31","9.02","3.41","3.77","1.9","1.4","10310"
"Steve Cishek","Mariners","2","2","3.68","0","34","0","34.0","31","14","4","35","13","1.29","9.08","3.44","3.78","0.3","0.3","6483"
"Josh Lueke","Rays","0","0","3.66","0","1","0","1.0","1","0","0","1","0","1.24","8.69","2.89","3.78","0.0","0.1","5722"
"Alec Mills","Royals","0","0","3.69","0","1","0","1.0","1","0","0","1","0","1.22","7.81","2.39","3.78","0.0","0.1","13834"
"Jon Edwards","Padres","0","0","3.64","0","1","0","1.0","1","0","0","1","1","1.33","10.65","4.60","3.78","0.0","0.1","1483"
"Zack Weiss","","0","0","3.64","0","1","0","1.0","1","0","0","1","0","1.27","9.93","3.65","3.78","0.0","0.1","sa548466"
"Eric Yardley","","0","0","3.68","0","1","0","1.0","1","0","0","1","0","1.35","7.05","3.04","3.78","0.0","0.1","sa744476"
"Luis Avilan","Dodgers","2","2","3.47","0","34","0","34.0","31","13","3","34","15","1.33","8.94","3.93","3.78","0.2","0.2","2882"
"Samuel Tuivailala","Cardinals","1","1","3.68","0","22","0","22.0","18","9","2","25","11","1.34","10.24","4.46","3.78","0.1","0.1","13485"
"Jimmie Sherfy","","0","0","3.71","0","9","0","9.0","7","4","1","10","4","1.34","10.06","4.35","3.79","0.1","0.1","sa737897"
"Fernando Nieve","","0","0","3.75","0","1","0","1.0","1","0","0","1","0","1.30","9.31","3.57","3.79","0.0","0.1","2173"
"Joaquin Benoit","Phillies","3","3","3.68","0","57","16","57.0","49","23","7","64","23","1.26","10.13","3.70","3.79","0.6","0.4","1437"
"Jake Diekman","Rangers","1","1","3.60","0","17","0","17.0","15","7","2","19","8","1.35","9.75","4.30","3.79","0.1","0.1","5003"
"Tyler Rogers","","0","0","3.55","0","1","0","1.0","1","0","0","1","0","1.38","7.28","3.72","3.79","0.0","0.1","sa739036"
"Josh Osich","Giants","1","1","3.55","0","17","0","17.0","16","7","1","16","8","1.36","8.51","4.05","3.79","0.1","0.2","11528"
