"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","playerid"
"Bobby Wahl","Athletics","1","1","4.15","0","20","0","20.0","18","9","2","20","10","1.42","9.20","4.65","4.24","0.0","0.0","14832"
"Kyler Newby","","0","0","4.07","0","1","0","1.0","1","0","0","1","0","1.34","7.15","3.07","4.24","0.0","0.1","sa288761"
"Collin Cargill","","0","0","4.14","0","1","0","1.0","1","0","0","1","0","1.47","6.75","3.96","4.24","0.0","0.0","sa598617"
"David Colvin","","0","0","4.13","0","1","0","1.0","1","0","0","1","0","1.35","7.90","3.38","4.24","0.0","0.1","sa577999"
"Zech Lemond","","0","0","4.15","0","1","0","1.0","1","0","0","1","0","1.33","7.22","2.88","4.24","0.0","0.1","sa602584"
"Robert Gsellman","Mets","7","7","4.20","20","20","0","115.0","120","54","13","86","40","1.39","6.77","3.10","4.24","1.3","0.9","13696"
"Carlos Villanueva","Padres","0","0","4.24","0","1","0","1.0","1","0","0","1","0","1.32","7.56","2.73","4.24","0.0","0.0","4138"
"Kevin Siegrist","Cardinals","2","2","4.05","0","43","1","43.0","39","20","5","45","22","1.39","9.35","4.46","4.24","0.1","0.1","8180"
"Colin Rea","Marlins","0","0","4.32","0","0","0","1.0","1","0","0","1","0","1.40","7.02","3.37","4.24","0.0","0.0","12317"
"Greg Holle","","0","0","4.34","0","1","0","1.0","1","0","0","1","0","1.40","7.90","3.35","4.24","0.0","0.0","sa526447"
"Chris Narveson","Marlins","0","0","4.05","0","1","0","1.0","1","0","0","1","0","1.35","7.41","3.30","4.25","0.0","0.1","2141"
"Clayton Richard","Padres","6","8","4.13","20","20","0","121.0","132","55","12","81","44","1.46","6.02","3.26","4.25","1.2","1.1","3551"
"Stephen Janas","","0","0","4.22","0","1","0","1.0","1","0","0","1","0","1.38","6.57","2.90","4.25","0.0","0.0","sa737861"
"Jeff Lorick","","0","0","3.92","0","1","0","1.0","1","0","0","1","0","1.41","8.09","4.26","4.25","0.0","0.1","sa501999"
"Josh Lindblom","Pirates","1","1","4.20","0","27","0","27.0","27","13","4","23","8","1.32","7.45","2.79","4.25","0.0","-0.1","7882"
"Nick Tropeano","Angels","0","0","4.06","0","0","0","1.0","1","0","0","1","0","1.30","8.40","3.35","4.25","0.0","0.0","12385"
"Severino Gonzalez","Marlins","1","1","4.17","0","12","0","12.0","12","6","2","9","3","1.27","6.74","2.26","4.25","0.0","0.0","14697"
"Kraig Sitton","","0","0","3.98","0","1","0","1.0","1","0","0","1","0","1.38","6.68","3.37","4.25","0.0","0.1","sa501975"
"J.A. Happ","Blue Jays","7","7","4.28","19","19","0","109.0","109","52","15","96","35","1.31","7.86","2.87","4.25","1.4","1.3","7410"
"R.J. Alvarez","Athletics","0","0","4.18","0","1","0","1.0","1","0","0","1","1","1.43","9.65","4.91","4.25","0.0","0.1","13401"
"Yoervis Medina","Cubs","0","0","4.03","0","1","0","1.0","1","0","0","1","1","1.46","8.52","4.77","4.25","0.0","0.1","10498"
"Adam Bray","","0","0","4.17","0","1","0","1.0","1","0","0","1","0","1.29","7.49","2.59","4.25","0.0","0.1","sa876116"
"Zach Davies","Brewers","7","9","4.37","23","23","0","134.0","139","65","18","115","45","1.37","7.74","3.03","4.26","1.7","1.4","13183"
"Jacob Lindgren","Yankees","0","0","3.94","0","1","0","1.0","1","0","0","1","1","1.45","9.53","5.09","4.26","0.0","0.1","16215"
"Tyler Chatwood","Rockies","8","8","4.42","22","22","0","135.0","142","66","15","114","58","1.48","7.60","3.88","4.26","1.9","2.2","4338"
"J.J. Putz","Diamondbacks","0","0","4.25","0","1","0","1.0","1","0","0","1","0","1.41","8.10","3.91","4.26","0.0","0.0","1795"
"Carlos Diaz","","0","0","3.86","0","1","0","1.0","1","0","0","1","1","1.47","8.05","4.92","4.26","0.0","0.1","sa597196"
"Carlos Estevez","Rockies","1","1","4.36","0","23","0","23.0","23","11","3","23","10","1.40","8.77","3.85","4.26","0.1","0.2","14542"
"Corey Oswalt","","0","0","4.22","0","0","0","1.0","1","0","0","1","0","1.37","6.96","3.08","4.26","0.0","0.0","sa658034"
"Anthony Banda","","1","1","4.15","2","2","0","14.0","14","7","2","13","6","1.39","8.41","3.94","4.26","0.2","0.2","sa599510"
"Corey Baker","","0","0","4.18","0","1","0","1.0","1","0","0","1","0","1.40","7.17","3.49","4.26","0.0","0.0","sa598476"
"Tommy Milone","Mets","2","2","4.20","6","6","0","35.0","36","16","5","28","9","1.30","7.31","2.43","4.26","0.4","0.3","7608"
"Tyler Beede","","1","1","4.08","2","2","0","14.0","14","6","1","11","6","1.43","6.82","3.93","4.26","0.2","0.2","sa597784"
"Jason Frasor","","2","3","4.23","0","52","0","52.0","50","25","6","48","24","1.42","8.22","4.09","4.26","0.1","0.0","1906"
"Adam Kolarek","","0","0","3.83","0","1","0","1.0","1","0","0","1","1","1.45","7.82","4.55","4.26","0.0","0.1","sa549067"
"Pat Urckfitz","","0","0","4.05","0","1","0","1.0","1","0","0","1","0","1.45","7.31","4.14","4.26","0.0","0.1","sa457153"
"Jamie Walczak","","0","0","4.09","0","1","0","1.0","1","0","0","1","0","1.40","9.06","4.36","4.26","0.0","0.1","sa501724"
"Corey Black","","0","0","3.99","0","1","0","1.0","1","0","0","1","1","1.44","9.81","5.30","4.26","0.0","0.1","sa658004"
"Layne Somsen","Reds","0","0","3.97","0","1","0","1.0","1","0","0","1","1","1.41","9.18","4.68","4.26","0.0","0.1","15301"
"Robbie Erlin","Padres","0","0","4.20","1","1","0","7.0","7","3","1","6","2","1.35","7.07","2.88","4.26","0.1","0.0","10354"
"Taylor Lewis","","0","0","4.24","0","1","0","1.0","1","0","0","1","0","1.42","7.68","3.73","4.26","0.0","0.0","sa829839"
"Alex Cobb","Rays","6","7","4.19","19","19","0","109.0","114","51","13","79","34","1.36","6.48","2.79","4.26","1.2","1.1","6562"
"Vidal Nuno","Orioles","1","1","4.17","0","24","0","24.0","24","11","4","21","6","1.27","8.15","2.45","4.26","0.1","0.1","9674"
"Jonathan Papelbon","","2","2","4.28","0","43","0","43.0","43","21","6","38","15","1.33","7.79","3.01","4.26","0.1","0.0","5975"
"Anibal Sanchez","Tigers","4","4","4.30","8","35","0","71.0","70","34","10","62","23","1.31","7.86","2.89","4.26","0.8","0.5","3284"
"Kyle Regnault","","0","0","4.08","0","1","0","1.0","1","0","0","1","0","1.40","8.36","3.96","4.27","0.0","0.1","sa526832"
"Logan Bawcom","","0","0","4.16","0","1","0","1.0","1","0","0","1","0","1.37","8.57","3.88","4.27","0.0","0.1","sa549287"
"Ryan O'Rourke","Twins","0","0","4.13","0","8","0","8.0","8","4","1","8","4","1.39","8.69","4.04","4.27","0.0","0.0","10976"
"Manny Acosta","Mets","0","0","4.17","0","1","0","1.0","1","0","0","1","0","1.43","7.99","4.07","4.27","0.0","0.0","8725"
"Cole Hamels","Rangers","5","5","4.30","14","14","0","85.0","85","41","11","73","31","1.37","7.72","3.26","4.27","1.0","1.1","4972"
"Mark Leiter","Phillies","1","1","4.10","0","24","0","24.0","23","11","3","22","8","1.30","8.14","3.07","4.27","0.1","0.0","15551"
"Corey Taylor","","0","0","4.20","0","1","0","1.0","1","0","0","1","0","1.40","7.33","3.46","4.27","0.0","0.0","sa827144"
"Ryan Cook","Red Sox","0","0","4.30","0","1","0","1.0","1","0","0","1","0","1.42","7.92","3.95","4.27","0.0","0.0","8855"
"Tayron Guerrero","Marlins","0","0","4.12","0","8","0","8.0","7","4","1","8","4","1.47","8.76","5.03","4.27","0.0","0.0","11691"
"David Paulino","Astros","1","1","4.22","3","14","0","26.0","24","12","4","25","10","1.32","8.67","3.41","4.27","0.2","0.2","17418"
"Nick Rumbelow","Yankees","0","0","4.16","0","1","0","1.0","1","0","0","1","0","1.34","8.75","3.56","4.27","0.0","0.1","14867"
"Carlos Marmol","Marlins","0","0","4.13","0","1","0","1.0","1","0","0","1","1","1.50","10.02","5.87","4.27","0.0","0.1","2790"
"Braulio Lara","","0","0","4.05","0","1","0","1.0","1","0","0","1","0","1.45","8.22","4.41","4.27","0.0","0.1","sa506176"
"Paul Smyth","","0","0","4.30","0","1","0","1.0","1","0","0","1","0","1.33","8.25","3.22","4.28","0.0","0.0","sa503009"
"Phil McCormick","","0","0","3.92","0","1","0","1.0","1","0","0","1","0","1.45","6.67","4.09","4.28","0.0","0.1","sa598568"
"Francisco Liriano","Blue Jays","6","6","4.22","18","18","0","97.0","90","45","11","98","48","1.43","9.09","4.51","4.28","1.1","1.3","3201"
"Wade Miley","Orioles","9","8","4.19","23","23","0","134.0","136","62","17","115","50","1.39","7.71","3.34","4.28","1.7","1.8","8779"
"Akeel Morris","Mets","0","0","4.04","0","1","0","1.0","1","0","0","1","1","1.43","10.23","5.35","4.28","0.0","0.1","12185"
"Cory Taylor","","0","0","4.14","0","0","0","1.0","1","0","0","1","0","1.43","7.15","4.01","4.28","0.0","0.0","sa875205"
"Tom Wilhelmsen","Diamondbacks","1","1","4.31","0","27","0","27.0","27","13","3","23","12","1.43","7.66","3.91","4.28","0.1","0.1","9975"
"Wes Helsabeck","","0","0","4.01","0","1","0","1.0","1","0","0","1","0","1.36","8.79","4.03","4.28","0.0","0.1","sa877362"
"Bryce Bandilla","","0","0","3.93","0","1","0","1.0","1","0","0","1","1","1.45","8.45","4.88","4.28","0.0","0.1","sa455525"
"Anthony DeSclafani","Reds","4","5","4.29","13","13","0","74.0","75","35","11","65","22","1.30","7.83","2.65","4.28","0.8","0.8","13050"
"Carlos Torres","Brewers","2","2","4.36","0","43","1","43.0","43","21","6","40","17","1.40","8.40","3.64","4.28","0.1","0.1","7624"
"Francisco Rodriguez","Tigers","2","3","4.24","0","51","1","51.0","51","24","7","45","18","1.35","7.81","3.20","4.28","0.1","0.1","1642"
"Joel Peralta","Cubs","0","0","4.18","0","1","0","1.0","1","0","0","1","0","1.27","8.98","3.19","4.28","0.0","0.1","2332"
"Warner Madrigal","","0","0","4.27","0","1","0","1.0","1","0","0","1","0","1.33","8.17","3.21","4.28","0.0","0.0","6419"
"Jose Almarante","","0","0","4.24","0","1","0","1.0","1","0","0","1","0","1.39","8.29","3.82","4.28","0.0","0.0","sa506632"
"Vin Mazzaro","Giants","0","0","4.07","0","1","0","1.0","1","0","0","1","0","1.43","6.78","3.84","4.28","0.0","0.1","5231"
"Tyson Brummett","Phillies","0","0","4.16","0","1","0","1.0","1","0","0","1","0","1.35","7.46","3.15","4.28","0.0","0.0","509"
"Jonathan Albaladejo","Diamondbacks","0","0","4.27","0","1","0","1.0","1","0","0","1","0","1.40","7.69","3.62","4.28","0.0","0.0","3521"
"Alfredo Figaro","Brewers","0","0","4.42","0","1","0","1.0","1","0","0","1","0","1.37","7.33","2.74","4.28","0.0","0.0","8404"
"Adam Cimber","","0","0","4.17","0","1","0","1.0","1","0","0","1","0","1.39","6.34","3.02","4.29","0.0","0.0","sa737888"
"Rafael Perez","Indians","0","0","4.08","0","1","0","1.0","1","0","0","1","0","1.30","6.75","2.41","4.29","0.0","0.1","4078"
"Yimmi Brasoban","","0","0","4.10","0","1","0","1.0","1","0","0","1","0","1.44","8.33","4.50","4.29","0.0","0.1","sa598120"
"Ryan Webb","Rays","0","0","4.12","0","1","0","1.0","1","0","0","1","0","1.41","6.22","3.31","4.29","0.0","0.0","7474"
"Michael Bowden","Cubs","0","0","4.15","0","1","0","1.0","1","0","0","1","0","1.29","8.11","2.98","4.29","0.0","0.1","4440"
"Tyler DeLoach","","0","0","3.91","0","1","0","1.0","1","0","0","1","0","1.33","8.58","3.91","4.29","0.0","0.1","sa658786"
"Seth Frankoff","","0","0","4.17","0","0","0","1.0","1","0","0","1","0","1.37","7.48","3.48","4.29","0.0","0.0","sa549760"
"Matt Lujan","","0","0","4.03","0","0","0","1.0","1","0","0","1","0","1.41","7.07","3.82","4.29","0.0","0.0","sa526820"
"Brian Wilson","Dodgers","0","0","4.11","0","1","0","1.0","1","0","0","1","0","1.39","8.48","4.09","4.29","0.0","0.1","6485"
"Caleb Cotham","Reds","0","0","4.16","0","1","0","1.0","1","0","0","1","0","1.35","8.24","3.43","4.29","0.0","0.0","10075"
"Yoslan Herrera","Angels","0","0","4.06","0","1","0","1.0","1","0","0","1","0","1.37","7.31","3.54","4.29","0.0","0.1","7759"
"Tyler Waldron","","0","0","4.30","0","1","0","1.0","1","0","0","1","0","1.36","6.72","2.79","4.29","0.0","0.0","sa545242"
"Daniel Norris","Tigers","8","8","4.20","23","23","0","128.0","123","60","16","116","53","1.37","8.14","3.70","4.29","1.5","1.6","13475"
"Antonio Guzman","","0","0","4.13","0","1","0","1.0","1","0","0","1","0","1.39","8.82","4.26","4.29","0.0","0.1","sa507037"
"Casey Lawrence","Mariners","0","0","4.18","0","8","0","8.0","8","4","1","5","2","1.31","5.90","2.06","4.29","0.0","0.0","11121"
"James Nygren","","0","0","4.24","0","1","0","1.0","1","0","0","1","0","1.39","6.57","3.16","4.29","0.0","0.0","sa599514"
"Brooks Pounders","Angels","0","0","4.10","0","8","0","8.0","7","3","1","7","3","1.31","8.55","3.50","4.30","0.0","0.0","10387"
"Andrew Bailey","Angels","1","1","4.10","0","31","0","31.0","29","14","4","28","12","1.32","8.27","3.52","4.30","0.1","0.1","1368"
"Dakota Hudson","","0","0","4.30","0","0","0","1.0","1","0","0","1","0","1.44","6.77","3.58","4.30","0.0","0.0","sa738673"
"Domingo German","","0","0","4.19","0","8","0","8.0","8","4","1","7","3","1.32","7.94","2.99","4.30","0.0","0.0","sa548637"
"Trevor Bauer","Indians","7","6","4.27","18","18","0","105.0","100","50","14","99","43","1.37","8.47","3.68","4.30","1.2","1.3","12703"
"Chris Reed","Marlins","0","0","4.03","0","1","0","1.0","1","0","0","1","0","1.43","7.64","4.20","4.30","0.0","0.1","12801"
"Al Alburquerque","Royals","0","0","4.19","0","8","0","8.0","7","4","1","7","4","1.42","8.34","4.36","4.30","0.0","0.0","6324"
"Joe Biagini","Blue Jays","5","5","4.34","11","35","0","87.0","90","42","11","68","29","1.37","7.03","2.99","4.30","0.8","0.8","13194"
"Henry Sosa","Dodgers","0","0","4.25","0","0","0","1.0","1","0","0","1","0","1.34","7.15","2.83","4.30","0.0","0.0","6936"
"Raudel Lazo","Marlins","0","0","4.14","0","1","0","1.0","1","0","0","1","0","1.40","7.20","3.62","4.30","0.0","0.1","14077"
"Kendall Graveman","Athletics","7","9","4.46","23","23","0","136.0","151","67","16","94","41","1.41","6.21","2.72","4.30","1.3","1.0","15514"
"Kevin Herget","","0","0","4.22","0","1","0","1.0","1","0","0","1","0","1.39","7.61","3.59","4.30","0.0","0.0","sa738986"
"Frank Garces","Padres","0","0","4.14","0","1","0","1.0","1","0","0","1","0","1.38","8.32","3.81","4.30","0.0","0.1","13144"
"Bo Schultz","Blue Jays","0","0","4.31","0","8","0","8.0","8","4","1","6","3","1.37","7.15","3.09","4.30","0.0","0.0","5028"
"Matt Carasiti","Rockies","0","0","4.40","0","1","0","1.0","1","0","0","1","0","1.44","8.56","4.10","4.30","0.0","0.0","13276"
"Scott Atchison","Indians","0","0","4.27","0","1","0","1.0","1","0","0","1","0","1.39","6.19","2.75","4.31","0.0","0.0","2642"
"Mike Foltynewicz","Braves","7","8","4.33","21","21","0","122.0","119","58","16","112","45","1.36","8.27","3.37","4.31","1.2","1.2","10811"
"T.J. Chism","","0","0","4.12","0","1","0","1.0","1","0","0","1","0","1.43","8.26","4.18","4.31","0.0","0.1","sa502763"
"Frank Duncan","","0","0","4.40","0","0","0","1.0","1","0","0","1","0","1.36","6.58","2.64","4.31","0.0","0.0","sa738963"
"Eduardo Paredes","","0","0","4.07","0","1","0","1.0","1","0","0","1","0","1.32","7.97","3.45","4.31","0.0","0.1","sa657128"
"Tyler Mizenko","","0","0","4.12","0","1","0","1.0","1","0","0","1","0","1.45","6.53","3.93","4.31","0.0","0.0","sa577659"
"Brian Moran","","0","0","4.15","0","1","0","1.0","1","0","0","1","0","1.43","8.18","4.19","4.31","0.0","0.1","sa501495"
"Jon Perrin","","0","0","4.43","0","0","0","1.0","1","0","0","1","0","1.34","7.29","2.57","4.31","0.0","0.0","sa829664"
"Austin Voth","","2","2","4.24","5","13","0","37.0","37","17","4","31","15","1.39","7.63","3.57","4.31","0.3","0.3","sa621465"
"Scott Diamond","Blue Jays","0","0","4.22","0","1","0","1.0","1","0","0","1","0","1.31","5.84","1.92","4.31","0.0","0.0","5089"
"Jake Odorizzi","Rays","7","8","4.23","21","21","0","122.0","119","58","18","109","38","1.28","7.98","2.76","4.31","1.3","1.3","6397"
"Fernando Abad","Red Sox","2","1","4.21","0","31","0","31.0","31","15","4","28","13","1.38","8.01","3.62","4.31","0.0","0.1","4994"
"Hector Nelo","","0","0","4.15","0","1","0","1.0","1","0","0","1","0","1.40","8.09","3.92","4.31","0.0","0.1","sa392069"
"Erick Fedde","","0","0","4.32","0","0","0","1.0","1","0","0","1","0","1.40","6.91","3.22","4.32","0.0","0.0","sa599293"
"Drew Hutchison","Pirates","1","1","4.41","4","4","0","21.0","21","10","3","19","8","1.37","7.88","3.35","4.32","0.3","0.2","10732"
"Dan Jennings","White Sox","2","3","4.14","0","52","1","52.0","53","24","5","41","23","1.48","7.15","4.09","4.32","0.2","0.2","8073"
"Andres Santiago","","0","0","4.26","0","1","0","1.0","1","0","0","1","0","1.43","7.48","3.82","4.32","0.0","0.0","sa389212"
"Ty Blach","Giants","5","6","4.16","14","37","0","101.0","109","47","11","61","30","1.37","5.47","2.63","4.32","0.6","0.6","14361"
"Drew Muren","","0","0","4.27","0","1","0","1.0","1","0","0","1","1","1.44","8.85","4.56","4.32","0.0","0.0","sa545091"
"German Marquez","Rockies","3","3","4.49","10","10","0","57.0","59","29","8","50","18","1.36","7.90","2.91","4.32","0.8","0.9","15038"
"Jose Urena","Marlins","4","5","4.30","9","41","0","82.0","85","39","9","60","29","1.40","6.63","3.17","4.32","0.4","0.4","11589"
"Daury Torrez","","0","0","4.15","0","1","0","1.0","1","0","0","1","0","1.31","7.07","2.79","4.32","0.0","0.1","sa596959"
"Winston Abreu","","0","0","4.19","0","1","0","1.0","1","0","0","1","0","1.44","8.44","4.43","4.32","0.0","0.0","582"
"Jhan Marinez","Brewers","1","1","4.32","0","23","0","23.0","23","11","3","22","11","1.45","8.54","4.23","4.32","0.1","0.0","5830"
"Jesus Pirela","","0","0","4.20","0","1","0","1.0","1","0","0","1","0","1.36","8.21","3.64","4.32","0.0","0.0","sa504880"
"David Carpenter","Braves","0","0","4.26","0","1","0","1.0","1","0","0","1","0","1.42","8.11","4.08","4.32","0.0","0.0","9244"
"Dominic Leone","Blue Jays","1","2","4.25","0","31","0","31.0","29","15","4","30","13","1.37","8.64","3.90","4.32","0.1","0.1","13763"
"Julio Teheran","Braves","8","9","4.35","23","23","0","146.0","147","70","21","127","46","1.32","7.84","2.85","4.32","1.4","1.5","6797"
"Kevin Gausman","Orioles","8","8","4.30","23","23","0","136.0","136","65","20","120","45","1.33","7.94","2.97","4.33","1.9","1.7","14107"
"Kyle Ryan","Tigers","1","1","4.13","0","24","0","24.0","25","11","3","17","9","1.42","6.30","3.31","4.33","0.0","0.1","11753"
"Matt Koch","Diamondbacks","0","0","4.33","0","8","0","8.0","8","4","1","5","2","1.31","6.37","2.11","4.33","0.0","0.0","13420"
"Michael Brady","","0","0","4.37","0","0","0","1.0","1","0","0","1","0","1.29","7.09","2.34","4.33","0.0","0.0","sa502167"
"Freddy Garcia","Braves","0","0","4.46","0","0","0","1.0","1","0","0","1","0","1.33","6.19","2.07","4.33","0.0","0.0","1077"
"Pat Venditte","Phillies","1","1","4.06","0","27","0","27.0","24","12","4","29","12","1.32","9.46","4.05","4.33","0.1","0.1","7108"
"Jacob Faria","","3","3","4.11","9","16","0","57.0","50","26","8","59","27","1.35","9.22","4.30","4.33","0.6","0.7","sa598097"
"Evan Mitchell","","0","0","4.07","0","1","0","1.0","1","0","0","1","0","1.47","7.57","4.42","4.33","0.0","0.1","sa708969"
"Homer Bailey","Reds","1","1","4.28","3","3","0","14.0","14","7","2","12","5","1.33","7.64","2.90","4.33","0.1","0.2","8362"
"Bryan Woodall","","0","0","4.40","0","0","0","1.0","1","0","0","1","0","1.37","7.04","2.94","4.33","0.0","0.0","sa454885"
"Jim Fuller","","0","0","4.13","0","1","0","1.0","1","0","0","1","0","1.44","8.02","4.28","4.33","0.0","0.1","sa455447"
"Nate Baker","","0","0","4.21","0","1","0","1.0","1","0","0","1","0","1.44","7.84","4.08","4.33","0.0","0.0","sa501452"
"Nick Burdi","","0","0","4.22","0","1","0","1.0","1","0","0","1","1","1.43","8.97","4.62","4.33","0.0","0.0","sa599297"
"Ryan Mattheus","Reds","0","0","4.25","0","1","0","1.0","1","0","0","1","0","1.42","7.11","3.47","4.33","0.0","0.0","7169"
"Tim Sexton","","0","0","4.31","0","1","0","1.0","1","0","0","1","0","1.37","7.44","3.19","4.33","0.0","0.0","sa392174"
"Victor Araujo","","0","0","4.25","0","1","0","1.0","1","0","0","1","0","1.43","7.70","4.10","4.33","0.0","0.0","sa548099"
"Austin Adams","","0","0","4.02","0","8","0","8.0","7","4","1","9","6","1.56","10.39","6.54","4.33","0.0","0.0","sa658119"
"Eric Jokisch","Cubs","0","0","4.11","0","1","0","1.0","1","0","0","1","0","1.37","6.78","3.11","4.33","0.0","0.1","11157"
"Joe Gardner","","0","0","4.43","0","0","0","1.0","1","0","0","1","0","1.41","6.44","2.98","4.33","0.0","0.0","sa501227"
"Jorge Bucardo","","0","0","4.13","0","1","0","1.0","1","0","0","1","0","1.45","7.29","4.28","4.33","0.0","0.0","sa456361"
"Lucas Harrell","","1","2","4.19","0","31","0","31.0","31","14","3","25","15","1.49","7.38","4.38","4.33","0.0","0.0","7541"
"Yunesky Maya","Nationals","0","0","4.34","0","1","0","1.0","1","0","0","1","0","1.37","6.67","2.70","4.33","0.0","0.0","11420"
"Rob Scahill","Brewers","1","1","4.38","0","27","0","27.0","29","13","3","22","11","1.47","7.33","3.74","4.34","0.0","0.0","9286"
"Joely Rodriguez","Phillies","1","2","4.07","0","32","0","32.0","33","15","4","25","13","1.43","7.07","3.77","4.34","0.1","0.0","11487"
"Noe Ramirez","Red Sox","1","1","4.28","0","12","0","12.0","11","6","2","11","5","1.37","8.26","3.69","4.34","0.0","0.1","12800"
"Heath Bell","Rays","0","0","4.14","0","1","0","1.0","1","0","0","1","0","1.37","7.45","3.48","4.34","0.0","0.1","2080"
"Clay Holmes","","0","0","4.34","1","1","0","7.0","7","3","1","6","3","1.53","6.97","4.37","4.34","0.1","0.0","sa598167"
"Phillips Valdez","","0","0","4.20","0","1","0","1.0","1","0","0","1","0","1.46","6.67","3.73","4.34","0.0","0.0","sa506127"
"Blake McFarland","","0","0","4.31","0","1","0","1.0","1","0","0","1","0","1.32","8.71","3.36","4.34","0.0","0.0","sa598555"
"Zac Curtis","Mariners","1","1","4.01","0","12","0","12.0","11","5","1","11","6","1.38","8.66","4.27","4.34","0.0","0.0","16684"
"Javy Guerra","Angels","0","0","4.03","0","1","0","1.0","1","0","0","1","1","1.43","8.24","4.51","4.34","0.0","0.1","7407"
"Matt Tomshaw","","0","0","4.22","0","0","0","1.0","1","0","0","1","0","1.35","6.33","2.72","4.34","0.0","0.0","sa598974"
"Tim Collins","Royals","0","0","4.15","0","1","0","1.0","1","0","0","1","0","1.39","8.62","4.28","4.34","0.0","0.1","3164"
"Jose Casilla","","0","0","4.17","0","1","0","1.0","1","0","0","1","0","1.45","6.30","3.71","4.34","0.0","0.0","sa456056"
"Arquimedes Caminero","Mariners","0","0","4.16","0","1","0","1.0","1","0","0","1","0","1.38","8.72","4.15","4.34","0.0","0.1","8992"
"Chris Smith","","0","0","4.27","0","1","0","1.0","1","0","0","1","0","1.33","8.62","3.50","4.34","0.0","0.0","sa199533"
"Forrest Snow","","0","0","4.29","0","1","0","1.0","1","0","0","1","0","1.31","8.98","3.35","4.34","0.0","0.0","sa549462"
"Dakota Bacus","","0","0","4.22","0","1","0","1.0","1","0","0","1","0","1.44","7.14","3.78","4.34","0.0","0.0","sa658132"
"Scott Rice","Mets","0","0","3.93","0","1","0","1.0","1","0","0","1","1","1.57","8.19","5.57","4.34","0.0","0.1","2743"
"Bobby LaFromboise","Pirates","0","0","4.21","0","1","0","1.0","1","0","0","1","0","1.44","6.95","3.71","4.34","0.0","0.0","7758"
"Jose Berrios","Twins","5","5","4.36","16","16","0","83.0","79","40","12","78","31","1.34","8.48","3.42","4.34","0.9","0.9","14168"
"D.J. Baxendale","","0","0","4.32","0","1","0","1.0","1","0","0","1","0","1.33","6.98","2.64","4.34","0.0","0.0","sa577014"
"Louis Head","","0","0","4.19","0","1","0","1.0","1","0","0","1","0","1.41","8.03","3.99","4.34","0.0","0.0","sa658343"
"Joel Bender","","0","0","4.06","0","1","0","1.0","1","0","0","1","0","1.42","8.00","4.05","4.34","0.0","0.1","sa549763"
"Junior Guerra","Brewers","6","8","4.43","20","20","0","116.0","115","57","16","107","46","1.39","8.36","3.57","4.35","1.5","1.2","5702"
"Cesar Vargas","Padres","0","0","4.33","0","0","0","1.0","1","0","0","1","0","1.43","7.17","3.62","4.35","0.0","0.0","14099"
"Rob Rogers","","0","0","4.15","0","1","0","1.0","1","0","0","1","0","1.45","7.14","3.98","4.35","0.0","0.0","sa738615"
"Andrew Oliver","Brewers","0","0","4.16","0","1","0","1.0","1","0","0","1","1","1.46","9.78","5.11","4.35","0.0","0.1","10257"
"David Speer","","0","0","4.12","0","1","0","1.0","1","0","0","1","0","1.39","7.10","3.47","4.35","0.0","0.1","sa827385"
"Jordan Hershiser","","0","0","4.22","0","1","0","1.0","1","0","0","1","0","1.42","8.20","4.14","4.35","0.0","0.0","sa658976"
"Tyler Melling","","0","0","4.19","0","1","0","1.0","1","0","0","1","0","1.43","7.87","4.05","4.35","0.0","0.0","sa599701"
"Maikel Cleto","White Sox","0","0","4.20","0","1","0","1.0","1","0","0","1","1","1.40","10.53","5.00","4.35","0.0","0.0","5529"
"Josh Johnson","Blue Jays","0","0","4.51","0","0","0","1.0","1","1","0","1","0","1.35","7.60","2.95","4.35","0.0","0.0","4567"
"Adam Parks","","0","0","4.29","0","1","0","1.0","1","0","0","1","0","1.36","8.64","3.67","4.35","0.0","0.0","sa829657"
"Ben Heller","Yankees","1","1","4.20","0","16","0","16.0","14","7","2","17","7","1.37","9.34","4.19","4.35","0.0","0.0","15100"
"Pedro Beato","Braves","0","0","4.22","0","1","0","1.0","1","0","0","1","0","1.39","8.03","3.84","4.35","0.0","0.0","1330"
"Jose Alvarado","Rays","0","0","3.81","0","8","0","8.0","7","3","1","8","5","1.54","9.22","6.09","4.35","0.0","0.0","17780"
"Justin Wright","","0","0","4.07","0","1","0","1.0","1","0","0","1","0","1.48","7.44","4.46","4.35","0.0","0.1","sa526239"
"Jeff Urlaub","","0","0","4.27","0","1","0","1.0","1","0","0","1","0","1.42","7.60","3.71","4.35","0.0","0.0","sa549814"
"Danny Miranda","","0","0","4.17","0","1","0","1.0","1","0","0","1","0","1.42","7.02","3.61","4.36","0.0","0.0","sa598114"
"Burch Smith","Padres","0","0","4.36","0","0","0","1.0","1","0","0","1","0","1.38","8.81","3.85","4.36","0.0","0.0","12784"
"Brad Peacock","Astros","3","3","4.36","5","36","0","59.0","55","29","8","60","25","1.35","9.15","3.81","4.36","0.3","0.2","5401"
"Henderson Alvarez","","4","5","4.38","13","13","0","74.0","82","36","9","47","21","1.39","5.73","2.51","4.36","0.8","0.7","5669"
"Evan Phillips","","0","0","4.27","0","1","0","1.0","1","0","0","1","1","1.47","8.37","4.57","4.36","0.0","0.0","sa658921"
