"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","playerid"
"Mariano Rivera","Yankees","0","0","4.08","0","1","0","1.0","1","0","0","1","0","1.28","7.40","2.37","4.17","0.0","0.1","844"
"Ryan Reid","Pirates","0","0","4.14","0","1","0","1.0","1","0","0","1","0","1.47","6.55","3.64","4.17","0.0","0.0","9385"
"Jhan Marinez","Pirates","1","1","4.13","0","25","0","25.0","25","12","3","22","11","1.43","7.74","3.95","4.17","0.1","0.0","5830"
"Danny Duffy","Royals","8","8","4.03","23","23","0","139.0","133","62","18","123","46","1.29","7.97","2.98","4.17","1.8","2.2","3542"
"Jesse Chavez","Angels","7","7","4.06","20","20","0","116.0","112","52","15","103","39","1.30","7.98","2.99","4.17","1.4","1.3","5448"
"Mike Adams","Phillies","0","0","4.10","0","1","0","1.0","1","0","0","1","0","1.37","8.15","3.68","4.17","0.0","0.1","1937"
"Ryan Buchter","Padres","2","2","3.90","0","39","1","39.0","33","17","5","45","20","1.35","10.25","4.62","4.17","0.2","0.1","9456"
"Aaron Sanchez","Blue Jays","7","7","4.21","20","20","0","119.0","119","55","12","99","49","1.42","7.55","3.70","4.17","1.5","1.5","11490"
"Austin Adams","Indians","0","0","4.10","0","1","0","1.0","1","0","0","1","0","1.37","8.28","3.69","4.17","0.0","0.1","7411"
"Matt Ramsey","","0","0","4.18","0","1","0","1.0","1","0","0","1","0","1.43","9.00","4.28","4.17","0.0","0.0","sa577883"
"Heath Hembree","Red Sox","2","2","4.25","0","40","0","40.0","38","19","5","39","15","1.31","8.65","3.26","4.18","0.1","0.2","11632"
"Jumbo Diaz","Rays","2","2","3.93","0","39","0","39.0","36","17","5","37","16","1.32","8.57","3.69","4.18","0.1","0.1","3397"
"Taylor Williams","","1","1","4.28","1","8","0","14.0","14","7","2","14","5","1.36","8.71","3.43","4.18","0.1","0.1","sa737785"
"Kevin Quackenbush","Padres","1","2","4.19","0","32","0","32.0","32","15","4","29","13","1.38","8.09","3.54","4.18","0.1","0.0","12360"
"David Hernandez","Angels","1","1","4.02","0","25","0","25.0","23","11","3","24","9","1.29","8.65","3.32","4.18","0.1","0.1","4259"
"John Leathersich","Cubs","0","0","3.81","0","7","0","7.0","6","3","1","9","5","1.43","10.39","5.54","4.18","0.0","0.1","12562"
"Dana Eveland","Rays","0","0","3.90","0","1","0","1.0","1","0","0","1","0","1.36","7.50","3.50","4.18","0.0","0.1","5508"
"Jake Petricka","White Sox","1","1","4.00","0","15","0","15.0","15","7","1","13","7","1.48","7.83","4.47","4.18","0.1","0.1","10534"
"Brett Oberholtzer","Angels","0","0","3.96","0","1","0","1.0","1","0","0","1","0","1.29","7.07","2.68","4.18","0.0","0.1","3855"
"Walker Lockett","","1","1","4.16","1","8","0","14.0","15","6","2","10","4","1.33","6.34","2.36","4.18","0.1","0.1","sa657984"
"Scott Oberg","Rockies","1","1","4.25","0","25","0","25.0","25","12","3","24","12","1.45","8.66","4.23","4.19","0.2","0.2","13911"
"Joey Krehbiel","","0","0","4.10","0","1","0","1.0","1","0","0","1","0","1.38","9.49","4.41","4.19","0.0","0.1","sa598762"
"Tim Stauffer","Mets","0","0","4.10","0","1","0","1.0","1","0","0","1","0","1.38","7.33","3.16","4.19","0.0","0.1","6432"
"Donnie Veal","Braves","0","0","4.03","0","1","0","1.0","1","0","0","1","0","1.41","8.65","4.25","4.19","0.0","0.1","4741"
"Leonel Campos","Blue Jays","1","1","4.03","0","11","0","11.0","9","5","1","12","6","1.41","9.83","4.90","4.19","0.1","0.1","12277"
"Matt Gage","","0","0","3.96","0","0","0","1.0","1","0","0","1","0","1.37","6.14","3.03","4.19","0.0","0.0","sa827398"
"Kyle Kinman","","0","0","3.94","0","1","0","1.0","1","0","0","1","1","1.45","8.96","4.81","4.19","0.0","0.1","sa829388"
"Vinnie Pestano","Angels","0","0","3.96","0","1","0","1.0","1","0","0","1","0","1.29","8.92","3.55","4.19","0.0","0.1","4782"
"Arcenio Leon","","0","0","4.01","0","1","0","1.0","1","0","0","1","0","1.42","7.04","3.69","4.19","0.0","0.1","sa393037"
"Luis Ayala","Braves","0","0","4.07","0","1","0","1.0","1","0","0","1","0","1.41","6.75","3.40","4.19","0.0","0.1","1650"
"Josh Martin","","0","0","4.00","0","1","0","1.0","1","0","0","1","0","1.31","8.44","3.42","4.19","0.0","0.1","sa599246"
"Tony Barnette","Rangers","2","2","4.18","0","47","23","47.0","48","22","6","39","16","1.36","7.50","3.07","4.19","0.2","0.2","3555"
"Pat Neshek","Phillies","2","2","4.12","0","41","0","41.0","39","19","6","39","12","1.25","8.53","2.71","4.19","0.2","0.1","4682"
"Matt Thornton","Padres","0","0","4.05","0","1","0","1.0","1","0","0","1","0","1.40","6.76","3.25","4.20","0.0","0.1","1918"
"Neftali Feliz","Brewers","2","2","4.20","0","33","0","33.0","30","15","5","36","14","1.34","9.93","3.87","4.20","0.2","0.2","18"
"Nick Greenwood","Cardinals","0","0","4.09","0","1","0","1.0","1","0","0","1","0","1.31","5.52","1.85","4.20","0.0","0.1","8182"
"Wily Peralta","Brewers","5","6","4.40","9","50","0","93.0","98","45","12","79","31","1.40","7.66","3.05","4.21","0.8","0.5","7738"
"Tyler Cyr","","0","0","3.94","0","1","0","1.0","1","0","0","1","1","1.48","8.45","5.11","4.21","0.0","0.1","sa875270"
"Jharel Cotton","Athletics","6","6","4.20","17","17","0","93.0","89","44","13","87","34","1.32","8.40","3.25","4.21","1.3","1.0","13654"
"Todd Coffey","Dodgers","0","0","4.04","0","1","0","1.0","1","0","0","1","0","1.40","7.30","3.54","4.21","0.0","0.1","2467"
"Chad Qualls","Rockies","2","2","4.48","0","32","0","32.0","36","16","4","24","10","1.42","6.59","2.76","4.21","0.2","0.1","2170"
"Donn Roach","Mariners","0","0","4.05","0","1","0","1.0","1","0","0","1","0","1.35","5.31","2.21","4.21","0.0","0.1","10620"
"Akeel Morris","Mets","0","0","3.97","0","1","0","1.0","1","0","0","1","1","1.42","10.58","5.45","4.21","0.0","0.1","12185"
"Conor Mullee","","0","0","4.16","0","7","0","7.0","7","3","1","7","3","1.38","8.59","3.87","4.21","0.0","0.0","11580"
"Jon Perrin","","0","0","4.33","0","1","0","1.0","1","0","0","1","0","1.33","7.49","2.55","4.21","0.0","0.0","sa829664"
"Tyler Bray","","0","0","4.04","0","1","0","1.0","1","0","0","1","1","1.48","7.83","4.58","4.21","0.0","0.1","sa829423"
"Tristan Archer","","0","0","4.29","0","1","0","1.0","1","0","0","1","0","1.33","7.66","2.68","4.21","0.0","0.0","sa503277"
"Zack Godley","Diamondbacks","6","6","4.24","16","27","0","104.0","105","49","11","89","44","1.42","7.70","3.79","4.22","1.1","1.1","14862"
"Reid Redman","","0","0","4.14","0","1","0","1.0","1","0","0","1","0","1.32","7.42","2.90","4.22","0.0","0.1","sa602392"
"Troy Patton","Padres","0","0","4.09","0","1","0","1.0","1","0","0","1","0","1.37","7.77","3.46","4.22","0.0","0.1","8368"
"Ryan Williams","","0","0","4.14","0","0","0","1.0","1","0","0","1","0","1.33","6.66","2.65","4.22","0.0","0.0","sa829137"
"Tommy Nance","","0","0","4.03","0","1","0","1.0","1","0","0","1","0","1.42","8.02","4.17","4.22","0.0","0.1","sa919392"
"Julio DePaula","","0","0","4.09","0","1","0","1.0","1","0","0","1","0","1.40","7.66","3.74","4.22","0.0","0.1","2786"
"Jake Barrett","Diamondbacks","1","1","4.15","0","29","0","29.0","27","13","3","28","14","1.41","8.78","4.30","4.22","0.1","0.1","13322"
"Cody Satterwhite","","0","0","4.18","0","1","0","1.0","1","0","0","1","0","1.42","7.97","3.83","4.22","0.0","0.0","sa454441"
"Sean Burnett","Nationals","0","0","4.09","0","1","0","1.0","1","0","0","1","0","1.44","6.75","3.57","4.22","0.0","0.1","1886"
"Adam Russell","Reds","0","0","4.05","0","1","0","1.0","1","0","0","1","0","1.39","8.55","4.02","4.22","0.0","0.1","7334"
"Chris Martin","Yankees","0","0","4.13","0","1","0","1.0","1","0","0","1","0","1.37","8.06","3.45","4.22","0.0","0.1","11847"
"Garrett Cortright","","0","0","4.13","0","1","0","1.0","1","0","0","1","0","1.45","5.98","3.40","4.22","0.0","0.0","sa739011"
"Zeke Spruill","Diamondbacks","0","0","4.24","0","1","0","1.0","1","0","0","1","0","1.35","6.94","2.84","4.22","0.0","0.0","3873"
"Ricky Nolasco","Angels","7","7","4.22","21","21","0","125.0","128","58","17","99","33","1.29","7.13","2.35","4.22","1.3","1.2","3830"
"Alex Cobb","Rays","6","6","4.15","17","17","0","103.0","107","47","12","76","31","1.34","6.63","2.74","4.22","1.2","1.1","6562"
"Keyvius Sampson","","1","1","4.05","0","11","0","11.0","10","5","1","12","6","1.41","9.50","4.73","4.22","0.0","0.1","10039"
"Casey Sadler","Pirates","0","0","4.32","0","0","0","1.0","1","0","0","1","0","1.40","6.41","2.89","4.23","0.0","0.0","11209"
"Nathan Eovaldi","Yankees","0","0","4.17","0","0","0","1.0","1","0","0","1","0","1.34","7.50","2.88","4.23","0.0","0.0","9132"
"Eduardo Rodriguez","Red Sox","7","6","4.20","18","18","0","103.0","99","48","14","97","36","1.31","8.43","3.13","4.23","1.4","1.5","13164"
"Hector Velazquez","Red Sox","0","0","4.32","0","0","0","1.0","1","0","0","1","0","1.34","6.78","2.63","4.23","0.0","0.0","19341"
"Jake Sanchez","","0","0","4.21","0","1","0","1.0","1","0","0","1","0","1.34","7.50","3.00","4.23","0.0","0.0","sa739743"
"Jackson Stephens","","0","0","4.01","0","7","0","7.0","7","3","1","6","2","1.28","7.93","2.84","4.23","0.0","0.0","sa658342"
"Brandon League","Dodgers","0","0","4.10","0","1","0","1.0","1","0","0","1","0","1.45","6.31","3.46","4.23","0.0","0.0","3731"
"Edward Paredes","","0","0","3.91","0","1","0","1.0","1","0","0","1","0","1.38","9.00","4.33","4.23","0.0","0.1","sa389327"
"Whit Mayberry","","0","0","4.22","0","1","0","1.0","1","0","0","1","0","1.36","7.02","2.88","4.23","0.0","0.0","sa829299"
"Tyler Jones","","0","0","4.13","0","1","0","1.0","1","0","0","1","0","1.36","8.88","3.76","4.23","0.0","0.1","sa549495"
"Tanner Poppe","","0","0","4.25","0","1","0","1.0","1","0","0","1","0","1.43","8.26","3.93","4.23","0.0","0.0","sa503209"
"Drew Smyly","Mariners","4","4","4.10","12","12","0","67.0","63","30","10","63","21","1.25","8.50","2.78","4.23","1.0","0.9","11760"
"Jorge Ibarra","","0","0","3.92","0","1","0","1.0","1","0","0","1","0","1.42","7.81","4.18","4.23","0.0","0.1","sa509258"
"Steve Perakslis","","0","0","4.04","0","1","0","1.0","1","0","0","1","0","1.39","7.70","3.78","4.23","0.0","0.1","sa621679"
"Lee Hyde","","0","0","3.96","0","1","0","1.0","1","0","0","1","0","1.38","8.97","4.19","4.23","0.0","0.1","sa326720"
"Kevin Slowey","Marlins","0","0","4.32","0","1","0","1.0","1","0","0","1","0","1.30","7.18","2.41","4.23","0.0","0.0","9918"
"Trevor Bauer","Indians","6","6","4.21","17","17","0","98.0","93","46","13","94","39","1.35","8.63","3.60","4.23","1.2","1.2","12703"
"Nolan Sanburn","","0","0","4.12","0","1","0","1.0","1","0","0","1","0","1.44","7.55","4.01","4.23","0.0","0.0","sa549956"
"Juan Gutierrez","Giants","0","0","4.14","0","1","0","1.0","1","0","0","1","0","1.38","7.68","3.77","4.23","0.0","0.1","3265"
"Dan Altavilla","Mariners","1","1","4.03","0","22","0","22.0","20","10","3","21","9","1.34","8.92","3.89","4.23","0.1","0.1","16507"
"Wilking Rodriguez","Royals","0","0","4.14","0","1","0","1.0","1","0","0","1","0","1.38","8.43","3.94","4.23","0.0","0.1","8801"
"Glenn Sparkman","","0","0","4.23","0","7","0","7.0","7","3","1","7","2","1.28","8.21","2.80","4.23","0.0","0.0","sa738220"
"Brandon Cumpton","Pirates","0","0","4.38","0","0","0","1.0","1","0","0","1","0","1.39","6.34","2.72","4.23","0.0","0.0","11366"
"Justin Hancock","","0","0","4.19","0","1","0","1.0","1","0","0","1","0","1.41","7.46","3.62","4.23","0.0","0.0","sa598262"
"Kyle Martin","","0","0","4.19","0","1","0","1.0","1","0","0","1","0","1.34","8.46","3.55","4.23","0.0","0.0","sa503291"
"Tanner Roark","Nationals","8","7","4.32","21","21","0","129.0","134","62","15","104","44","1.38","7.26","3.08","4.23","1.3","1.3","8753"
"Buddy Carlyle","Mets","0","0","4.27","0","1","0","1.0","1","0","0","1","0","1.34","8.02","3.06","4.23","0.0","0.0","2010"
"David Carpenter","","0","0","4.19","0","7","0","7.0","7","3","1","7","3","1.34","8.58","3.53","4.24","0.0","0.0","3959"
"Kraig Sitton","","0","0","3.97","0","1","0","1.0","1","0","0","1","0","1.37","6.79","3.34","4.24","0.0","0.1","sa501975"
"Bryan Morris","Giants","1","1","4.02","0","25","0","25.0","26","11","2","19","11","1.46","6.66","3.95","4.24","-0.1","0.0","10234"
"Ryan Kelly","Braves","0","0","4.19","0","1","0","1.0","1","0","0","1","0","1.37","8.32","3.68","4.24","0.0","0.0","4858"
"Deunte Heath","White Sox","0","0","4.14","0","1","0","1.0","1","0","0","1","0","1.37","9.62","4.22","4.24","0.0","0.1","7371"
"Orlando Castro","","0","0","4.24","0","0","0","1.0","1","0","0","1","0","1.37","6.42","2.70","4.24","0.0","0.0","sa546531"
"Andrew Heaney","Angels","0","0","4.06","1","1","0","7.0","6","3","1","6","2","1.29","7.57","2.86","4.24","0.1","0.1","15423"
"Fernando Rodriguez","Athletics","0","0","4.22","0","1","0","1.0","1","0","0","1","0","1.37","8.70","3.90","4.24","0.0","0.0","7558"
"Steven Brault","Pirates","1","1","4.12","2","2","0","13.0","13","6","1","11","6","1.41","7.83","3.88","4.24","0.1","0.2","15291"
"Keith Hessler","Padres","2","2","4.05","0","39","1","39.0","37","18","4","37","19","1.42","8.49","4.24","4.24","0.1","0.1","12220"
"Kevin Siegrist","Cardinals","2","2","4.06","0","41","1","41.0","37","19","5","43","20","1.38","9.34","4.41","4.24","0.1","0.1","8180"
"Jimmy Reed","","0","0","4.09","0","1","0","1.0","1","0","0","1","0","1.33","6.47","2.50","4.24","0.0","0.1","sa658611"
"Zech Lemond","","0","0","4.16","0","1","0","1.0","1","0","0","1","0","1.33","7.21","2.88","4.24","0.0","0.0","sa602584"
"Jason Vargas","Royals","8","8","4.19","23","23","0","134.0","135","62","19","108","36","1.28","7.24","2.42","4.25","1.8","1.9","8044"
"Adam Miller","","0","0","4.14","0","1","0","1.0","1","0","0","1","0","1.47","8.00","4.47","4.25","0.0","0.0","sa738543"
"Collin McHugh","Astros","4","4","4.25","11","11","0","62.0","61","29","9","54","19","1.30","7.83","2.70","4.25","0.8","0.8","7531"
"Rob Zastryzny","Cubs","0","0","3.97","0","7","0","7.0","7","3","1","7","3","1.38","8.14","3.93","4.25","0.0","0.0","15094"
"Arnold Leon","Blue Jays","0","0","4.20","0","1","0","1.0","1","0","0","1","0","1.31","8.16","3.06","4.25","0.0","0.0","5595"
"Tyler Beede","","1","1","4.07","2","2","0","13.0","13","6","1","10","6","1.43","6.77","3.85","4.25","0.2","0.1","sa597784"
"Rhiner Cruz","Astros","0","0","4.16","0","1","0","1.0","1","0","0","1","0","1.38","9.41","4.27","4.25","0.0","0.1","711"
"Perci Garner","Indians","1","1","4.01","0","15","0","15.0","14","7","1","13","7","1.46","7.68","4.46","4.25","0.0","0.1","10887"
"Matt Buschmann","Diamondbacks","0","0","4.22","0","1","0","1.0","1","0","0","1","0","1.34","7.55","3.09","4.25","0.0","0.0","3832"
"Steve Hathaway","Diamondbacks","1","1","4.10","0","14","0","14.0","14","7","2","14","7","1.44","8.71","4.54","4.25","0.0","0.0","15293"
"Casey Janssen","Nationals","0","0","4.27","0","1","0","1.0","1","0","0","1","0","1.34","7.38","2.79","4.25","0.0","0.0","7355"
"Richard Bleier","Orioles","1","1","4.09","0","26","0","26.0","30","12","3","14","5","1.36","4.78","1.86","4.25","0.1","0.1","7803"
"Buddy Baumann","Padres","1","1","4.03","0","14","0","14.0","13","6","2","14","6","1.31","8.96","3.62","4.25","0.1","0.0","9309"
"Alberto Baldonado","","0","0","3.99","0","1","0","1.0","1","0","0","1","1","1.44","9.29","4.85","4.25","0.0","0.1","sa550649"
"Javier Lopez","Giants","0","0","3.92","0","1","0","1.0","1","0","0","1","0","1.50","6.25","4.24","4.25","0.0","0.1","1663"
"Nick Hagadone","Indians","0","0","3.96","0","1","0","1.0","1","0","0","1","0","1.33","9.37","4.07","4.25","0.0","0.1","1351"
"Chase Johnson","","0","0","4.14","1","1","0","7.0","7","3","1","5","3","1.44","6.68","3.81","4.25","0.1","0.1","sa549740"
"Jorge Rondon","Pirates","0","0","4.21","0","1","0","1.0","1","0","0","1","0","1.43","7.46","3.82","4.25","0.0","0.0","5791"
"Chris Withrow","Braves","0","0","4.20","0","1","0","1.0","1","0","0","1","1","1.43","8.96","4.54","4.25","0.0","0.0","7161"
"Roberto Gomez","","0","0","4.11","0","1","0","1.0","1","0","0","1","0","1.37","7.15","3.51","4.26","0.0","0.1","sa551705"
"T.J. House","Indians","0","0","4.03","0","1","0","1.0","1","0","0","1","0","1.43","7.50","3.91","4.26","0.0","0.1","9121"
"Jeremy Bleich","","0","0","3.94","0","1","0","1.0","1","0","0","1","0","1.36","7.08","3.29","4.26","0.0","0.1","sa454413"
"Shelby Miller","Diamondbacks","0","0","4.36","0","0","0","1.0","1","0","0","1","0","1.37","7.99","3.39","4.26","0.0","0.0","10197"
"Jairo Asencio","Orioles","0","0","4.25","0","1","0","1.0","1","0","0","1","0","1.35","8.53","3.39","4.26","0.0","0.0","3332"
"Albert Suarez","Giants","1","2","4.13","4","11","0","27.0","27","12","3","20","9","1.34","6.78","2.96","4.26","0.2","0.3","6175"
"Omar Poveda","","0","0","4.31","0","0","0","1.0","1","0","0","1","0","1.37","7.53","3.16","4.26","0.0","0.0","sa294843"
"Rowan Wick","","1","1","4.12","0","15","0","15.0","14","7","2","15","7","1.41","8.78","4.42","4.26","0.0","0.1","sa549441"
"Nate Adcock","Reds","0","0","4.10","0","1","0","1.0","1","0","0","1","0","1.42","8.30","4.17","4.26","0.0","0.1","3282"
"Cody Hall","Marlins","0","0","4.16","0","1","0","1.0","1","0","0","1","0","1.41","7.54","3.88","4.26","0.0","0.0","12232"
"Sandy Rosario","Giants","0","0","4.10","0","1","0","1.0","1","0","0","1","0","1.42","7.01","3.78","4.26","0.0","0.1","1525"
"Rob Rasmussen","Mariners","0","0","3.97","0","1","0","1.0","1","0","0","1","0","1.38","8.77","4.25","4.26","0.0","0.1","11250"
"D.J. Myers","","0","0","4.20","0","0","0","1.0","1","0","0","1","0","1.38","6.32","3.02","4.26","0.0","0.0","sa918356"
"Blaine Hardy","Tigers","2","2","4.02","0","33","0","33.0","33","15","4","28","13","1.36","7.44","3.40","4.27","0.1","0.2","6499"
"Collin Cargill","","0","0","4.16","0","1","0","1.0","1","0","0","1","0","1.47","6.73","3.98","4.27","0.0","0.0","sa598617"
"Colin Rea","Marlins","0","0","4.33","0","0","0","1.0","1","0","0","1","0","1.40","7.01","3.40","4.27","0.0","0.0","12317"
"Robby Scott","Red Sox","1","1","4.12","0","22","0","22.0","21","10","3","19","7","1.30","7.82","2.95","4.27","0.0","0.1","13042"
"Jeff Johnson","","0","0","4.05","0","1","0","1.0","1","0","0","1","1","1.43","8.97","4.71","4.27","0.0","0.1","sa598064"
"Andrew Barbosa","","0","0","4.15","0","1","0","1.0","1","0","0","1","0","1.35","9.58","3.99","4.27","0.0","0.1","sa327830"
"Logan Bawcom","","0","0","4.17","0","1","0","1.0","1","0","0","1","0","1.37","8.55","3.85","4.27","0.0","0.1","sa549287"
"Kyler Newby","","0","0","4.10","0","1","0","1.0","1","0","0","1","0","1.34","7.14","3.09","4.27","0.0","0.1","sa288761"
"David Colvin","","0","0","4.16","0","1","0","1.0","1","0","0","1","0","1.35","7.88","3.41","4.27","0.0","0.1","sa577999"
"Robert Gsellman","Mets","6","7","4.22","19","19","0","106.0","112","50","12","80","38","1.40","6.75","3.17","4.27","1.2","0.8","13696"
"Bobby Wahl","Athletics","1","1","4.15","0","22","0","22.0","20","10","2","22","12","1.43","9.24","4.78","4.27","0.0","0.0","14832"
"Carlos Villanueva","Padres","0","0","4.27","0","1","0","1.0","1","0","0","1","0","1.32","7.55","2.76","4.27","0.0","0.0","4138"
"Al Alburquerque","Royals","0","0","4.15","0","7","0","7.0","7","3","1","7","4","1.42","8.55","4.47","4.27","0.0","0.0","6324"
"Stephen Janas","","0","0","4.24","0","1","0","1.0","1","0","0","1","0","1.38","6.55","2.91","4.27","0.0","0.0","sa737861"
"Seth Frankoff","","0","0","4.16","0","0","0","1.0","1","0","0","1","0","1.37","7.66","3.53","4.27","0.0","0.0","sa549760"
"Carlos Torres","Brewers","2","2","4.36","0","40","1","40.0","40","19","5","38","16","1.40","8.45","3.59","4.27","0.1","0.0","7624"
"Chris Narveson","Marlins","0","0","4.07","0","1","0","1.0","1","0","0","1","0","1.35","7.40","3.33","4.27","0.0","0.1","2141"
"Greg Holle","","0","0","4.37","0","1","0","1.0","1","0","0","1","0","1.40","7.88","3.38","4.28","0.0","0.0","sa526447"
"Vidal Nuno","Orioles","1","1","4.18","0","19","0","19.0","18","9","3","17","5","1.27","8.14","2.46","4.28","0.1","0.1","9674"
"Dakota Hudson","","0","0","4.27","0","0","0","1.0","1","0","0","1","0","1.44","6.72","3.52","4.28","0.0","0.0","sa738673"
"Adam Kolarek","","0","0","3.85","0","1","0","1.0","1","0","0","1","0","1.45","7.63","4.46","4.28","0.0","0.1","sa549067"
"Jacob Turner","Nationals","1","1","4.40","2","10","0","21.0","22","10","2","16","7","1.41","7.18","3.16","4.28","0.1","0.1","10185"
"Chris O'Grady","","0","0","4.09","0","0","0","1.0","1","0","0","1","0","1.37","6.97","3.29","4.28","0.0","0.0","sa658155"
"Jeff Lorick","","0","0","3.95","0","1","0","1.0","1","0","0","1","0","1.42","8.07","4.29","4.28","0.0","0.1","sa501999"
"Yoervis Medina","Cubs","0","0","4.06","0","1","0","1.0","1","0","0","1","1","1.46","8.52","4.81","4.28","0.0","0.1","10498"
"Nick Tropeano","Angels","0","0","4.09","0","0","0","1.0","1","0","0","1","0","1.30","8.39","3.38","4.28","0.0","0.0","12385"
"Brad Boxberger","Rays","0","0","4.03","0","7","0","7.0","6","3","1","7","4","1.37","9.37","4.44","4.28","0.0","0.1","10133"
"Jacob Lindgren","Yankees","0","0","3.97","0","1","0","1.0","1","0","0","1","1","1.46","9.53","5.12","4.28","0.0","0.1","16215"
"Severino Gonzalez","Marlins","0","0","4.20","0","7","0","7.0","8","3","1","6","2","1.27","6.75","2.28","4.28","0.0","0.0","14697"
"Layne Somsen","Reds","0","0","4.00","0","1","0","1.0","1","0","0","1","1","1.41","9.09","4.62","4.28","0.0","0.1","15301"
"Matt Hoffman","","0","0","4.05","0","1","0","1.0","1","0","0","1","0","1.38","8.66","4.04","4.28","0.0","0.1","sa392188"
"Jose Berrios","Twins","6","6","4.29","17","17","0","93.0","88","44","13","89","35","1.32","8.62","3.33","4.29","1.2","1.1","14168"
"Pat Urckfitz","","0","0","4.07","0","1","0","1.0","1","0","0","1","0","1.45","7.29","4.16","4.29","0.0","0.1","sa457153"
"Kyle Regnault","","0","0","4.09","0","1","0","1.0","1","0","0","1","0","1.40","8.30","3.94","4.29","0.0","0.1","sa526832"
"J.A. Happ","Blue Jays","6","6","4.31","18","18","0","102.0","101","49","14","89","33","1.32","7.84","2.89","4.29","1.3","1.3","7410"
"J.J. Putz","Diamondbacks","0","0","4.27","0","1","0","1.0","1","0","0","1","0","1.42","8.09","3.94","4.29","0.0","0.0","1795"
"Anibal Sanchez","Tigers","4","4","4.32","7","33","0","67.0","66","32","9","58","22","1.31","7.87","2.89","4.29","0.7","0.6","3284"
"Cory Taylor","","0","0","4.14","0","0","0","1.0","1","0","0","1","0","1.44","7.28","4.11","4.29","0.0","0.0","sa875205"
"Jason Frasor","","2","2","4.26","0","49","0","49.0","47","23","6","44","22","1.42","8.22","4.12","4.29","0.1","0.1","1906"
"Robbie Erlin","Padres","0","0","4.24","1","1","0","7.0","7","3","1","5","2","1.36","7.06","2.90","4.29","0.1","0.1","10354"
"Corey Black","","0","0","4.01","0","1","0","1.0","1","0","0","1","1","1.45","9.80","5.33","4.29","0.0","0.1","sa658004"
"Manny Acosta","Mets","0","0","4.19","0","1","0","1.0","1","0","0","1","0","1.44","7.98","4.10","4.29","0.0","0.0","8725"
"Casey Lawrence","Mariners","0","0","4.17","0","7","0","7.0","8","3","1","5","2","1.31","5.93","2.04","4.29","0.0","0.0","11121"
"Ryan Cook","Red Sox","0","0","4.34","0","1","0","1.0","1","0","0","1","0","1.43","7.92","3.98","4.29","0.0","0.0","8855"
"Jamie Walczak","","0","0","4.12","0","1","0","1.0","1","0","0","1","0","1.41","9.05","4.39","4.29","0.0","0.1","sa501724"
"Ryan O'Rourke","Twins","0","0","4.15","0","8","0","8.0","7","3","1","7","3","1.39","8.68","4.07","4.30","0.0","0.0","10976"
"Jonathan Papelbon","","2","2","4.31","0","40","0","40.0","40","19","5","35","14","1.33","7.77","3.03","4.30","0.0","0.0","5975"
"Phil McCormick","","0","0","3.95","0","1","0","1.0","1","0","0","1","0","1.45","6.66","4.11","4.30","0.0","0.1","sa598568"
"R.J. Alvarez","Athletics","0","0","4.20","0","1","0","1.0","1","0","0","1","1","1.45","9.75","5.15","4.30","0.0","0.0","13401"
"Cole Hamels","Rangers","5","5","4.33","13","13","0","79.0","80","38","10","68","29","1.37","7.68","3.28","4.30","0.9","1.0","4972"
"Corey Baker","","0","0","4.21","0","1","0","1.0","1","0","0","1","0","1.41","7.07","3.47","4.30","0.0","0.0","sa598476"
"Peter Moylan","Royals","1","1","4.20","0","29","0","29.0","30","14","3","22","11","1.42","6.71","3.52","4.30","0.0","0.1","4891"
"Vin Mazzaro","Giants","0","0","4.10","0","1","0","1.0","1","0","0","1","0","1.43","6.77","3.86","4.30","0.0","0.1","5231"
"Josh Lindblom","Pirates","1","1","4.24","0","18","0","18.0","18","9","2","15","6","1.32","7.35","2.76","4.30","0.0","0.0","7882"
"Paul Smyth","","0","0","4.32","0","1","0","1.0","1","0","0","1","0","1.33","8.23","3.23","4.30","0.0","0.0","sa503009"
"Matt Lujan","","0","0","4.06","0","0","0","1.0","1","0","0","1","0","1.41","7.07","3.81","4.30","0.0","0.0","sa526820"
"Wes Helsabeck","","0","0","4.04","0","1","0","1.0","1","0","0","1","0","1.37","8.79","4.06","4.31","0.0","0.1","sa877362"
"Nick Rumbelow","Yankees","0","0","4.20","0","1","0","1.0","1","0","0","1","0","1.34","8.75","3.59","4.31","0.0","0.0","14867"
"Zac Curtis","Mariners","1","1","3.99","0","11","0","11.0","10","5","1","11","5","1.38","8.81","4.26","4.31","0.0","0.1","16684"
"Louis Head","","0","0","4.15","0","1","0","1.0","1","0","0","1","0","1.39","8.14","3.94","4.31","0.0","0.1","sa658343"
"Carlos Marmol","Marlins","0","0","4.16","0","1","0","1.0","1","0","0","1","1","1.50","10.02","5.92","4.31","0.0","0.1","2790"
"Jonathan Albaladejo","Diamondbacks","0","0","4.28","0","1","0","1.0","1","0","0","1","0","1.40","7.69","3.65","4.31","0.0","0.0","3521"
"Francisco Liriano","Blue Jays","4","4","4.26","11","11","0","58.0","54","27","7","58","29","1.43","9.08","4.55","4.31","0.7","0.7","3201"
"Bryce Bandilla","","0","0","3.96","0","1","0","1.0","1","0","0","1","1","1.45","8.44","4.92","4.31","0.0","0.1","sa455525"
